"Gene","Adjusted_P_Value"
"chr10_g3934.t1",0.102880357095377
"chr01_g56767.t1",0.102880357095377
"chr14_g230.t1",0.102880357095377
"chr15_g13357.t1",0.102880357095377
"chr20_g18081.t1",0.102880357095377
"chr14_g18763.t1",0.102880357095377
"chr10_g39796.t1",0.102880357095377
"chr06_g21701.t1",0.102880357095377
"chr09_g22668.t1",0.102880357095377
"chr02_g51521.t1",0.102880357095377
"chr13_g57629.t1",0.102880357095377
"chr10_g57539.t1",0.102880357095377
"chr13_g60464.t1",0.102880357095377
"chr13_g29150.t1",0.102880357095377
"chr22_g50877.t1",0.102880357095377
"chr08_g34967.t1",0.102880357095377
"chr02_g34833.t1",0.102880357095377
"chr02_g47326.t1",0.102880357095377
"chr14_g52221.t1",0.102880357095377
"chr18_g29878.t1",0.102880357095377
"chr13_g60481.t1",0.102880357095377
"chr20_g2509.t1",0.102880357095377
"chr03_g58139.t1",0.102880357095377
"chr14_g36176.t1",0.102880357095377
"chr09_g53092.t1",0.102880357095377
"chr12_g53533.t1",0.102880357095377
"chr02_g8636.t1",0.102880357095377
"chr10_g33995.t1",0.102880357095377
"chr01_g42230.t1",0.102880357095377
"chr08_g19674.t1",0.102880357095377
"chr21_g18849.t1",0.102880357095377
"chr19_g18617.t1",0.102880357095377
"chr15_g15990.t1",0.102880357095377
"chr14_g26042.t1",0.102880357095377
"chr23_g59624.t1",0.102880357095377
"chr04_g2132.t1",0.102880357095377
"chr09_g5236.t1",0.102880357095377
"chr09_g57882.t1",0.102880357095377
"chr06_g5895.t1",0.102880357095377
"chr12_g36694.t1",0.102880357095377
"chr03_g17677.t1",0.102880357095377
"chr08_g47681.t1",0.102880357095377
"chr14_g52098.t1",0.102880357095377
"chr02_g56780.t1",0.102880357095377
"chr09_g17375.t1",0.102880357095377
"chr24_g38698.t1",0.102880357095377
"chr06_g5387.t1",0.102880357095377
"chr12_g20435.t1",0.102880357095377
"chr14_g28526.t1",0.102880357095377
"chr11_g6030.t1",0.102880357095377
"chr16_g15252.t1",0.102880357095377
"chr18_g54903.t1",0.102880357095377
"chr11_g48663.t1",0.102880357095377
"chr03_g46189.t1",0.102880357095377
"chr01_g31374.t1",0.102880357095377
"chr19_g59562.t1",0.102880357095377
"chr01_g54485.t1",0.102880357095377
"chr04_g39708.t1",0.102880357095377
"chr24_g29969.t1",0.102880357095377
"chr22_g17237.t1",0.102880357095377
"chr04_g28733.t1",0.102880357095377
"chr22_g534.t1",0.102880357095377
"chr21_g38075.t1",0.102880357095377
"chr02_g8176.t1",0.102880357095377
"chr12_g48374.t1",0.102880357095377
"chr22_g4275.t1",0.102880357095377
"chr03_g57118.t1",0.102880357095377
"chr05_g20946.t1",0.103906165829888
"chr02_g31144.t1",0.105712936405379
"chr13_g25761.t1",0.105712936405379
"chr07_g18905.t1",0.105712936405379
"chr07_g4614.t1",0.105712936405379
"chr02_g18677.t1",0.106213128588046
"chr18_g16471.t1",0.106506128948199
"chr23_g53862.t1",0.106587297480195
"chr11_g3645.t1",0.107381213133541
"chr01_g51852.t1",0.107980364012516
"chr05_g60714.t1",0.107980364012516
"chr03_g33921.t1",0.107980364012516
"chr01_g15433.t1",0.108382180053613
"chr10_g6305.t1",0.108382180053613
"chr01_g57156.t1",0.108382180053613
"chr23_g41251.t1",0.108382180053613
"chr21_g24940.t1",0.109500475659122
"chr07_g17000.t1",0.109500475659122
"chr04_g50543.t1",0.109500475659122
"chr12_g24565.t1",0.109500475659122
"chr02_g39731.t1",0.109500475659122
"chr14_g52081.t1",0.109500475659122
"chr07_g7224.t1",0.109500475659122
"chr01_g3651.t1",0.109500475659122
"chr02_g49425.t1",0.109500475659122
"chr10_g56386.t1",0.109500475659122
"chr12_g19065.t1",0.109500475659122
"chr20_g3262.t1",0.109500475659122
"chr11_g45367.t1",0.109500475659122
"chr14_g37711.t1",0.109500475659122
"chr22_g13044.t1",0.109500475659122
"chr05_g26441.t1",0.109500475659122
"chr16_g60650.t1",0.109500475659122
"chr03_g7665.t1",0.109500475659122
"chr20_g9620.t1",0.109500475659122
"chr20_g59387.t1",0.109500475659122
"chr10_g8373.t1",0.109500475659122
"chr11_g23143.t1",0.109500475659122
"chr03_g25828.t1",0.109500475659122
"chr05_g59784.t1",0.109500475659122
"chr17_g9044.t1",0.109500475659122
"chr10_g5690.t1",0.109500475659122
"chr10_g31138.t1",0.109500475659122
"chr04_g21572.t1",0.109500475659122
"chr18_g52688.t1",0.109500475659122
"chr02_g57709.t1",0.109970521149575
"chr01_g32786.t1",0.109970521149575
"chr12_g52382.t1",0.109970521149575
"chr04_g4928.t1",0.110499064449234
"chr11_g32038.t1",0.110561144858344
"chr23_g15188.t1",0.110561144858344
"chr07_g21875.t1",0.110561144858344
"chr17_g32184.t1",0.111493162991578
"chr23_g11922.t1",0.113005704905414
"chr07_g31352.t1",0.113005704905414
"chr14_g27249.t1",0.113005704905414
"chr04_g19195.t1",0.113005704905414
"chr17_g26181.t1",0.113005704905414
"chr20_g39485.t1",0.113202934557594
"chr19_g6231.t1",0.113202934557594
"chr19_g35002.t1",0.113202934557594
"chr21_g351.t1",0.113391898339697
"chr19_g5765.t1",0.113391898339697
"chr07_g1850.t1",0.113391898339697
"chr13_g36732.t1",0.113391898339697
"chr01_g24216.t1",0.113391898339697
"chr09_g22919.t1",0.113391898339697
"chr02_g47757.t1",0.113391898339697
"chr19_g51560.t1",0.113391898339697
"chr09_g18425.t1",0.113771628708416
"chr24_g14306.t1",0.113771628708416
"chr08_g54325.t1",0.113771628708416
"chr19_g60540.t1",0.113771628708416
"chr09_g48708.t1",0.113771628708416
"chr09_g16920.t1",0.113771628708416
"chr07_g51443.t1",0.113771628708416
"chr03_g38853.t1",0.114852576411622
"chr04_g33412.t1",0.115043637807456
"chr07_g6895.t1",0.115043637807456
"chr11_g26490.t1",0.115043637807456
"chr14_g12576.t1",0.115981655224851
"chr11_g27534.t1",0.116543869180141
"chr17_g56059.t1",0.116543869180141
"chr04_g28958.t1",0.116543869180141
"chr02_g27871.t1",0.116861841353582
"chr19_g49047.t1",0.116861841353582
"chr21_g4476.t1",0.116861841353582
"chr18_g50670.t1",0.116861841353582
"chr04_g53089.t1",0.116861841353582
"chr17_g2249.t1",0.116861841353582
"chr03_g38833.t1",0.116861841353582
"chr03_g54501.t1",0.116861841353582
"chr22_g53176.t1",0.116861841353582
"chr02_g47741.t1",0.116861841353582
"chr18_g16451.t1",0.117904524090973
"chr22_g41882.t1",0.11806244981868
"chr11_g49826.t1",0.118322536686901
"chr08_g6622.t1",0.118411794735913
"chr12_g59501.t1",0.118411794735913
"chr07_g21874.t1",0.118411794735913
"chr18_g53668.t1",0.118411794735913
"chr03_g15790.t1",0.118754172423006
"chr06_g5915.t1",0.118754172423006
"chr07_g46025.t1",0.118754172423006
"chr07_g28395.t1",0.118754172423006
"chr16_g35017.t1",0.118754172423006
"chr13_g14071.t1",0.118754172423006
"chr18_g35580.t1",0.118754172423006
"chr10_g48451.t1",0.118754172423006
"chr13_g21911.t1",0.118990388870651
"chr02_g33207.t1",0.119507075269171
"chr20_g14426.t1",0.119507075269171
"chr10_g57063.t1",0.119507075269171
"chr18_g50016.t1",0.119507075269171
"chr13_g6847.t1",0.119507075269171
"chr06_g54183.t1",0.119744076223492
"chr06_g10012.t1",0.120485257399949
"chr18_g56332.t1",0.120485257399949
"chr21_g45547.t1",0.120485257399949
"chr20_g17919.t1",0.120485257399949
"chr05_g32282.t1",0.120485257399949
"chr18_g52710.t1",0.120485257399949
"chr11_g44941.t1",0.120485257399949
"chr18_g50699.t1",0.120485257399949
"chr04_g33087.t1",0.120485257399949
"chr18_g29860.t1",0.120485257399949
"chr14_g627.t1",0.120485257399949
"chr12_g17336.t1",0.121170438261474
"chr18_g58677.t1",0.121170438261474
"chr16_g30819.t1",0.121170438261474
"chr07_g37564.t1",0.121683267084997
"chr15_g46943.t1",0.121683267084997
"chr09_g52723.t1",0.122111583279424
"chr18_g58664.t1",0.122792494572076
"chr05_g13912.t1",0.122792494572076
"chr13_g42794.t1",0.123558364182307
"chr08_g35939.t1",0.123842843931234
"chr04_g14256.t1",0.123842843931234
"chr01_g34992.t1",0.123842843931234
"chr10_g57303.t1",0.123842843931234
"chr06_g23972.t1",0.123842843931234
"chr22_g59068.t1",0.123842843931234
"chr09_g22297.t1",0.123842843931234
"chr11_g49298.t1",0.123956385024076
"chr03_g58570.t1",0.123979914653653
"chr14_g22737.t1",0.123979914653653
"chr01_g4022.t1",0.123979914653653
"chr06_g29541.t1",0.123979914653653
"chr20_g28200.t1",0.124233975495846
"chr18_g23133.t1",0.124713878841349
"chr01_g8907.t1",0.124713878841349
"chr06_g28978.t1",0.124889450279392
"chr08_g34440.t1",0.124889450279392
"chr11_g56976.t1",0.124889450279392
"chr05_g13819.t1",0.124889450279392
"chr09_g20300.t1",0.124889450279392
"chr18_g55458.t1",0.124889450279392
"chr06_g54681.t1",0.124889450279392
"chr05_g7106.t1",0.124889450279392
"chr10_g41903.t1",0.124924538287359
"chr16_g35300.t1",0.124924538287359
"chr22_g48409.t1",0.124924538287359
"chr11_g7760.t1",0.124924538287359
"chr02_g58761.t1",0.124924538287359
"chr09_g27184.t1",0.125577350567987
"chr24_g32518.t1",0.125577350567987
"chr11_g22789.t1",0.125577350567987
"chr19_g56517.t1",0.125577350567987
"chr13_g15562.t1",0.125577350567987
"chr04_g58835.t1",0.125823145203268
"chr12_g7912.t1",0.126361371457912
"chr04_g8932.t1",0.127202783314171
"chr05_g60179.t1",0.127202783314171
"chr07_g53221.t1",0.127379392051061
"chr02_g33913.t1",0.128296233371282
"chr18_g53689.t1",0.129493689700474
"chr17_g45128.t1",0.129582635014895
"chr16_g26786.t1",0.129582635014895
"chr18_g50674.t1",0.129582635014895
"chr03_g16421.t1",0.129582635014895
"chr06_g3805.t1",0.129582635014895
"chr05_g18846.t1",0.129582635014895
"chr06_g31115.t1",0.129582635014895
"chr06_g43042.t1",0.129582635014895
"chr03_g36981.t1",0.129582635014895
"chr17_g60289.t1",0.129582635014895
"chr08_g28424.t1",0.129582635014895
"chr21_g22504.t1",0.129582635014895
"chr17_g21670.t1",0.129582635014895
"chr07_g51996.t1",0.129582635014895
"chr13_g5923.t1",0.129582635014895
"chr13_g18111.t1",0.129699189185618
"chr24_g27899.t1",0.130627248910825
"chr02_g18557.t1",0.131225125924361
"chr12_g24557.t1",0.132240723739335
"chr17_g15722.t1",0.132645062663137
"chr18_g37324.t1",0.13298870309619
"chr18_g23502.t1",0.13298870309619
"chr17_g30366.t1",0.13298870309619
"chr06_g38447.t1",0.13298870309619
"chr07_g11383.t1",0.13422969052166
"chr09_g39938.t1",0.13422969052166
"chr05_g40181.t1",0.13422969052166
"chr07_g22073.t1",0.13422969052166
"chr19_g51222.t1",0.13422969052166
"chr04_g36940.t1",0.13422969052166
"chr07_g18925.t1",0.13422969052166
"chr18_g45596.t1",0.13422969052166
"chr17_g6407.t1",0.13422969052166
"chr11_g4924.t1",0.134298231365033
"chr16_g30524.t1",0.136485338130003
"chr22_g7041.t1",0.136485338130003
"chr20_g22095.t1",0.137713399380351
"chr21_g3363.t1",0.137713399380351
"chr06_g29622.t1",0.137713399380351
"chr18_g57141.t1",0.137713399380351
"chr14_g35550.t1",0.137713399380351
"chr09_g50440.t1",0.137713399380351
"chr02_g36119.t1",0.137713399380351
"chr03_g21023.t1",0.137713399380351
"chr07_g42482.t1",0.137713399380351
"chr06_g51367.t1",0.137713399380351
"chr20_g3425.t1",0.137713399380351
"chr02_g54213.t1",0.137713399380351
"chr18_g3051.t1",0.137713399380351
"chr20_g37136.t1",0.137713399380351
"chr08_g46714.t1",0.137713399380351
"chr20_g17912.t1",0.137713399380351
"chr05_g58641.t1",0.137713399380351
"chr01_g40141.t1",0.137713399380351
"chr22_g15136.t1",0.137713399380351
"chr15_g15027.t1",0.137713399380351
"chr09_g35838.t1",0.137713399380351
"chr21_g34505.t2",0.137995390951131
"chr24_g19876.t1",0.137995390951131
"chr11_g36801.t1",0.137995390951131
"chr05_g19791.t1",0.137995390951131
"chr19_g38220.t1",0.138032757690684
"chr02_g34849.t1",0.138032757690684
"chr12_g32553.t1",0.13822247667473
"chr23_g7824.t1",0.13822247667473
"chr11_g27536.t1",0.13822247667473
"chr18_g27786.t1",0.13822247667473
"chr22_g7903.t1",0.139019106352328
"chr18_g61123.t1",0.139019106352328
"chr02_g30196.t1",0.139019106352328
"chr14_g18465.t1",0.139019106352328
"chr10_g35789.t1",0.139019106352328
"chr05_g5862.t2",0.139019106352328
"chr14_g47574.t1",0.139019106352328
"chr14_g61208.t1",0.13914390419438
"chr17_g710.t1",0.139589627900975
"chr03_g46162.t1",0.139589627900975
"chr16_g34535.t1",0.139842487839392
"chr10_g33357.t1",0.140202101245421
"chr03_g19086.t1",0.140202101245421
"chr11_g54079.t1",0.140202101245421
"chr06_g21712.t1",0.140202101245421
"chr14_g27231.t1",0.140202101245421
"chr06_g42498.t1",0.140202101245421
"chr16_g31090.t1",0.140227360231926
"chr01_g26881.t1",0.140471928338904
"chr02_g25304.t1",0.140498253964056
"chr07_g2534.t1",0.140498253964056
"chr06_g2961.t1",0.140560866738229
"chr09_g22301.t1",0.14069754045819
"chr14_g49475.t1",0.14069754045819
"chr15_g55079.t1",0.14069754045819
"chr08_g23024.t1",0.14069754045819
"chr10_g14762.t1",0.14069754045819
"chr12_g34140.t1",0.14069754045819
"chr07_g15183.t1",0.14069754045819
"chr11_g21142.t1",0.14069754045819
"chr03_g46154.t1",0.141484794171422
"chr24_g40302.t1",0.141484794171422
"chr18_g56340.t1",0.141484794171422
"chr16_g37779.t1",0.141484794171422
"chr16_g55920.t1",0.141484794171422
"chr04_g38307.t1",0.141484794171422
"chr06_g17140.t1",0.141484794171422
"chr14_g7011.t1",0.141484794171422
"chr14_g44109.t1",0.141484794171422
"chr16_g58919.t1",0.141484794171422
"chr04_g33534.t1",0.141484794171422
"chr07_g21867.t1",0.141484794171422
"chr09_g22289.t1",0.141484794171422
"chr07_g5375.t1",0.141484794171422
"chr16_g3013.t1",0.141725882570736
"chr21_g49491.t1",0.142030639900722
"chr02_g34132.t1",0.142330169738401
"chr05_g17875.t1",0.142330169738401
"chr16_g8555.t1",0.142330169738401
"chr06_g17285.t1",0.142330169738401
"chr18_g19936.t1",0.142330169738401
"chr09_g35093.t1",0.143955706756418
"chr17_g51068.t1",0.143955706756418
"chr19_g32654.t1",0.143955706756418
"chr02_g53396.t1",0.143955706756418
"chr18_g40886.t1",0.144133301011715
"chr07_g53823.t1",0.144133301011715
"chr18_g38199.t1",0.144133301011715
"chr14_g36306.t1",0.144133301011715
"chr21_g20542.t1",0.144133301011715
"chr17_g25814.t1",0.144133301011715
"chr19_g17576.t1",0.144133301011715
"chr04_g2142.t1",0.144133301011715
"chr22_g17223.t1",0.144133301011715
"chr10_g55428.t1",0.144133301011715
"chr02_g15490.t1",0.145953762580012
"chr05_g19848.t1",0.146840931437067
"chr16_g7147.t1",0.147813996462562
"chr16_g25910.t1",0.147813996462562
"chr14_g50493.t1",0.147813996462562
"chr06_g23603.t1",0.148097533308635
"chr19_g28818.t1",0.148097533308635
"chr06_g5705.t1",0.148097533308635
"chr05_g27200.t1",0.148097533308635
"chr06_g56548.t1",0.148097533308635
"chr19_g51169.t1",0.148684027793797
"chr09_g22305.t1",0.149122027461811
"chr15_g33315.t1",0.149166234175017
"chr07_g58593.t1",0.149166234175017
"chr23_g55121.t1",0.149166234175017
"chr08_g17538.t1",0.149166234175017
"chr16_g15250.t1",0.149166234175017
"chr15_g29510.t1",0.149374494645536
"chr06_g3725.t1",0.14995518787244
"chr21_g40409.t1",0.14995518787244
"chr11_g33711.t1",0.14995518787244
"chr15_g55084.t1",0.14995518787244
"chr09_g57670.t1",0.15141008828602
"chr05_g43567.t1",0.151930408952646
"chr07_g23542.t1",0.152129243066124
"chr03_g45597.t1",0.152129243066124
"chr19_g34174.t1",0.152129243066124
"chr17_g59147.t1",0.152129243066124
"chr04_g33528.t1",0.152129243066124
"chr21_g24935.t1",0.152129243066124
"chr05_g45213.t1",0.152502209180251
"chr16_g58918.t1",0.155052065932715
"chr22_g23903.t1",0.155052065932715
"chr20_g50818.t1",0.155052065932715
"chr07_g45035.t1",0.155052065932715
"chr17_g23469.t1",0.155417840799768
"chr09_g38321.t1",0.155465740447075
"chr07_g24333.t1",0.15550925659907
"chr03_g49278.t1",0.155547407176063
"chr02_g60591.t1",0.155547407176063
"chr03_g61155.t1",0.155715328585326
"chr04_g48308.t1",0.155715328585326
"chr18_g3335.t1",0.155715328585326
"chr03_g19419.t1",0.155840262261111
"chr17_g31064.t1",0.155840262261111
"chr14_g14801.t1",0.156837448152804
"chr16_g33717.t1",0.156837448152804
"chr13_g14105.t1",0.156837448152804
"chr09_g59275.t1",0.156837448152804
"chr17_g45910.t1",0.156837448152804
"chr09_g27182.t1",0.156837448152804
"chr03_g21020.t1",0.156837448152804
"chr11_g48641.t1",0.156837448152804
"chr13_g28482.t1",0.156837448152804
"chr07_g15172.t1",0.1579602411141
"chr12_g51140.t1",0.1579602411141
"chr07_g26029.t1",0.158165794857515
"chr18_g53010.t1",0.158165794857515
"chr01_g22972.t1",0.158165794857515
"chr12_g47857.t1",0.158165794857515
"chr17_g34328.t1",0.158165794857515
"chr18_g6491.t1",0.158165794857515
"chr22_g10220.t1",0.158165794857515
"chr12_g59491.t1",0.158165794857515
"chr20_g14581.t1",0.158165794857515
"chr05_g15459.t1",0.158165794857515
"chr21_g26531.t1",0.158581206533745
"chr17_g61244.t1",0.158761553374803
"chr19_g28825.t1",0.158761553374803
"chr08_g38228.t1",0.158761553374803
"chr23_g22865.t1",0.159271722586798
"chr10_g42105.t1",0.159271722586798
"chr18_g59806.t1",0.159271722586798
"chr13_g53343.t1",0.160289709786417
"chr07_g52263.t1",0.162585924438746
"chr01_g32687.t1",0.16282582143074
"chr07_g22039.t1",0.163012793067994
"chr11_g59986.t1",0.163012793067994
"chr18_g55827.t1",0.163781955774107
"chr18_g6480.t1",0.163810907603248
"chr15_g15971.t1",0.163862902561848
"chr01_g45854.t1",0.163862902561848
"chr09_g22726.t1",0.163862902561848
"chr23_g22867.t1",0.164320538853209
"chr01_g15431.t1",0.164320538853209
"chr02_g54219.t1",0.165681045558581
"chr07_g21463.t1",0.165681045558581
"chr09_g6505.t1",0.165681045558581
"chr06_g52728.t1",0.165857956814457
"chr01_g45855.t1",0.165857956814457
"chr17_g17645.t1",0.165857956814457
"chr18_g7275.t1",0.165857956814457
"chr13_g18103.t1",0.165857956814457
"chr17_g1989.t1",0.165857956814457
"chr18_g53009.t1",0.165857956814457
"chr20_g60420.t1",0.165857956814457
"chr21_g36689.t1",0.165857956814457
"chr14_g50644.t1",0.165857956814457
"chr15_g22433.t1",0.165857956814457
"chr03_g35301.t1",0.166773042073887
"chr20_g60565.t1",0.16688746560199
"chr23_g3691.t1",0.168142266718716
"chr04_g37706.t1",0.170361770119884
"chr21_g844.t1",0.172195665745162
"chr09_g3434.t1",0.172614025172425
"chr23_g44825.t1",0.173334945809329
"chr03_g18823.t1",0.173788031906315
"chr22_g6082.t1",0.173876647535237
"chr16_g11013.t1",0.173876647535237
"chr23_g39602.t1",0.174993791703094
"chr24_g53571.t1",0.175030422505791
"chr13_g17045.t2",0.175030422505791
"chr20_g29082.t1",0.175030422505791
"chr09_g16525.t1",0.175030422505791
"chr24_g27950.t1",0.175030422505791
"chr02_g4438.t1",0.176364703087031
"chr07_g8436.t1",0.176364703087031
"chr10_g43442.t1",0.176364703087031
"chr18_g16436.t1",0.178548122487176
"chr08_g30285.t1",0.179626569563865
"chr18_g52701.t1",0.179626569563865
"chr07_g58690.t1",0.179664382164238
"chr15_g5789.t1",0.180019936241525
"chr20_g28174.t1",0.180019936241525
"chr16_g60330.t1",0.181016842190745
"chr15_g58322.t1",0.181108664168009
"chr06_g4106.t1",0.181145559483966
"chr01_g38119.t1",0.181446044655604
"chr01_g35873.t1",0.18185353564517
"chr10_g30886.t1",0.18185353564517
"chr22_g55972.t1",0.18185353564517
"chr01_g9882.t1",0.18185353564517
"chr05_g19803.t1",0.18185353564517
"chr11_g27366.t1",0.18185353564517
"chr21_g15739.t1",0.18185353564517
"chr01_g58344.t1",0.182518351649149
"chr10_g59929.t1",0.182554780671248
"chr05_g43756.t1",0.182554780671248
"chr10_g53252.t1",0.182554780671248
"chr12_g3979.t1",0.182982907663492
"chr13_g5732.t1",0.182982907663492
"chr21_g23170.t1",0.182982907663492
"chr16_g8497.t1",0.183623633355622
"chr17_g31022.t1",0.183623633355622
"chr06_g9635.t1",0.184251594452634
"chr22_g37093.t1",0.184846774256001
"chr09_g46884.t1",0.184846774256001
"chr02_g32752.t1",0.18524250123942
"chr21_g52829.t1",0.18524250123942
"chr02_g36114.t1",0.18524250123942
"chr04_g22526.t1",0.186699076713949
"chr19_g35030.t1",0.186699076713949
"chr07_g13104.t1",0.186699076713949
"chr02_g52063.t1",0.188059088041233
"chr12_g1445.t1",0.188059088041233
"chr18_g14689.t1",0.188094914900905
"chr14_g11416.t1",0.188094914900905
"chr05_g8187.t1",0.188094914900905
"chr13_g20468.t1",0.188094914900905
"chr16_g25874.t1",0.188094914900905
"chr12_g48559.t1",0.188745055784884
"chr06_g4109.t1",0.189693215089678
"chr15_g28410.t1",0.189693215089678
"chr17_g58778.t1",0.190047338969279
"chr02_g57948.t1",0.190310131222972
"chr14_g56910.t1",0.191145501272615
"chr02_g52767.t1",0.191145501272615
"chr02_g54772.t1",0.191396215905633
"chr01_g1528.t1",0.191396215905633
"chr17_g39107.t1",0.191396215905633
"chr16_g52885.t1",0.191396215905633
"chr15_g1363.t1",0.191396215905633
"chr09_g1952.t1",0.191396215905633
"chr10_g21324.t1",0.191396215905633
"chr06_g51366.t1",0.191396215905633
"chr10_g57067.t1",0.191396215905633
"chr04_g48281.t1",0.191396215905633
"chr23_g19401.t1",0.192025018603956
"chr19_g2383.t1",0.192025018603956
"chr22_g53311.t1",0.192040251849977
"chr18_g23515.t1",0.193046331504785
"chr15_g29015.t1",0.193046331504785
"chr13_g35516.t1",0.193046331504785
"chr11_g27543.t1",0.19316915219607
"chr18_g51098.t1",0.193220073332843
"chr10_g39306.t1",0.193365791993528
"chr04_g53290.t1",0.194516493609673
"chr18_g5369.t1",0.194562553124625
"chr10_g48762.t1",0.195372021989881
"chr08_g7479.t1",0.195372021989881
"chr19_g57757.t1",0.195372021989881
"chr01_g51859.t1",0.195372021989881
"chr10_g41245.t1",0.197129145372992
"chr04_g50784.t1",0.197129145372992
"chr24_g12968.t1",0.197129145372992
"chr06_g33629.t1",0.197129145372992
"chr04_g36972.t1",0.197129145372992
"chr15_g31495.t1",0.197129145372992
"chr07_g44131.t1",0.197467286036396
"chr02_g8024.t1",0.198772038103732
"chr17_g13850.t1",0.198772038103732
"chr09_g5273.t1",0.198772038103732
"chr05_g40342.t1",0.198772038103732
"chr19_g6290.t1",0.198772038103732
"chr15_g28408.t1",0.198772038103732
"chr03_g14182.t1",0.198772038103732
"chr17_g57748.t1",0.20072504694199
"chr22_g33432.t1",0.201563468541011
"chr08_g29528.t1",0.201925514554414
"chr18_g14642.t1",0.202701546462537
"chr11_g32310.t1",0.20305322479041
"chr13_g5731.t1",0.20305322479041
"chr23_g20957.t1",0.20305322479041
"chr13_g41565.t1",0.20305322479041
"chr14_g51949.t1",0.20305322479041
"chr03_g7201.t1",0.20305322479041
"chr08_g12171.t1",0.20305322479041
"chr10_g6748.t1",0.20305322479041
"chr19_g47133.t1",0.203110032580192
"chr02_g15491.t1",0.203110032580192
"chr22_g26858.t1",0.203110032580192
"chr19_g8506.t1",0.203110032580192
"chr07_g31356.t1",0.203110032580192
"chr04_g3769.t1",0.203379550071248
"chr13_g47443.t1",0.203399082278396
"chr14_g8028.t1",0.203399082278396
"chr02_g34136.t1",0.204268951312024
"chr21_g26763.t1",0.204268951312024
"chr12_g35821.t1",0.204448572452079
"chr02_g2667.t1",0.204448572452079
"chr10_g8893.t1",0.204665124122161
"chr02_g54942.t1",0.205841869252263
