Gene	Max_Weight_Transition	Avg_Omega	Slope_Gain	T-Statistic_Gain	P-Value_Gain	Slope_Loss	T-Statistic_Loss	P-Value_Loss
chr10_g57418.t1	same	0.27906718703703703	-0.00015931214004268312	-0.778830541027132	0.4376126726844156	0.00020429029467434106	1.048791639371745	0.296381741166905
chr13_g20481.t1	same	0.36067327277777783	-0.08822321876315051	-0.5435778750834311	0.5877404070605698	0.02101043687605779	0.1359444041674837	0.8920930230103155
chr10_g3614.t1	same	0.12599457962962962	0.0017742046202141005	1.949743473472703	0.0535392503848944	-0.00021477776462596046	-0.2478622953151368	0.8046645811972437
chr02_g55880.t1	same	0.08069601462962962	8.222240381495934e-05	0.6939640956433666	0.4890459535774465	-9.231556921689113e-06	-0.08182182530743237	0.93492471801892
chr06_g30850.t1	same	1.2104741814814814	0.12649755803514798	1.1965265884672154	0.2338497966804306	-0.21135727331524345	-2.0994463895386626	0.037873111027944294
chr17_g17631.t1	same	0.46506788148148137	0.0014062390138895983	0.7290687229762176	0.46738019507390804	0.0030233090030708405	1.6460356687247368	0.10237309945513712
chr06_g57189.t1	same	0.17545574074074075	0.0035074728213559192	3.5091854496705657	0.000633680402455541	-0.0011650711900966614	-1.2240857674187031	0.22331774196282841
chr08_g3359.t1	same	0.14722932592592594	-0.0023349421202695933	-0.8756834227761489	0.38295161800187794	-0.0032868735528648464	-1.2944980050596915	0.19797891822958957
chr23_g15278.t1	same	0.6940869185185187	-0.0017026289788410372	-1.505419144204039	0.13484405862345544	-0.00042542540813724086	-0.39501011586301943	0.6935366788366173
chr03_g49281.t1	same	0.059461109629629624	0.0011692869764238808	2.4315691231606436	0.016511355756200302	-0.0002962263026437405	-0.6468990377008543	0.5189327655400451
chr20_g28219.t1	same	0.23499412222222224	0.0023455573349188503	2.216302366057929	0.028556111489473034	-0.0003417678830791526	-0.3391263884737479	0.7351072603640503
chr01_g40950.t1	same	0.2222745148148148	-0.010718368123698151	-1.1296611636330736	0.2608720750660315	0.008959283921155732	0.9916084273681484	0.32338386038085287
chr04_g9962.t1	same	0.6884059407407408	7.561763932843383e-05	0.05685820866004178	0.9547527107390622	-0.0022351530535384477	-1.7649186996525454	0.08012143690590735
chr23_g21239.t1	same	0.6794231240740741	0.0010030808056077434	0.5629047828618091	0.5745499178283935	-0.003233141300842087	-1.9053338528275345	0.05912952229271259
chr03_g37238.t1	same	0.22487811111111114	0.00025498498667111654	0.19033267297440934	0.8493700635701181	0.001450253612552512	1.1368157246202073	0.25788034920393343
chr14_g31703.t1	same	0.3844503388888888	0.0025412992601268167	1.2364130924784351	0.21871958330901617	0.0005132405959497623	0.2622262507119498	0.7935966340577799
chr05_g42926.t1	same	0.6521856185185186	-0.007996587239317654	-1.8506341221651326	0.06668152116104943	0.003490154420711345	0.8482188278410607	0.39800487918249794
chr12_g24567.t1	same	0.15986240185185185	0.0005040004286906948	0.1571009259162756	0.8754293307981705	-0.0037733143389327493	-1.2351457390966218	0.21918911273043598
chr03_g55371.t1	same	0.9403245796296297	0.004687738738586371	1.34996045206674	0.17956956996388557	-0.00037023502743480547	-0.11196506348473674	0.9110381795293226
chr07_g59603.t1	same	0.3934941611111112	-0.0018564898284349075	-0.13046633278123818	0.8964159473204776	-0.015623370933445293	-1.152996542045112	0.2512033277104986
chr06_g5874.t1	same	0.9036651259259257	-0.0013148377330902453	-0.7766627922925504	0.4388859767935136	-0.0021373403214215415	-1.3258103332373328	0.18742081074878442
chr15_g28676.t1	same	0.46622193703703707	-0.05706366395047903	-0.9105248261456625	0.3643711318379451	0.00435877161426225	0.07303711868000584	0.9418981805360327
chr16_g46347.t1	same	0.04736626333333334	-0.00032975602102422257	-0.9236846930259487	0.3575041121657052	-0.00021648834491585185	-0.6368144545682235	0.525458671669728
chr19_g27077.t1	same	0.18622847777777773	0.0009768610908644788	1.5196224187861846	0.13123634749821228	0.00021789296621227078	0.3559536668186405	0.7225002690311007
chr22_g51359.t1	same	0.23594286296296293	-0.00015517861512284785	-0.646813436335441	0.5189879807567094	-0.00024872295826935487	-1.0887054963741374	0.2784654231037728
chr06_g58059.t1	same	0.19817512222222222	0.000590679484369604	0.8093130826178916	0.41993688847634913	0.0009217928288226963	1.326311021759165	0.18725547189091116
chr04_g58750.t1	same	0.3189485833333333	0.0019684114680293525	0.6510231645083884	0.5162762351053835	0.0016508645416383099	0.5733758203418713	0.5674632360516206
chr13_g47274.t1	same	0.45012163079629636	0.13093208826391253	0.18319101231001123	0.8549573058633728	-0.33427142966651846	-0.49113932219612344	0.6242249522005485
chr19_g35134.t1	same	0.37609043148148147	-0.012470260763979567	-0.9962449918746594	0.3211357801830153	0.024382397358499924	2.0455702580495294	0.04298469427178339
chr12_g1455.t1	same	0.8744214740740742	-0.03738393404269564	-0.5213418180824863	0.6030894990796523	0.07133750398954028	1.0447270749090904	0.2982490920346507
chr18_g32319.t1	same	0.6495306851851852	4.7024222228188504e-05	0.015695645354627214	0.9875032670550861	-0.004366667178587265	-1.5305764528856705	0.12850606759675104
chr11_g59076.t1	same	0.240536287037037	0.00853431196097901	0.22989183028539953	0.8185672399793372	-0.05324886099928501	-1.5063043363874082	0.13461697013745955
chr04_g8110.t1	same	0.17043522037037043	-0.000189586896861887	-0.7441829391384878	0.4582205833868144	-8.377993390656731e-06	-0.03453494624375031	0.9725079556293834
chr03_g39101.t1	same	0.21617564259259262	-0.0002551398377546909	-0.6260632897234946	0.5324624583404763	0.00020501528541265498	0.5282914546057822	0.5982727054789538
chr04_g32157.t1	same	0.8663275962962965	-0.010183199737327979	-1.7741336605607774	0.07857717227360118	0.011165000089863038	2.042716910459542	0.04327114053852852
chr17_g58864.t1	same	0.5037686	0.00022606105503938535	1.2717685834939811	0.20591458179893363	0.0002168995081566806	1.2814105320856817	0.2025201057476033
chr10_g16381.t1	same	0.7480301240740743	-0.0013807546720524802	-0.9971160823390113	0.3207145802393601	4.463902892171417e-05	0.033852544502339425	0.973050980103904
chr17_g34556.t1	same	0.19691807407407408	2.7425620394340277e-05	0.12661085295228588	0.8994603077480133	-5.5107525176653934e-05	-0.26716081613771053	0.7898039421032916
chr04_g48286.t1	same	4.4252376388888885	5.07095458525775	2.4190008450587404	0.01706469071921588	-0.6100758573304196	-0.30561700657499963	0.7604257914191396
chr23_g37398.t1	same	0.3020466648148148	-0.001606282568778194	-0.6218007762197469	0.535252436929028	0.0015441746767283335	0.6277303390733399	0.5313733417367756
chr10_g11322.t1	same	0.32057587777777774	0.003273424969144017	0.5874428501698334	0.5580100629882503	0.001100661295208037	0.20742653182896512	0.8360283596314746
chr22_g30402.t1	same	0.25748385925925926	0.00024531503393756583	0.7607822188970617	0.4482794913587759	-0.0001923350092554206	-0.6263858113376489	0.5322516592997657
chr14_g61212.t1	same	0.07812816055555555	-0.005504586683941633	-0.7334410136083765	0.4647199559503409	-0.004160499683377176	-0.5821479194094185	0.5615591909711017
chr08_g19718.t1	same	0.9301898685185186	0.00046244455390961653	0.2939277125355737	0.7693209246918578	0.00030766414525209884	0.2053549294880767	0.8376427789020899
chr10_g54891.t1	same	0.5091975537037038	0.0009838990406998297	0.9437923059597636	0.3471721262242322	-0.0005087283578615033	-0.5124591149158785	0.609271687222058
chr08_g3680.t1	same	0.4879331499999999	-0.006385378264441035	-1.7765091571353162	0.07818308145550155	-0.0013162989087280664	-0.38457648155773055	0.701231919980895
chr22_g7903.t1	same	2.6865032607407406	-1.0718324957969756	-0.2997628623082043	0.7648766594420843	10.282961400579932	3.020066406268209	0.0030884381155347504
chr14_g50058.t1	same	0.06524597703703702	0.00013842056759873347	0.7983010613434228	0.42627283947914874	-7.416889288411971e-05	-0.449195355330457	0.6541009570238518
chr10_g19812.t1	same	0.09515293981481483	0.00023034914274500204	1.056750795516942	0.29274811281760227	0.0003320260408869557	1.5995783215945607	0.1123217875850422
chr05_g19804.t1	same	0.5043621351851852	-0.009147743100657862	-1.5613384462255437	0.12107736161643752	-0.005663113014853101	-1.0150459496364	0.31212614256383026
chr21_g15623.t1	same	0.14900287407407406	-0.0012062303656701315	-0.7982282297103643	0.4263149314657948	-0.0025307586187499616	-1.758712821902627	0.08117543660901257
chr18_g23127.t1	same	0.08749728962962962	0.000329409114198137	0.5951159955568469	0.5528865299470898	-0.0003730647599329289	-0.7077789122897856	0.48045498598721337
chr18_g19462.t1	same	0.19803611111111105	0.00025899505067253196	0.9031729779960691	0.36824354131345793	-4.03972423284908e-05	-0.14793760032826123	0.8826403060913434
chr03_g32085.t1	same	0.07771806074074074	5.371280951675038e-05	0.23987292475686076	0.8108380366569226	-0.00016612435866151636	-0.7790835925885116	0.43746417428957474
chr22_g3028.t1	same	0.4895063722222222	5.692415069101585e-06	0.012651416249581798	0.9899269090587759	-0.000749481695927226	-1.7492464281915667	0.08280512501032228
chr17_g677.t1	same	0.1880084092592593	-0.0030295477100295283	-1.044903643715105	0.298167807467014	-0.003507803810048986	-1.2705188785033268	0.20635758999468665
chr17_g6149.t1	same	0.1327611277777778	-0.0011982249823715935	-1.0749482303615039	0.28455453103027356	0.0006593683351603549	0.6211902718457374	0.535652645477072
chr18_g24433.t1	same	0.1252281925925926	0.0015984022196665342	2.4300689650741547	0.01657655278589369	-0.000831469566534469	-1.3274747300257266	0.1868716099903785
chr18_g22617.t1	same	0.11062210055555556	-0.0048349655985919105	-2.1714379096720893	0.031865913950929685	0.007539503282242855	3.5558558065826094	0.0005401213329499979
chr07_g42251.t1	same	0.29646495740740736	0.0014333941772914438	1.0233456614588392	0.30820300481521984	0.0017744502385219811	1.3303561488832734	0.18592367560127515
chr10_g27113.t1	same	0.03171706685185185	2.457351463082689e-05	0.06675233142438283	0.94688996142408	-0.00017929696751970285	-0.5114692006937102	0.6099624123448522
chr04_g5154.t1	same	0.4473106777777777	0.0053472631066660906	1.5045597692620063	0.13506481061000308	0.003255491768894668	0.961926463307177	0.33802087109557855
chr11_g34059.t1	same	0.4352407092592592	0.001355973380354954	1.7063488924821038	0.0905298393799139	-0.0011666261358892701	-1.541685374936413	0.1257830364805474
chr07_g50312.t1	same	0.4483280962962962	0.004700857280136939	2.9345532074239142	0.00400343933534186	0.0014326048727233377	0.9391581376712945	0.3495360983680905
chr03_g36976.t1	same	0.6121310907407407	0.007843791951923945	1.6142914484799114	0.10909072847170083	2.0985063600344067e-05	0.004535378633210354	0.9963888349359191
chr23_g20977.t1	same	0.4614146166666667	-0.007817247915060525	-2.6586689040058618	0.008915149475699897	0.0032370983477501736	1.156148565225105	0.24991698602099036
chr02_g1941.t1	same	0.18602001185185185	-0.10388972271490851	-0.9571300008005811	0.34042597272826547	-0.0934318246094685	-0.9039419717576147	0.36783728175152774
chr16_g49796.t1	same	0.29531183148148143	0.002207982242968617	0.9957122078529508	0.3213935784439938	0.0013547898307519	0.6415899659542659	0.5223630659710319
chr24_g41380.t1	same	1.294957222222222	-0.00816615263444998	-0.5429358725387369	0.5881809934531511	-0.009880481847718312	-0.6898529857422384	0.4916185990709838
chr14_g10614.t1	same	0.1252491574074074	0.0004923361288589796	0.7893580110943086	0.43145967510151484	0.0011837588053330826	1.9930716726561817	0.04852245702657892
chr14_g14512.t1	same	0.46666001666666657	0.0003474835221008421	0.39580885268894017	0.6929488814242937	0.00028331403028907117	0.3388962400464624	0.7352801985627015
chr11_g55702.t1	same	0.17125492592592592	0.002559688410711564	2.337688557438445	0.021059392141768246	-0.0011523583683389048	-1.1051837448306778	0.27129092334474597
chr03_g2479.t1	same	0.12776474629629628	0.00446796380877367	2.860170653936273	0.00499549307292843	-0.001949933884723269	-1.3108396390761001	0.19241502279992198
chr18_g59803.t1	same	0.11722781018518519	0.00739892243368417	2.520212043687086	0.013041565661950158	-0.00347171140948441	-1.2418227296379216	0.21672364472076008
chr01_g45867.t1	same	0.2137165685185185	-5.577409794908131e-05	-0.265076952492537	0.7914049841276032	0.00038184688265856996	1.9057943853038548	0.059069125034577355
chr11_g44942.t1	same	0.12646475074074076	-0.03992930264707164	-0.8732757514542697	0.384256959891927	-0.026710921999808908	-0.6134736796014311	0.5407242833625752
chr21_g45561.t1	same	0.08186936222222224	0.0016929785451232377	1.5122889366164278	0.13308951673917324	-0.001038085465156889	-0.9737866371974695	0.33212136482455346
chr21_g49129.t1	same	0.634287335185185	-0.0002497191370591496	-0.17783471124402372	0.8591526351152734	-0.0024173480313594495	-1.8078036946895113	0.07314183338467421
chr15_g58313.t1	same	1.3125075722222224	-0.0446787711399805	-0.43891195018196233	0.6615145960071033	-0.04688847989169656	-0.48371518244068895	0.629469537789213
chr11_g8621.t1	same	0.5309000814814815	-0.014071619866197241	-1.3951750337691293	0.1655398344124222	0.0021049236494627747	0.21916355122021197	0.8268949861774502
chr24_g42676.t1	same	1.3253201111111113	0.0014465996351078873	2.0385351224484944	0.04369389811186944	-0.0017776285084936437	-2.630620702083355	0.009640536903064786
chr08_g52919.t1	same	0.012767429999999995	0.00025306442121515754	2.072499457801892	0.04036031194563496	-0.0002678093024193806	-2.3032250345637277	0.0229877691481563
chr05_g31513.t1	same	0.9023734888888888	-0.0036405413776904416	-1.1508057575614825	0.25210013862423886	0.0002677517445784048	0.08888239397683123	0.92932354456098
chr18_g27796.t1	same	0.29016908703703703	-0.0012660730741104844	-1.2399906835570247	0.21739810458877767	-0.0012185923512679235	-1.2533301211340144	0.21252208924547647
chr07_g2576.t1	same	0.04238220574074075	0.00114264973122056	0.03480394032146525	0.9722939058272486	-0.004172840216211816	-0.13347330934307475	0.8940426503196501
chr14_g52246.t1	same	0.2710847703703704	0.001939342637274031	1.2470548361767713	0.21480586435366888	0.0012220006882885236	0.8251821700531671	0.41090556521228827
chr13_g2513.t1	same	0.1799087388888889	0.008943929944669997	1.8689260868896942	0.06407119208187509	-0.001008686766768364	-0.2213438400567776	0.8252009237029456
chr10_g43443.t1	same	0.8342209203703703	0.005157078436180974	2.35670174138399	0.020057812186779343	-0.0004119980141179241	-0.1977167159678086	0.843601242235158
chr09_g24322.t1	same	0.17954532203703708	-0.1319723507168504	-0.44969348227907774	0.6537427095191016	-0.18167149190175652	-0.6500814938713976	0.5168821767545556
chr15_g56044.t1	same	0.04001309796296297	0.01067854178914532	0.28590434576741114	0.7754443398076942	-0.019246079409364063	-0.5411260708497975	0.5894238353427654
chr07_g21446.t1	same	0.7337530716666666	-0.2560927083166116	-1.0584272516163056	0.29198663055195945	-0.1360673295564205	-0.5905613781797129	0.5559249328725517
chr11_g36804.t1	same	0.3673387833333333	-0.0004715913738926751	-0.5533361403356173	0.5810627239929482	-0.0005346900063683693	-0.6588288833308094	0.5112678432869485
chr04_g33535.t1	same	0.041626479074074074	0.0017116852275566724	2.506462208294014	0.013532930848089602	-0.0009224667571768832	-1.4185196704742697	0.15863101866400045
chr08_g13226.t1	same	0.6597702481481481	0.0003626756239078537	0.6265341444943406	0.5321547236151297	0.0008225448958296236	1.492221759528171	0.13826539870454335
chr17_g51259.t1	same	1.5350164630555558	-0.3869586652410961	-0.3008456546412309	0.7640528215630367	1.0105128900875413	0.8250274607566169	0.4109930449787813
chr05_g7794.t1	same	0.139421762962963	0.00015441025221145626	0.2364457585119139	0.8134899174272596	-0.00023979499187361342	-0.38560520173698815	0.7004717995746167
chr09_g23636.t1	same	0.35959722777777786	-0.004270156518775619	-2.3069579024344837	0.0227716541172748	-0.0013078303030297587	-0.7419841894717693	0.4595467139298308
chr24_g12309.t1	same	0.038432645740740734	0.00026026023839374507	2.517094866568737	0.013151539249886863	9.878299188886551e-05	1.0032780624823459	0.31774550991757977
chr04_g21476.t1	same	1.1966753981481484	-0.002796205599108671	-0.19175525105173977	0.8482580216922041	0.03257422107395483	2.3458464625354156	0.020624366211005715
chr11_g32213.t1	same	0.0271684662962963	-0.00012939342117345118	-0.4784747312936507	0.6331829599885679	0.0002143673649605275	0.8324398469710335	0.4068143341553412
chr08_g48929.t1	same	1.0156374314814816	-0.02522064113900464	-2.177943916392707	0.03136619173483253	-0.013003625825059	-1.1792405742005039	0.2406351440097956
chr07_g19930.t1	same	0.12773918370370374	0.031607545737659566	2.5224699139266478	0.01296242334705064	-0.00888280730035747	-0.7444453825104083	0.45806244139625163
chr13_g8542.t1	same	0.12021075740740743	0.00033678006075385996	1.082848462459711	0.281046744950504	-5.05541626883742e-05	-0.17069689240588728	0.864749584105209
chr06_g40424.t1	same	0.01575732722222222	-0.001163066359237345	-0.41460110164478664	0.6791741697885205	-0.003668556809207276	-1.373310010814332	0.17221648288472582
chr03_g26979.t1	same	0.2146294462962963	-0.00026164132175977714	-0.40614927987398325	0.6853562745811838	0.0011631894730032186	1.8961696716613217	0.060342206373135185
chr24_g22931.t1	same	0.030226874074074078	0.0005377440048128872	3.8781894921014186	0.0001722879460341936	-7.019561505899614e-05	-0.5316316295828762	0.5959639380938706
chr17_g58790.t1	same	0.38059880925925926	0.0013115736332141336	1.106319381917796	0.2708012414748508	-0.001697353635515966	-1.5035142833838233	0.13533375098219297
chr18_g56326.t1	same	0.29018244259259257	0.002523389080667857	3.25030029794561	0.0014962507097806173	-0.00029724070991427206	-0.4020637674960906	0.6883523295338179
chr01_g59531.t1	same	0.07975137277777777	0.0033839345294374794	1.2380155819229566	0.21812694043664985	0.0024437836630577464	0.9388890970569096	0.34967365783958404
chr09_g33657.t1	same	0.2171516185185185	0.00018280036854575175	0.9480509316521222	0.34500882967280866	0.00017673480954677156	0.9625517286966756	0.3377081589018128
chr04_g18172.t1	same	0.2364197868518519	-0.023638294671734252	-0.9960685214415477	0.32122115379775007	-0.004591137258528354	-0.20316118145009318	0.8393531421928775
chr09_g9432.t1	same	0.2437645074074074	-0.0006396299904444133	-1.9738243650980292	0.05069942692738473	0.000387363673535995	1.2552954587935559	0.2118105049674282
chr10_g56905.t1	same	0.13033820370370372	-0.000658078254475721	-0.6509667397487968	0.5163125325295261	0.0010437248639829685	1.0842131452879067	0.28044383483503704
chr18_g9821.t1	same	0.2842938074074074	0.015181196656484541	1.9964053660563474	0.04815359073571718	-0.005926604377558299	-0.8184573244347075	0.41471842841151507
chr09_g48152.t1	same	0.7825701222222222	-0.0045214750360137905	-0.6083945483626736	0.5440756946108845	0.00881542375224475	1.2456491890458654	0.21531987039835104
chr15_g45975.t1	same	0.13983062407407407	0.0004960758686871685	2.3003315931738597	0.023156524331303573	-0.0002338495501500236	-1.1387444180317587	0.2570779926484596
chr02_g36163.t1	same	0.06483966796296296	-0.006628308420384448	-0.44218751225125486	0.6591494428383483	0.05016608713269179	3.514482403137873	0.0006223404145906888
chr14_g52228.t1	same	0.23549699259259263	0.00013398379522765343	0.5749157411680779	0.5664246201871048	0.00013997343676392673	0.6307320938843399	0.5294151233441161
chr14_g18767.t1	same	0.30774343518518515	-0.0013525597935168806	-1.0100892005696165	0.3144849417759733	-0.0008366757058541919	-0.6561570403125929	0.5129792840693095
chr19_g49077.t1	same	0.28729649833333337	-0.009165468285845114	-0.6809179349776272	0.4972352404164384	0.004224758792333159	0.3296016768959608	0.7422755878582366
chr03_g18804.t1	same	0.34281761851851855	0.0017266043006701935	1.4767268332604246	0.14236838139637453	0.000321783439281944	0.28901369140473737	0.7730695926892417
chr11_g6248.t1	same	0.15078942037037038	0.0005619633963130394	2.2218850103931955	0.028166000980634546	-0.0005501072967505613	-2.2840643525446613	0.024125707318775353
chr21_g41764.t1	same	0.7268229037037034	0.013391513988943522	2.1540449826361194	0.03323592418339011	-0.0011151017953341155	-0.18835926357737454	0.8509131973252075
chr01_g1065.t1	same	0.9634892796296296	-0.014766239753110536	-0.9464647019914789	0.3458135832175746	-0.000785095898558507	-0.05284508423013088	0.9579432115302211
chr17_g56073.t1	same	0.5834511574074074	-0.009415657706095499	-1.0516654370327094	0.2950662447492186	-0.016122043296658596	-1.8910125104428195	0.06103377915784144
chr04_g4483.t1	same	0.8799171148148148	-0.014635130393742084	-1.3122137529755482	0.19195253128954123	-0.0022809374683456485	-0.21476759210630303	0.8303130757269797
chr11_g47800.t1	same	0.1369338333333333	1.271234796043504e-05	0.040602844785225745	0.9676799930770299	-0.00031387370340019697	-1.0527687924139206	0.29456223166902334
chr03_g50578.t1	same	0.7630256425925924	-0.0009669840298308601	-0.20406803602854343	0.8386460162267908	0.004689135240046321	1.0391920638459309	0.3008047679941833
chr01_g33408.t1	same	0.0737126488888889	-0.00033808948674025836	-0.6108161741339274	0.542476506521153	0.00017799298018900445	0.3376984884422936	0.7361804326161154
chr20_g14729.t1	same	0.06977922333333333	9.627537171591283e-05	0.917930728278195	0.3604964086390442	-0.00023170207592451052	-2.31991465764041	0.0220353277573987
chr04_g42531.t1	same	0.3939671	-0.0021246456500813755	-1.2502705090935882	0.21363335121556912	-3.106586467255495e-05	-0.019197660389192968	0.9847153077701896
chr07_g29890.t1	same	0.08791147462962963	0.0007657100313468314	0.5087422186331022	0.6118670171709858	5.1997135522046077e-05	0.03627941220337598	0.9711198476910349
chr04_g27288.t1	same	0.46029679629629633	-0.0010098320072045044	-0.5355820201779051	0.5932387025709013	-0.0032274275663648705	-1.7975490136915546	0.07476324841141277
chr04_g57735.t1	same	0.13049513703703702	0.00010937815627725555	0.15432080878380322	0.8776160347286207	-0.0004037886063994675	-0.5982673916601035	0.5507890587816016
chr20_g40489.t1	same	0.26788305925925926	-0.001974515710334599	-1.2993625205237969	0.19631036153424491	0.0010619552262305812	0.7338770868172925	0.4644551038021424
chr13_g4976.t1	same	0.18607100555555556	0.0052184909676208854	2.104903117631921	0.03738585218756343	-0.00276456493703025	-1.1710120134876938	0.2439140121140876
chr14_g29440.t1	same	0.3293798407407407	-0.02296939714067234	-1.4124083303687647	0.1604179424421923	0.0020362693531916064	0.13149016740986597	0.8956077654837069
chr10_g23316.t1	same	0.2544595464814815	0.003018658717202217	0.2263493753064954	0.8213148025374066	-0.0037145738344039276	-0.29249716410850907	0.7704116617585275
chr24_g57571.t1	same	0.7790794629629632	-0.002430185766824365	-0.6692816465314789	0.5046014791172662	0.007194526909470758	2.080745977654494	0.03958467398173152
chr15_g28449.t1	same	1.2023112777777778	0.006976225299601795	2.515445709122126	0.013210056497228591	-0.000910818150984529	-0.3448843654206158	0.7307850461549946
