"Gene","Adjusted_P_Value"
"chr14_g28530.t1",0.0458822244058487
"chr02_g11942.t1",0.0464988332088929
"chr20_g8144.t1",0.0464988332088929
"chr15_g11838.t1",0.0483937389636975
"chr08_g30281.t2",0.0487553014439354
"chr18_g60788.t1",0.0487553014439354
"chr04_g19562.t1",0.0487553014439354
"chr05_g24682.t1",0.0487553014439354
"chr03_g6112.t1",0.0487553014439354
"chr06_g1770.t2",0.0487553014439354
"chr23_g53874.t1",0.0487553014439354
"chr08_g57393.t1",0.0487553014439354
"chr02_g47321.t1",0.0487553014439354
"chr07_g13148.t1",0.0487553014439354
"chr16_g55965.t1",0.0487553014439354
"chr02_g33912.t1",0.0487553014439354
"chr12_g51162.t1",0.0487553014439354
"chr18_g9519.t1",0.0487553014439354
"chr12_g36387.t1",0.0487553014439354
"chr07_g28771.t1",0.0490287045575004
"chr15_g19334.t1",0.049224222064834
"chr15_g14241.t1",0.049224222064834
"chr07_g47235.t1",0.049224222064834
"chr17_g41268.t1",0.049224222064834
"chr08_g2046.t1",0.049224222064834
"chr06_g13269.t1",0.049224222064834
"chr17_g17359.t1",0.049224222064834
"chr14_g51948.t1",0.049224222064834
"chr17_g35252.t1",0.0494716620499657
"chr01_g56646.t1",0.0501667341205976
"chr24_g9701.t1",0.0501667341205976
"chr02_g47764.t1",0.0503760518958518
"chr24_g12980.t1",0.0506486905872102
"chr11_g38788.t1",0.0506486905872102
"chr07_g16971.t1",0.0506828308224474
"chr08_g8098.t1",0.0506828308224474
"chr14_g18491.t1",0.0506828308224474
"chr22_g1421.t1",0.0506828308224474
"chr08_g31600.t1",0.0506828308224474
"chr24_g6767.t1",0.0512372983028704
"chr11_g27360.t1",0.0512372983028704
"chr21_g12352.t1",0.0512372983028704
"chr14_g5169.t1",0.0517500769141709
"chr22_g57225.t1",0.051841505340882
"chr05_g32758.t1",0.0519214650079851
"chr24_g11294.t1",0.0519699100395062
"chr04_g52176.t1",0.053536849132533
"chr17_g9170.t1",0.053536849132533
"chr13_g4969.t1",0.053536849132533
"chr10_g41248.t1",0.053536849132533
"chr04_g4496.t1",0.053536849132533
"chr10_g57517.t1",0.0537962724331765
"chr11_g27322.t1",0.0537962724331765
"chr19_g2904.t1",0.0537962724331765
"chr18_g38198.t1",0.0537962724331765
"chr17_g23677.t1",0.0537962724331765
"chr02_g36864.t1",0.0538828680073298
"chr21_g53726.t1",0.0538828680073298
"chr15_g29514.t1",0.0543067523537378
"chr24_g13338.t1",0.0543067523537378
"chr18_g37812.t1",0.0543067523537378
"chr10_g304.t1",0.0545664438592834
"chr21_g11975.t1",0.0560636787234681
"chr05_g37974.t1",0.0560636787234681
"chr03_g25831.t1",0.0560636787234681
"chr07_g38428.t1",0.0560636787234681
"chr08_g28515.t1",0.0560636787234681
"chr08_g2217.t1",0.057327339485856
"chr04_g12514.t1",0.0575928982614384
"chr10_g16166.t1",0.0576151290468601
"chr10_g10025.t1",0.058487377362885
"chr01_g32677.t1",0.0584896993642596
"chr14_g50481.t1",0.0584896993642596
"chr15_g28671.t1",0.0584896993642596
"chr15_g39379.t1",0.0584896993642596
"chr02_g34850.t1",0.059626757931375
"chr17_g12691.t1",0.0604483098518938
"chr24_g54155.t1",0.0606846901366789
"chr14_g14782.t1",0.0614761396034353
"chr06_g57189.t1",0.0614905935212576
"chr16_g45304.t1",0.0614905935212576
"chr04_g54997.t1",0.0614905935212576
"chr22_g41137.t1",0.0614905935212576
"chr24_g189.t1",0.0614905935212576
"chr13_g18102.t1",0.0614905935212576
"chr22_g5551.t1",0.0614905935212576
"chr23_g6029.t1",0.0617087440131069
"chr05_g58645.t1",0.062069509400618
"chr20_g60419.t1",0.0633701812796239
"chr13_g47259.t1",0.0645253331532547
"chr23_g6756.t1",0.0648051881511472
"chr24_g10531.t1",0.0648051881511472
"chr24_g13335.t1",0.0648051881511472
"chr01_g54480.t1",0.0648051881511472
"chr14_g41348.t1",0.0648051881511472
"chr12_g40233.t1",0.0648051881511472
"chr21_g4479.t1",0.0648051881511472
"chr09_g49322.t1",0.0648051881511472
"chr10_g57067.t1",0.0648051881511472
"chr16_g36764.t1",0.0648051881511472
"chr03_g28340.t1",0.0648051881511472
"chr21_g50992.t1",0.0651672227040045
"chr19_g44948.t1",0.0651672227040045
"chr18_g14646.t1",0.0651672227040045
"chr05_g32770.t1",0.0651672227040045
"chr05_g6899.t1",0.0651672227040045
"chr15_g34354.t1",0.065218018652442
"chr17_g50734.t1",0.065218018652442
"chr13_g42048.t1",0.065218018652442
"chr05_g48163.t1",0.0655369192304064
"chr04_g53077.t1",0.06577940170815
"chr20_g34529.t1",0.06577940170815
"chr13_g61057.t1",0.06577940170815
"chr09_g16948.t1",0.06577940170815
"chr14_g36415.t1",0.06577940170815
"chr11_g3643.t1",0.06577940170815
"chr17_g59146.t1",0.0659933664315325
"chr05_g57620.t1",0.0660528856841013
"chr19_g27070.t1",0.0660528856841013
"chr06_g54668.t1",0.0660686124371055
"chr06_g54390.t1",0.0660686124371055
"chr13_g15077.t1",0.0660686124371055
"chr11_g54201.t1",0.0662273006805099
"chr08_g47667.t1",0.0662273006805099
"chr17_g57752.t1",0.0666932502074798
"chr09_g48803.t1",0.0667686878129099
"chr01_g41014.t1",0.0672418752838216
"chr03_g15784.t1",0.0681094554850901
"chr10_g16356.t1",0.0688250224185019
"chr17_g55714.t1",0.0693100525169564
"chr12_g8826.t1",0.069557884549044
"chr04_g57727.t1",0.0696723099253002
"chr20_g29047.t1",0.0697279105940837
"chr04_g4928.t1",0.0704016580334601
"chr11_g28272.t1",0.0723685298186857
"chr20_g25153.t1",0.0734416991934383
"chr01_g49901.t1",0.0734795798611468
"chr19_g42349.t1",0.0740895125424559
"chr08_g33839.t1",0.0742330098210379
"chr05_g37983.t1",0.0742330098210379
"chr07_g18906.t1",0.074875651140286
"chr07_g33977.t1",0.074875651140286
"chr06_g4582.t1",0.074875651140286
"chr19_g33187.t1",0.0749865343090576
"chr03_g16298.t1",0.0749865343090576
"chr08_g50099.t1",0.0749865343090576
"chr03_g61248.t1",0.0749865343090576
"chr09_g47777.t1",0.0749865343090576
"chr21_g537.t1",0.0749865343090576
"chr07_g26019.t1",0.0752672537187546
"chr18_g52689.t1",0.0752672537187546
"chr13_g45884.t1",0.0757832180747778
"chr10_g17311.t1",0.0757832180747778
"chr13_g51475.t1",0.076141149270879
"chr16_g58019.t1",0.0771121802260839
"chr10_g55140.t1",0.0771361912152204
"chr17_g39999.t1",0.0774498865092615
"chr05_g321.t1",0.0782142078536237
"chr06_g53485.t1",0.0782142078536237
"chr02_g53399.t1",0.0783467501808147
"chr03_g37341.t1",0.0784115797564185
"chr08_g54582.t1",0.0784115797564185
"chr07_g54820.t1",0.0784115797564185
"chr03_g50572.t1",0.0784115797564185
"chr01_g55291.t1",0.0784115797564185
"chr04_g43621.t1",0.0784115797564185
"chr16_g60649.t1",0.0784115797564185
"chr07_g58119.t1",0.0784115797564185
"chr14_g5806.t1",0.0784115797564185
"chr15_g19327.t1",0.0784115797564185
"chr16_g31692.t1",0.0784115797564185
"chr24_g18056.t1",0.0787152530952248
"chr08_g60374.t1",0.0787152530952248
"chr17_g702.t1",0.0787152530952248
"chr14_g41658.t1",0.0787152530952248
"chr14_g9389.t1",0.0787152530952248
"chr07_g24355.t1",0.0787152530952248
"chr06_g13289.t1",0.079000317419374
"chr09_g22295.t1",0.079000317419374
"chr19_g18636.t1",0.0790102965831415
"chr07_g46508.t1",0.0790102965831415
"chr22_g4157.t1",0.0790102965831415
"chr19_g60536.t1",0.0791715313494393
"chr21_g9842.t1",0.0791715313494393
"chr07_g15326.t1",0.0791715313494393
"chr08_g14956.t1",0.0791715313494393
"chr02_g53615.t1",0.0791715313494393
"chr19_g47162.t1",0.0791715313494393
"chr03_g33026.t1",0.0791715313494393
"chr07_g2567.t1",0.0791715313494393
"chr15_g24695.t1",0.079268002957691
"chr15_g2571.t1",0.079268002957691
"chr18_g21039.t1",0.0826758061307547
"chr23_g29690.t1",0.0826758061307547
"chr01_g51866.t1",0.0827269198127392
"chr15_g58984.t1",0.0857448910695944
"chr13_g18101.t1",0.0857448910695944
"chr16_g773.t1",0.0857448910695944
"chr08_g15158.t1",0.0857448910695944
"chr12_g8256.t1",0.0867342175692671
"chr17_g58626.t1",0.0867342175692671
"chr11_g38024.t1",0.0867342175692671
"chr15_g23435.t1",0.0867342175692671
"chr20_g30588.t1",0.0869699635118557
"chr07_g15000.t1",0.0869699635118557
"chr05_g4949.t1",0.0869699635118557
"chr10_g49454.t1",0.087830063238894
"chr18_g56326.t1",0.0880519409629929
"chr09_g41262.t1",0.0880825122728308
"chr10_g40949.t1",0.0880825122728308
"chr21_g38756.t1",0.0880825122728308
"chr05_g39454.t1",0.0880825122728308
"chr14_g10696.t1",0.0880825122728308
"chr03_g60547.t1",0.0880825122728308
"chr08_g4890.t1",0.0880825122728308
"chr05_g50006.t1",0.0880825122728308
"chr13_g38079.t1",0.0880825122728308
"chr07_g40215.t1",0.0880825122728308
"chr02_g18691.t1",0.0880825122728308
"chr08_g43080.t1",0.0880825122728308
"chr01_g52649.t1",0.0880825122728308
"chr15_g1292.t1",0.0880825122728308
"chr14_g28323.t1",0.0880825122728308
"chr07_g20915.t1",0.0882050317859393
"chr11_g40532.t1",0.0884139259920538
"chr20_g18080.t1",0.0884422138764859
"chr16_g18012.t1",0.0902173027374334
"chr03_g18822.t1",0.0906600861165987
"chr22_g40198.t1",0.0906600861165987
"chr23_g22541.t1",0.0906600861165987
"chr05_g59113.t1",0.0906600861165987
"chr14_g23256.t1",0.0910769255795983
"chr21_g17417.t1",0.0910769255795983
"chr08_g27133.t1",0.0910769255795983
"chr10_g22895.t1",0.0910769255795983
"chr04_g1911.t1",0.0910769255795983
"chr22_g59062.t1",0.0913186561182606
"chr07_g50295.t1",0.0915818898570733
"chr14_g51166.t1",0.0915818898570733
"chr02_g57781.t1",0.0916011166738068
"chr15_g25682.t1",0.0916011166738068
"chr24_g6699.t1",0.0916011166738068
"chr04_g19203.t1",0.0917068509718482
"chr12_g53532.t1",0.0922647591637065
"chr22_g57992.t1",0.0922647591637065
"chr13_g2514.t1",0.0922647591637065
"chr16_g42807.t1",0.0937076204064869
"chr22_g29108.t1",0.0937076204064869
"chr19_g22170.t1",0.0937076204064869
"chr08_g22955.t1",0.0937076204064869
"chr01_g45869.t1",0.0937076204064869
"chr17_g45085.t1",0.0937076204064869
"chr08_g49734.t1",0.0937076204064869
"chr24_g13659.t1",0.0937076204064869
"chr05_g330.t1",0.0937076204064869
"chr20_g60410.t1",0.0937076204064869
"chr10_g25543.t1",0.0938253270470564
"chr03_g41484.t1",0.0939833457837474
"chr24_g12897.t1",0.0939833457837474
"chr11_g7530.t1",0.0945997430696809
"chr02_g52043.t1",0.0945997430696809
"chr11_g151.t1",0.0952154550360355
"chr10_g50951.t1",0.095294625533045
"chr24_g40259.t1",0.095612659718093
"chr10_g30680.t1",0.095612659718093
"chr18_g53011.t1",0.095612659718093
"chr22_g53173.t1",0.0959898663877618
"chr16_g32907.t1",0.0961044749614993
"chr11_g7155.t1",0.0961044749614993
"chr19_g7495.t1",0.0961044749614993
"chr19_g27084.t1",0.0961044749614993
"chr03_g33023.t1",0.0969605357205313
"chr10_g31410.t1",0.0975253477539175
"chr17_g47597.t1",0.0975253477539175
"chr03_g38336.t1",0.0975253477539175
"chr10_g15057.t1",0.0975253477539175
"chr21_g46781.t1",0.097856350403026
"chr03_g15254.t1",0.097856350403026
"chr22_g58130.t1",0.0987055319025532
"chr15_g33308.t1",0.0987055319025532
"chr09_g38809.t1",0.0990278749746657
"chr20_g38222.t1",0.0990278749746657
"chr14_g14795.t1",0.0990278749746657
"chr02_g59307.t1",0.0990278749746657
"chr24_g11385.t1",0.0990278749746657
"chr08_g49001.t1",0.0990278749746657
"chr03_g29261.t1",0.0990278749746657
"chr06_g2808.t1",0.0990278749746657
"chr15_g13535.t1",0.0990278749746657
"chr03_g28336.t1",0.0991906520747291
"chr08_g24898.t1",0.0991906520747291
"chr08_g25580.t1",0.0993772525959924
"chr02_g29959.t1",0.0995362430856391
"chr13_g21914.t1",0.0995362430856391
"chr06_g30772.t1",0.0995362430856391
"chr22_g55014.t1",0.0995362430856391
"chr12_g31645.t1",0.0995362430856391
"chr03_g10548.t1",0.0995362430856391
"chr02_g59540.t1",0.0995362430856391
"chr19_g49064.t1",0.0995362430856391
"chr22_g24852.t1",0.0995362430856391
"chr02_g16304.t1",0.0995986461119736
"chr11_g137.t1",0.100089381418314
"chr24_g42735.t1",0.100222412122694
"chr03_g59222.t1",0.100222412122694
"chr02_g56800.t1",0.100222412122694
"chr18_g3349.t1",0.100482337231149
"chr24_g195.t1",0.101176920850851
"chr11_g48628.t1",0.101190474243458
"chr20_g59692.t1",0.101190474243458
"chr22_g23900.t1",0.101190474243458
"chr23_g5001.t1",0.101276848028237
"chr17_g55706.t1",0.101285852843392
"chr23_g6025.t1",0.101285852843392
"chr21_g9101.t1",0.101517222618486
"chr19_g51556.t1",0.101517222618486
"chr11_g4831.t1",0.101517222618486
"chr13_g28713.t1",0.101693564705945
"chr03_g10985.t1",0.102961536248117
"chr22_g31331.t1",0.103098920209756
"chr14_g15958.t1",0.103495498027117
"chr13_g38563.t1",0.103495498027117
"chr05_g14980.t1",0.103495498027117
"chr07_g45034.t1",0.103495498027117
"chr18_g5363.t1",0.105143831881463
"chr06_g56220.t1",0.105143831881463
"chr17_g3809.t1",0.105143831881463
"chr13_g14104.t1",0.105143831881463
"chr07_g28387.t1",0.105143831881463
"chr19_g7632.t1",0.105143831881463
"chr17_g6521.t1",0.106079425057819
"chr21_g29224.t1",0.106079425057819
"chr07_g53975.t1",0.106079425057819
"chr18_g16453.t1",0.106406419063058
"chr05_g56474.t1",0.106406419063058
"chr01_g25794.t1",0.106721368784842
"chr14_g14494.t1",0.106721368784842
"chr13_g61074.t1",0.106851318473766
"chr10_g27097.t1",0.106851318473766
"chr23_g7825.t1",0.106851318473766
"chr02_g31143.t1",0.106851318473766
"chr07_g40309.t1",0.107741920500348
"chr09_g1689.t1",0.108013815165957
"chr11_g2783.t1",0.108242788814197
"chr05_g60437.t1",0.108242788814197
"chr03_g42616.t1",0.108964913913553
"chr03_g55659.t1",0.109426017774128
"chr06_g24153.t1",0.109430338484842
"chr06_g1746.t1",0.10972202517347
"chr19_g20079.t1",0.10972202517347
"chr02_g1852.t1",0.109860749488195
"chr23_g45632.t1",0.110234241074392
"chr10_g6515.t1",0.110234241074392
"chr14_g40694.t1",0.110743173405429
"chr08_g27585.t1",0.110743173405429
"chr04_g3760.t1",0.111542790896013
"chr06_g25230.t1",0.111678192789561
"chr18_g53161.t1",0.113123622238241
"chr22_g26831.t1",0.113123622238241
"chr08_g20229.t1",0.113123622238241
"chr19_g40983.t1",0.11347673825556
"chr11_g27194.t1",0.113653082743639
"chr23_g48004.t1",0.113653082743639
"chr23_g4999.t1",0.113653082743639
"chr23_g61162.t1",0.113781090874521
"chr15_g52068.t1",0.113781090874521
"chr09_g7447.t1",0.113781090874521
"chr18_g56265.t1",0.113781090874521
"chr07_g51997.t1",0.113781090874521
"chr17_g58791.t1",0.113781090874521
"chr07_g42250.t1",0.113781090874521
"chr14_g45840.t1",0.113781090874521
"chr04_g60310.t1",0.113781090874521
"chr18_g53148.t1",0.113781090874521
"chr12_g17091.t1",0.113781090874521
"chr23_g37055.t1",0.113781090874521
"chr06_g9270.t1",0.113781090874521
"chr06_g38518.t1",0.113781090874521
"chr03_g5317.t1",0.113781090874521
"chr18_g4780.t1",0.113781090874521
"chr23_g910.t1",0.113781090874521
"chr04_g58831.t1",0.113781090874521
"chr08_g58794.t1",0.114115174155381
"chr03_g35942.t1",0.115344363922361
"chr20_g51347.t1",0.115549238049596
"chr11_g16159.t1",0.116648152350878
"chr15_g15991.t1",0.117197313728307
"chr09_g36291.t1",0.117425753000633
"chr05_g5616.t1",0.11749935555731
"chr02_g60134.t1",0.11749935555731
"chr06_g20423.t1",0.11749935555731
"chr06_g31111.t1",0.11749935555731
"chr14_g24461.t1",0.11749935555731
"chr14_g58188.t1",0.11749935555731
"chr10_g48461.t1",0.11749935555731
"chr14_g52225.t1",0.11749935555731
"chr19_g15563.t1",0.11749935555731
"chr16_g30524.t1",0.11749935555731
"chr07_g58605.t1",0.117854952358052
"chr06_g30854.t1",0.117854952358052
"chr02_g38648.t1",0.117854952358052
"chr02_g3973.t1",0.117854952358052
"chr10_g8612.t1",0.117854952358052
"chr15_g23433.t1",0.117876143501602
"chr10_g40396.t1",0.118119812501367
"chr07_g23335.t1",0.11842817789851
"chr04_g28957.t1",0.11842817789851
"chr22_g19169.t1",0.11842817789851
"chr12_g8149.t1",0.11842817789851
"chr03_g17074.t1",0.11842817789851
"chr08_g39852.t1",0.11974714326486
"chr19_g20109.t1",0.120057264057017
"chr14_g47923.t1",0.121213568618704
"chr21_g350.t1",0.121753049378401
"chr04_g53074.t1",0.122085745281945
"chr05_g8190.t1",0.122273565650003
"chr09_g56023.t1",0.122866080136254
"chr24_g7548.t1",0.122866080136254
"chr16_g5748.t1",0.122866080136254
"chr18_g5365.t1",0.123375062527396
"chr08_g19673.t1",0.123375062527396
"chr05_g32766.t1",0.124188062051962
"chr10_g48733.t1",0.124188062051962
"chr05_g42635.t1",0.124188062051962
"chr12_g5267.t1",0.124188062051962
"chr10_g307.t1",0.124253423309747
"chr13_g34412.t1",0.125640288163697
"chr07_g59595.t1",0.126002468878077
"chr19_g20173.t1",0.126002468878077
"chr16_g47390.t1",0.126002468878077
"chr14_g58544.t1",0.126002468878077
"chr07_g19919.t1",0.126002468878077
"chr07_g46251.t1",0.126205213208799
"chr10_g17029.t1",0.126205213208799
"chr01_g8792.t1",0.126205213208799
"chr06_g38446.t1",0.126288342231917
"chr19_g31257.t1",0.12662881742166
"chr05_g36575.t1",0.12662881742166
"chr23_g27747.t1",0.127142481733328
"chr13_g40076.t1",0.127786341858381
"chr18_g23508.t1",0.127911397032597
"chr16_g41785.t1",0.128148670947191
"chr08_g22961.t1",0.128556860675616
"chr05_g13822.t1",0.128611762503713
"chr06_g54682.t1",0.128842532459105
"chr19_g8509.t1",0.128842532459105
"chr01_g60743.t1",0.128928101518328
"chr02_g56368.t1",0.129880927543103
"chr08_g50093.t1",0.130662868995907
"chr04_g10557.t1",0.130765955005497
"chr01_g8558.t1",0.131468794703875
"chr03_g10993.t1",0.131468794703875
"chr07_g50312.t1",0.131594132963318
"chr03_g14172.t1",0.132452836007973
"chr13_g10073.t1",0.132452836007973
"chr10_g16783.t1",0.132600199499057
"chr08_g48919.t1",0.132600199499057
"chr15_g23559.t1",0.132600199499057
"chr16_g30785.t1",0.132600199499057
"chr17_g40915.t1",0.132600199499057
"chr02_g474.t1",0.132600199499057
"chr22_g25738.t1",0.132600199499057
"chr24_g47082.t1",0.132651211726782
"chr09_g48709.t1",0.132704420562965
"chr15_g33497.t1",0.132704420562965
"chr11_g47719.t1",0.132727100315397
"chr17_g55712.t1",0.132754788275471
"chr17_g24885.t1",0.132754788275471
"chr19_g40608.t1",0.133046965798348
"chr17_g19495.t1",0.13327658432059
"chr18_g11514.t1",0.13327658432059
"chr15_g28107.t1",0.133276932791167
"chr09_g59451.t1",0.133474241255183
"chr06_g28024.t1",0.133495332536799
"chr10_g42987.t1",0.133970312330678
"chr24_g43999.t1",0.134850042066922
"chr15_g47821.t1",0.135003811887111
"chr16_g28230.t1",0.13547687981937
"chr04_g14267.t1",0.13547687981937
"chr01_g59857.t1",0.13547687981937
"chr07_g18968.t1",0.135908486421225
"chr18_g59266.t1",0.135908486421225
"chr10_g21298.t1",0.135908486421225
"chr14_g14783.t1",0.135908486421225
"chr12_g56490.t1",0.135908486421225
"chr10_g21309.t1",0.136272924213566
"chr23_g51588.t1",0.136311110501806
"chr13_g3711.t1",0.136311110501806
"chr12_g35593.t1",0.136311110501806
"chr18_g5368.t1",0.136311110501806
"chr10_g21297.t1",0.136311110501806
"chr02_g4222.t1",0.136400210179872
"chr02_g13741.t1",0.136633560737912
"chr19_g36399.t2",0.136786927605057
"chr16_g20368.t1",0.136786927605057
"chr12_g41313.t1",0.137348132573891
"chr16_g40308.t1",0.137348132573891
"chr01_g1141.t1",0.137348132573891
"chr23_g51654.t1",0.137348132573891
"chr15_g15982.t1",0.137348132573891
"chr14_g9719.t2",0.137348132573891
"chr04_g50356.t1",0.137925897361983
"chr07_g22033.t1",0.137925897361983
"chr18_g41778.t1",0.137925897361983
"chr05_g26280.t1",0.137925897361983
"chr08_g55690.t1",0.139177383600613
"chr12_g47709.t1",0.139555927501658
"chr09_g24314.t1",0.139661177557764
"chr02_g25879.t1",0.139661177557764
"chr24_g46234.t1",0.139965203609979
"chr05_g2273.t1",0.139965203609979
"chr12_g1454.t1",0.139965203609979
"chr01_g57245.t1",0.140404705823983
"chr13_g23695.t1",0.141564307058941
"chr02_g54946.t1",0.141564307058941
"chr14_g30118.t1",0.141712461854151
"chr19_g17574.t1",0.141712461854151
"chr10_g53794.t1",0.142068311373617
"chr10_g47490.t1",0.142068311373617
"chr10_g23315.t1",0.142068311373617
"chr09_g50413.t1",0.142068311373617
"chr12_g35406.t1",0.142068311373617
"chr01_g7369.t1",0.142068311373617
"chr10_g42990.t1",0.142196451920815
"chr09_g35707.t1",0.142196451920815
"chr15_g16578.t1",0.142196451920815
"chr14_g59853.t1",0.142196451920815
"chr03_g54551.t1",0.142740511401162
"chr03_g2479.t1",0.144425959000687
"chr02_g49974.t1",0.14480064627111
"chr15_g54416.t1",0.14480064627111
"chr10_g36947.t1",0.14480064627111
"chr19_g57477.t1",0.145026452812126
"chr07_g46048.t1",0.145026452812126
"chr06_g56615.t1",0.145086339494886
"chr03_g18607.t1",0.145240824346687
"chr03_g40372.t1",0.145240824346687
"chr12_g35414.t1",0.145240824346687
"chr18_g58103.t1",0.145240824346687
"chr09_g56496.t1",0.145240824346687
"chr05_g35216.t1",0.145240824346687
"chr08_g6623.t1",0.145240824346687
"chr09_g49326.t1",0.145240824346687
"chr21_g12338.t1",0.145240824346687
"chr23_g54442.t1",0.145666196927434
"chr01_g22192.t1",0.145666196927434
"chr06_g22599.t1",0.145666196927434
"chr09_g27178.t1",0.145666196927434
"chr14_g51953.t1",0.145666196927434
"chr03_g20009.t1",0.145666196927434
"chr05_g4950.t1",0.145666196927434
"chr21_g47095.t1",0.145666196927434
"chr04_g40132.t1",0.145666196927434
"chr09_g6871.t1",0.145666196927434
"chr24_g12282.t1",0.145666196927434
"chr19_g56528.t1",0.145666196927434
"chr11_g3642.t1",0.145666196927434
"chr12_g19065.t1",0.145666196927434
"chr20_g8613.t1",0.145666196927434
"chr17_g60691.t1",0.145666196927434
"chr15_g55575.t1",0.145666196927434
"chr13_g45833.t1",0.145666196927434
"chr16_g48136.t1",0.145666196927434
"chr08_g47645.t1",0.145666196927434
"chr02_g36528.t1",0.145666196927434
"chr14_g15923.t1",0.145666196927434
"chr02_g26155.t1",0.145666196927434
"chr04_g40028.t1",0.145666196927434
"chr04_g50359.t1",0.145666196927434
"chr08_g15146.t1",0.145666196927434
"chr22_g57210.t1",0.145666196927434
"chr04_g6709.t1",0.145666196927434
"chr12_g56758.t1",0.145666196927434
"chr16_g39254.t1",0.145666196927434
"chr18_g27801.t1",0.146093699672795
"chr11_g39097.t1",0.146603625618228
"chr13_g9085.t1",0.146603625618228
"chr03_g52577.t1",0.146878025782799
"chr01_g7350.t1",0.146878025782799
