gene,logL_H0,logL_H1,logL_M1a,tree_length_H0,tree_length_H1,tree_length_M1a,foreground_w_H0,foreground_w_H1,foreground_w_M1a,LRT_H1,p_value_H1
chr01_g1159.t1.Loss.Vert.Bar,-4784.338212,-4784.341254,-4784.338208,0.27381,0.2738,0.27383,1.0,1.0,1.0,-0.006084000000555534,1.0
chr01_g1168.t1.Loss.Vert.Bar,-6279.225112,-6279.223777,-6279.25031,0.19421,0.19419,0.19419,1.0,2.68273,1.0,0.0026699999998527346,0.9587900141400788
chr01_g1169.t1.Loss.Vert.Bar,-1226.229576,-1226.229592,-1226.229573,0.20265,0.20263,0.20265,1.0,1.0,1.0,-3.199999991920777e-05,1.0
chr01_g1170.t1.Loss.Vert.Bar,-841.614915,-841.601267,-841.614915,0.86402,0.86565,0.86402,1.0,4.37544,1.0,0.02729599999997845,0.8687747502236135
chr01_g1171.t1.Loss.Vert.Bar,-4441.282625,-4441.282619,-4441.232328,0.26613,0.26613,0.26611,1.0,1.0,1.0,1.2000000424450263e-05,0.9972360522832443
chr01_g1172.t1.Loss.Vert.Bar,-5434.414546,-5434.414546,-5434.414546,0.42196,0.42196,0.42196,1.0,1.0,1.0,0.0,1.0
chr01_g1173.t1.Loss.Vert.Bar,-6424.786187,-6424.785868,-6424.785861,0.21264,0.21267,0.21265,1.0,1.0,1.0,0.0006379999995260732,0.9798486464497641
chr01_g1178.t1.Loss.Vert.Bar,-858.534868,-858.534868,-858.534929,0.08577,0.08577,0.08577,1.0,1.0,1.0,0.0,1.0
chr01_g1179.t1.Loss.Vert.Bar,-3952.679807,-3952.679807,-3952.679807,0.34714,0.34714,0.34713,1.0,1.0,1.0,0.0,1.0
chr01_g1185.t1.Loss.Vert.Bar,-1751.192252,-1751.192244,-1750.563193,0.14801,0.14801,0.14774,1.0,1.0,1.0,1.5999999959603883e-05,0.9968084702715656
chr01_g1480.t1.Loss.Vert.Bar,-8975.64598,-8975.64598,-8975.645979,0.70437,0.70437,0.70436,1.0,1.0,1.0,0.0,1.0
chr01_g1481.t1.Loss.Vert.Bar,-2882.060718,-2882.060719,-2882.060719,0.17411,0.17413,0.17413,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g1484.t1.Loss.Vert.Bar,-1344.312626,-1344.312626,-1344.312701,0.22006,0.22005,0.22006,1.0,1.0,1.0,0.0,1.0
chr01_g1487.t1.Loss.Vert.Bar,-1540.212779,-1518.454945,-1518.454945,1.55748,1.48985,1.48986,1.0,1.0,1.0,43.515668000000005,4.205784729879466e-11
chr01_g1488.t1.Loss.Vert.Bar,-10496.625375,-10496.621385,-10496.851328,0.75608,0.75609,0.75609,1.0,1.21026,1.0,0.007979999998497078,0.9288189807106253
chr01_g1489.t1.Loss.Vert.Bar,-2811.608875,-2811.604473,-2811.670345,0.28564,0.28564,0.28551,1.0,1.4174,1.0,0.008804000000054657,0.9252444919133307
chr01_g1496.t1.Loss.Vert.Bar,-2217.378433,-2217.378433,-2217.378433,0.17025,0.17025,0.17025,1.0,1.0,1.0,0.0,1.0
chr01_g1499.t1.Loss.Vert.Bar,-3559.81191,-3559.811908,-3561.498856,0.14776,0.14775,0.14753,1.0,1.0,1.0,3.99999953515362e-06,0.998404232034963
chr01_g1501.t1.Loss.Vert.Bar,-2911.486432,-2910.348801,-2911.937935,1.33406,1.33771,1.33301,1.0,5.14896,1.0,2.2752620000001116,0.13145290879873395
chr01_g1503.t1.Loss.Vert.Bar,-2442.178866,-2442.178866,-2442.178865,0.30704,0.30704,0.30703,1.0,1.0,1.0,0.0,1.0
chr01_g1507.t1.Loss.Vert.Bar,-900.682512,-898.282207,-900.682371,0.15855,0.15866,0.15856,1.0,1.0,1.0,4.800610000000006,0.028449662207540853
chr01_g1508.t1.Loss.Vert.Bar,-9562.943103,-9562.943939,-9562.943093,0.24255,0.24252,0.24251,1.0,1.00638,1.0,-0.0016720000021450687,1.0
chr01_g1509.t1.Loss.Vert.Bar,-3694.215046,-3694.203876,-3694.236911,0.26941,0.26942,0.26941,1.0,2.03656,1.0,0.022339999999530846,0.8811861608066528
chr01_g1510.t1.Loss.Vert.Bar,-2881.06323,-2881.025781,-2881.165363,0.2298,0.22983,0.22981,1.0,2.60849,1.0,0.07489800000075775,0.7843343995156583
chr01_g1519.t1.Loss.Vert.Bar,-4013.751388,-4013.751385,-4013.751385,0.13211,0.1321,0.1321,1.0,1.0,1.0,6.000000212225132e-06,0.9980455918722322
chr01_g1527.t1.Loss.Vert.Bar,-1383.317527,-1383.317511,-1383.317511,0.23619,0.23619,0.23619,1.0,1.0,1.0,3.199999991920777e-05,0.995486507409289
chr01_g1528.t1.Loss.Vert.Bar,-1944.533246,-1944.168822,-1944.168822,0.21707,0.21707,0.21708,1.0,1.0,1.0,0.7288479999997435,0.39325685155296874
chr01_g1529.t1.Loss.Vert.Bar,-3753.7832,-3753.781887,-3753.783238,0.23296,0.23295,0.23296,1.0,2.32846,1.0,0.0026259999995090766,0.9591306830519515
chr01_g1558.t4.Loss.Vert.Bar,-5270.46585,-5270.466683,-5270.465857,0.0477,0.0477,0.04771,1.0,10.37288,1.0,-0.0016660000001138542,1.0
chr01_g1564.t1.Loss.Vert.Bar,-2529.078038,-2529.082302,-2529.086723,0.1949,0.19487,0.19486,1.0,1.8256,1.0,-0.008527999999387248,1.0
chr01_g1571.t1.Loss.Vert.Bar,-2125.411539,-2125.411539,-2125.420866,0.67854,0.67854,0.67869,1.0,1.0,1.0,0.0,1.0
chr01_g1572.t1.Loss.Vert.Bar,-1163.003457,-1163.003457,-1163.003457,0.33645,0.33644,0.33645,1.0,1.0,1.0,0.0,1.0
chr01_g1573.t1.Loss.Vert.Bar,-1079.03422,-1079.034217,-1079.034217,0.31251,0.31251,0.31251,1.0,1.0,1.0,6.000000212225132e-06,0.9980455918722322
chr01_g1579.t1.Loss.Vert.Bar,-4657.525224,-4657.525224,-4657.525224,0.36761,0.36761,0.36761,1.0,1.0,1.0,0.0,1.0
chr01_g1580.t1.Loss.Vert.Bar,-2615.580879,-2615.580879,-2615.605888,0.40269,0.4027,0.40272,1.0,1.0,1.0,0.0,1.0
chr01_g1753.t1.Loss.Vert.Bar,-4164.821666,-4164.807592,-4164.853715,0.26545,0.26544,0.26544,1.0,1.90521,1.0,0.02814799999941897,0.8667613473433613
chr01_g1754.t1.Loss.Vert.Bar,-6768.826462,-6768.815428,-6768.826462,0.2769,0.27692,0.2769,1.0,2.48122,1.0,0.02206800000021758,0.8819063455041307
chr01_g1755.t1.Loss.Vert.Bar,-831.343253,-830.843865,-830.844234,0.11552,0.1155,0.11551,1.0,1.0,1.0,0.9987759999999071,0.31760686139812006
chr01_g1758.t1.Loss.Vert.Bar,-2378.106161,-2378.106237,-2378.106159,0.22473,0.22471,0.22473,1.0,1.0,1.0,-0.0001519999996162369,1.0
chr01_g1799.t1.Loss.Vert.Bar,-6949.3256,-6949.3256,-6949.3256,1.12603,1.12603,1.12603,1.0,1.0,1.0,0.0,1.0
chr01_g1802.t1.Loss.Vert.Bar,-3993.339372,-3993.339372,-3993.339372,0.58299,0.58299,0.58299,1.0,1.0,1.0,0.0,1.0
chr01_g1807.t1.Loss.Vert.Bar,-4016.698381,-4016.69838,-4016.698381,0.2724,0.2724,0.2724,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr01_g1808.t1.Loss.Vert.Bar,-2354.765624,-2354.765624,-2354.765624,0.3751,0.3751,0.3751,1.0,1.0,1.0,0.0,1.0
chr01_g2361.t1.Loss.Vert.Bar,-5012.340733,-5012.34339,-5012.340741,0.18454,0.18453,0.18452,1.0,1.0,1.0,-0.005313999999998487,1.0
chr01_g2615.t1.Loss.Vert.Bar,-5402.440915,-5402.440811,-5402.440813,0.18311,0.18311,0.18312,1.0,1.0,1.0,0.00020799999947485048,0.9884931441367417
chr01_g2616.t1.Loss.Vert.Bar,-2248.793818,-2248.599036,-2249.41831,0.28004,0.28021,0.28022,1.0,3.40597,1.0,0.38956400000006397,0.5325286708831392
chr01_g2621.t1.Loss.Vert.Bar,-966.71,-966.71,-966.710003,0.17954,0.17954,0.17954,1.0,1.05504,1.0,0.0,1.0
chr01_g2622.t1.Loss.Vert.Bar,-6423.779127,-6423.779125,-6423.779126,0.21901,0.21903,0.21904,1.0,1.0,1.0,3.99999953515362e-06,0.998404232034963
chr01_g2987.t1.Loss.Vert.Bar,-1329.931697,-1329.931697,-1331.120046,0.44129,0.44129,0.44112,1.0,1.0,1.0,0.0,1.0
chr01_g2989.t1.Loss.Vert.Bar,-2298.313142,-2298.212765,-2298.625911,1.2909,1.29166,1.29171,1.0,1.8652,1.0,0.20075399999950605,0.6541129260850159
chr01_g2991.t1.Loss.Vert.Bar,-6433.240075,-6433.239995,-6433.239995,0.27281,0.27281,0.27281,1.0,1.0,1.0,0.00015999999959603883,0.9899077390523355
chr01_g2992.t1.Loss.Vert.Bar,-6363.585315,-6363.585315,-6363.75394,0.34018,0.34018,0.34011,1.0,1.0,1.0,0.0,1.0
chr01_g2993.t1.Loss.Vert.Bar,-2281.85209,-2281.852132,-2281.852045,0.22546,0.22546,0.22546,1.0,1.0,1.0,-8.400000024266774e-05,1.0
chr01_g2994.t1.Loss.Vert.Bar,-2312.60635,-2312.652226,-2312.60635,0.26868,0.2687,0.26869,1.0,1.0,1.0,-0.09175200000026962,1.0
chr01_g2995.t1.Loss.Vert.Bar,-1834.466893,-1834.466893,-1834.466893,0.38116,0.38116,0.38116,1.0,1.0,1.0,0.0,1.0
chr01_g2996.t1.Loss.Vert.Bar,-1626.467473,-1626.467472,-1626.467472,0.3636,0.36361,0.36361,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g2998.t1.Loss.Vert.Bar,-2295.968554,-2295.968554,-2295.968554,0.19918,0.19918,0.19918,1.0,1.0,1.0,0.0,1.0
chr01_g3018.t1.Loss.Vert.Bar,-1681.865494,-1681.865494,-1681.865497,0.16837,0.16837,0.16837,1.0,1.0,1.0,0.0,1.0
chr01_g3022.t1.Loss.Vert.Bar,-3599.811145,-3599.811158,-3599.811144,0.33088,0.33087,0.33088,1.0,1.0,1.0,-2.5999999706982635e-05,1.0
chr01_g3023.t1.Loss.Vert.Bar,-1164.397144,-1164.397144,-1164.116043,0.1829,0.1829,0.18306,1.0,1.0,1.0,0.0,1.0
chr01_g3133.t1.Loss.Vert.Bar,-1759.425415,-1759.425415,-1759.425415,0.15623,0.15623,0.15623,1.0,1.0,1.0,0.0,1.0
chr01_g3427.t1.Loss.Vert.Bar,-3290.348383,-3290.348383,-3290.348383,0.34371,0.3437,0.34371,1.0,1.0,1.0,0.0,1.0
chr01_g3429.t1.Loss.Vert.Bar,-3475.556335,-3475.754508,-3475.556776,0.36557,0.36559,0.36555,1.0,1.0,1.0,-0.39634599999953934,1.0
chr01_g3431.t1.Loss.Vert.Bar,-3608.356347,-3608.356347,-3608.356347,0.74304,0.74304,0.74304,1.0,1.0,1.0,0.0,1.0
chr01_g3432.t1.Loss.Vert.Bar,-4256.026356,-4255.735589,-4256.026356,0.27584,0.27584,0.27583,1.0,1.0,1.0,0.5815340000008291,0.44571166931518647
chr01_g3502.t1.Loss.Vert.Bar,-3614.669556,-3614.48394,-3615.099472,0.4211,0.42113,0.42084,1.0,4.19364,1.0,0.37123199999950884,0.5423334873074019
chr01_g3503.t1.Loss.Vert.Bar,-3988.602109,-3988.602109,-3988.602109,0.40388,0.40388,0.40388,1.0,1.0,1.0,0.0,1.0
chr01_g3505.t1.Loss.Vert.Bar,-1607.238123,-1607.237934,-1607.238078,0.18103,0.18103,0.18103,1.0,1.0,1.0,0.0003780000001825101,0.984488328400243
chr01_g3506.t1.Loss.Vert.Bar,-1974.816748,-1974.816748,-1974.816748,0.27645,0.27646,0.27646,1.0,1.0,1.0,0.0,1.0
chr01_g3507.t1.Loss.Vert.Bar,-3130.49979,-3131.357879,-3130.49979,0.17956,0.17956,0.17956,1.0,1.0,1.0,-1.716178000000582,1.0
chr01_g3515.t1.Loss.Vert.Bar,-3436.531404,-3436.415857,-3438.519705,0.26005,0.26008,0.25952,1.0,2.20706,1.0,0.23109399999975722,0.6307138278486486
chr01_g3651.t1.Loss.Vert.Bar,-4010.898856,-4010.898858,-4010.898857,0.27046,0.27047,0.27047,1.0,1.0,1.0,-4.000000444648322e-06,1.0
chr01_g3652.t1.Loss.Vert.Bar,-766.98057,-766.98057,-767.136418,0.1189,0.1189,0.1189,1.0,1.0,1.0,0.0,1.0
chr01_g4002.t1.Loss.Vert.Bar,-1067.949076,-1067.949076,-1067.949076,0.18043,0.18043,0.18044,1.0,1.0,1.0,0.0,1.0
chr01_g4004.t1.Loss.Vert.Bar,-1182.097347,-1182.066427,-1182.224157,0.24297,0.24305,0.243,1.0,2.54264,1.0,0.06183999999984735,0.8036110307563217
chr01_g4013.t1.Loss.Vert.Bar,-1761.372976,-1761.372976,-1761.373193,0.09563,0.09563,0.09563,1.0,1.0,1.0,0.0,1.0
chr01_g4015.t1.Loss.Vert.Bar,-1359.426129,-1359.426129,-1359.426129,0.27215,0.27215,0.27215,1.0,1.0,1.0,0.0,1.0
chr01_g4016.t1.Loss.Vert.Bar,-1896.815595,-1896.815595,-1896.815595,0.20189,0.20189,0.20189,1.0,1.0,1.0,0.0,1.0
chr01_g4017.t1.Loss.Vert.Bar,-4578.92816,-4578.92816,-4579.019864,0.24429,0.24429,0.24435,1.0,1.0,1.0,0.0,1.0
chr01_g4019.t1.Loss.Vert.Bar,-2244.506623,-2244.338377,-2244.506623,0.15581,0.1558,0.15581,1.0,1.0,1.0,0.33649200000036217,0.56186113896792
chr01_g4020.t1.Loss.Vert.Bar,-1727.08439,-1727.084488,-1727.084389,0.23374,0.23372,0.23374,1.0,1.0,1.0,-0.00019599999995989492,1.0
chr01_g4021.t1.Loss.Vert.Bar,-3563.329738,-3563.263809,-3563.422105,0.15595,0.15595,0.15598,1.0,7.07084,1.0,0.13185799999973824,0.7165133261395236
chr01_g4022.t1.Loss.Vert.Bar,-809.034111,-809.034111,-810.355701,0.12433,0.12433,0.12463,1.0,1.0,1.0,0.0,1.0
chr01_g4023.t1.Loss.Vert.Bar,-2441.100266,-2441.100265,-2441.100266,0.30193,0.30192,0.30193,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g4024.t1.Loss.Vert.Bar,-599.754826,-599.754873,-599.946079,0.13817,0.13817,0.13813,1.0,1.0,1.0,-9.399999999004649e-05,1.0
chr01_g4204.t1.Loss.Vert.Bar,-4806.557072,-4806.557072,-4806.557072,0.29699,0.29699,0.29699,1.0,1.0,1.0,0.0,1.0
chr01_g4211.t1.Loss.Vert.Bar,-3613.847089,-3613.856985,-3613.847087,0.16859,0.16857,0.16859,1.0,1.0,1.0,-0.019792000000052212,1.0
chr01_g5162.t1.Loss.Vert.Bar,-3319.724269,-3319.623798,-3322.907305,0.24255,0.24272,0.24298,1.0,3.47493,1.0,0.20094199999948614,0.6539615627863031
chr01_g5164.t1.Loss.Vert.Bar,-2104.088679,-2104.088442,-2104.088433,0.27286,0.27287,0.27287,1.0,1.0,1.0,0.00047399999948538607,0.9826301957604747
chr01_g5669.t1.Loss.Vert.Bar,-6000.596654,-6000.516542,-6001.577165,0.26873,0.26876,0.26865,1.0,1.86817,1.0,0.16022399999928894,0.6889503691750363
chr01_g5670.t1.Loss.Vert.Bar,-2328.592513,-2328.590642,-2328.60395,0.16197,0.16197,0.16197,1.0,1.76305,1.0,0.003741999999874679,0.9512223171478069
chr01_g5678.t1.Loss.Vert.Bar,-3653.063164,-3653.063175,-3653.063164,0.14955,0.14953,0.14955,1.0,1.0,1.0,-2.1999999262334313e-05,1.0
chr01_g5906.t1.Loss.Vert.Bar,-6869.084525,-6869.084525,-6869.084525,0.72634,0.72634,0.72634,1.0,1.0,1.0,0.0,1.0
chr01_g6299.t1.Loss.Vert.Bar,-733.93619,-733.93619,-733.93619,0.30008,0.30008,0.30008,1.0,1.0,1.0,0.0,1.0
chr01_g6300.t1.Loss.Vert.Bar,-4549.888361,-4545.896945,-4549.888361,2.79236,2.83377,2.79236,1.0,15.64937,1.0,7.982831999999689,0.004722301190295309
chr01_g6302.t1.Loss.Vert.Bar,-5868.562788,-5865.192124,-5868.562788,0.30005,0.31006,0.30005,1.0,412.16998,1.0,6.741328000000067,0.009420447305040146
chr01_g6304.t1.Loss.Vert.Bar,-1513.808294,-1513.808294,-1513.808294,0.41083,0.41083,0.41083,1.0,1.0,1.0,0.0,1.0
chr01_g6382.t1.Loss.Vert.Bar,-2244.678206,-2244.678205,-2244.678205,0.31023,0.31023,0.31023,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g6383.t1.Loss.Vert.Bar,-1441.126801,-1441.728678,-1441.728678,0.17144,0.17142,0.17142,1.0,1.0,1.0,-1.2037540000001172,1.0
chr01_g6386.t1.Loss.Vert.Bar,-1332.543769,-1332.543769,-1332.543769,0.30794,0.30794,0.30794,1.0,1.0,1.0,0.0,1.0
chr01_g6389.t1.Loss.Vert.Bar,-3255.733449,-3255.73344,-3255.90264,0.19927,0.19927,0.19902,1.0,1.0,1.0,1.7999999727180693e-05,0.9966148726797519
chr01_g6393.t1.Loss.Vert.Bar,-7331.645619,-7331.646425,-7331.645619,0.26124,0.26122,0.26124,1.0,1.0,1.0,-0.0016120000000228174,1.0
chr01_g6396.t1.Loss.Vert.Bar,-447.98052,-444.496547,-444.496536,0.31615,0.32181,0.32181,1.0,1.0,1.0,6.9679459999999835,0.008298269583236952
chr01_g6439.t1.Loss.Vert.Bar,-1400.946393,-1400.946472,-1402.234288,0.24394,0.24394,0.24397,1.0,1.0,1.0,-0.00015800000028320937,1.0
chr01_g6496.t1.Loss.Vert.Bar,-7901.178896,-7901.178896,-7901.828144,0.24828,0.24828,0.24839,1.0,1.0,1.0,0.0,1.0
chr01_g6497.t1.Loss.Vert.Bar,-2667.815571,-2667.815571,-2667.722058,0.25036,0.25036,0.25043,1.0,1.0,1.0,0.0,1.0
chr01_g6498.t1.Loss.Vert.Bar,-2999.295361,-2999.295361,-2999.295361,0.2719,0.2719,0.2719,1.0,1.0,1.0,0.0,1.0
chr01_g6499.t1.Loss.Vert.Bar,-1203.980945,-1203.791078,-1206.113376,0.26331,0.2644,0.26554,1.0,1.72454,1.0,0.3797340000000986,0.537745629419861
chr01_g6500.t1.Loss.Vert.Bar,-1285.863659,-1284.897059,-1285.912028,0.54938,0.55994,0.54924,1.0,69.20634,1.0,1.9332000000003973,0.16440877361133077
chr01_g6565.t1.Loss.Vert.Bar,-7566.968307,-7566.968307,-7566.968307,1.76869,1.76869,1.76869,1.0,1.0,1.0,0.0,1.0
chr01_g6788.t1.Loss.Vert.Bar,-2667.331755,-2666.684469,-2670.660401,0.37201,0.37215,0.37175,1.0,3.53091,1.0,1.2945720000006986,0.2552070957968708
chr01_g6792.t1.Loss.Vert.Bar,-980.57614,-981.032253,-980.57614,0.69949,0.69959,0.69949,1.0,1.91152,1.0,-0.9122259999999187,1.0
chr01_g7016.t1.Loss.Vert.Bar,-4739.888145,-4739.888145,-4739.888145,1.05781,1.05781,1.05782,1.0,1.0,1.0,0.0,1.0
chr01_g7072.t1.Loss.Vert.Bar,-3820.207481,-3820.207482,-3820.207482,0.80443,0.80444,0.80444,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g7084.t1.Loss.Vert.Bar,-5155.02126,-5155.011697,-5155.137846,0.29693,0.29694,0.29692,1.0,1.63967,1.0,0.01912600000105158,0.8900058684099462
chr01_g7318.t1.Loss.Vert.Bar,-2525.257128,-2525.257076,-2525.257076,0.22184,0.22185,0.22185,1.0,1.0,1.0,0.00010400000064691994,0.9918632831211076
chr01_g7319.t1.Loss.Vert.Bar,-3746.20586,-3746.20586,-3746.20586,0.34702,0.34702,0.34702,1.0,1.0,1.0,0.0,1.0
chr01_g7320.t1.Loss.Vert.Bar,-2705.517593,-2705.517593,-2705.679156,0.25781,0.25781,0.25761,1.0,1.0,1.0,0.0,1.0
chr01_g7321.t1.Loss.Vert.Bar,-5346.549828,-5346.549827,-5346.549828,0.21344,0.21343,0.21344,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr01_g7322.t1.Loss.Vert.Bar,-1656.868805,-1656.868806,-1657.162342,0.40881,0.40882,0.40895,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g7348.t1.Loss.Vert.Bar,-682.022539,-682.022539,-682.717676,0.29499,0.29499,0.29486,1.0,1.0552,1.0,0.0,1.0
chr01_g7350.t1.Loss.Vert.Bar,-1325.223961,-1325.223961,-1325.224013,0.24092,0.24092,0.24092,1.0,1.0,1.0,0.0,1.0
chr01_g7351.t1.Loss.Vert.Bar,-1165.543801,-1165.503477,-1166.059149,0.21347,0.21366,0.21412,1.0,2.51096,1.0,0.08064800000011019,0.7764211745607243
chr01_g7369.t1.Loss.Vert.Bar,-978.359293,-978.359293,-978.359296,0.05018,0.05018,0.05018,1.0,1.0,1.0,0.0,1.0
chr01_g7373.t1.Loss.Vert.Bar,-2034.027779,-2034.027782,-2034.02778,0.14643,0.14643,0.14644,1.0,1.0,1.0,-5.999999757477781e-06,1.0
chr01_g7374.t1.Loss.Vert.Bar,-1216.770587,-1216.066746,-1216.807703,0.23398,0.23389,0.23402,1.0,248.97245,1.0,1.4076820000000225,0.2354415758442902
chr01_g7375.t1.Loss.Vert.Bar,-756.103429,-751.284836,-756.103358,0.42305,0.44572,0.42305,1.0,88.94615,1.0,9.637185999999929,0.0019067713609176335
chr01_g7689.t1.Loss.Vert.Bar,-1397.613416,-1397.613381,-1399.342503,0.33027,0.33028,0.33025,1.0,1.0,1.0,7.000000005064066e-05,0.9933244967004236
chr01_g7785.t1.Loss.Vert.Bar,-431.734531,-431.092378,-433.997445,0.2747,0.27502,0.27695,1.0,999.0,1.0,1.284306000000015,0.25709994004764297
chr01_g7916.t1.Loss.Vert.Bar,-5099.880699,-5099.880699,-5099.880695,0.17011,0.17011,0.1701,1.0,1.0,1.0,0.0,1.0
chr01_g7958.t1.Loss.Vert.Bar,-4947.903944,-4947.90358,-4947.767935,0.6227,0.6227,0.6226,1.0,1.14521,1.0,0.0007279999990714714,0.9784745093738461
chr01_g8081.t1.Loss.Vert.Bar,-4308.594062,-4308.594697,-4308.59406,0.21405,0.21405,0.21407,1.0,1.0,1.0,-0.0012700000006589107,1.0
chr01_g8082.t1.Loss.Vert.Bar,-6550.339812,-6550.339163,-6550.33914,0.24551,0.24551,0.24553,1.0,1.0,1.0,0.0012980000010429649,0.9712602183908683
chr01_g8123.t1.Loss.Vert.Bar,-3926.336286,-3926.336286,-3926.336286,1.44439,1.44439,1.4444,1.0,1.0,1.0,0.0,1.0
chr01_g8269.t1.Loss.Vert.Bar,-10296.734543,-10296.734508,-10296.734147,0.2694,0.2694,0.26943,1.0,1.0,1.0,7.000000186963007e-05,0.9933244966136922
chr01_g8305.t1.Loss.Vert.Bar,-6502.055514,-6502.055514,-6502.282403,0.34796,0.34796,0.34795,1.0,1.0,1.0,0.0,1.0
