gene,logL_H0,logL_H1,logL_M1a,tree_length_H0,tree_length_H1,tree_length_M1a,foreground_w_H0,foreground_w_H1,foreground_w_M1a,LRT_H1,p_value_H1
chr01_g1480.t1.Loss.Vert.Bar,-8975.64598,-8975.646047,-8975.64598,0.70437,0.70436,0.70436,1.0,1.0,1.0,-0.0001340000017080456,1.0
chr01_g1481.t1.Loss.Vert.Bar,-2882.060719,-2882.060719,-2882.060719,0.17413,0.17413,0.17413,1.0,1.0,1.0,0.0,1.0
chr01_g1484.t1.Loss.Vert.Bar,-1344.31263,-1344.312628,-1344.312626,0.22005,0.22006,0.22006,1.0,1.0,1.0,3.999999989900971e-06,0.9984042319442542
chr01_g1487.t1.Loss.Vert.Bar,-1518.454945,-1518.454945,-1518.454945,1.48986,1.48986,1.48986,1.0,1.0,1.0,0.0,1.0
chr01_g1488.t1.Loss.Vert.Bar,-10496.625379,-10496.621389,-10496.851328,0.75609,0.7561,0.75609,1.0,1.2183,1.0,0.007979999998497078,0.9288189807106253
chr01_g1489.t1.Loss.Vert.Bar,-2811.608875,-2811.604473,-2811.670345,0.28564,0.28564,0.28552,1.0,1.41737,1.0,0.008804000000054657,0.9252444919133307
chr01_g1496.t1.Loss.Vert.Bar,-2217.378433,-2216.695012,-2216.694056,0.17025,0.17263,0.17264,1.0,1.0,1.0,1.3668419999994512,0.242355213679229
chr01_g1499.t1.Loss.Vert.Bar,-3559.81191,-3559.777599,-3561.498856,0.14776,0.14772,0.14753,1.0,1.0,1.0,0.06862199999977747,0.7933538136868089
chr01_g1501.t1.Loss.Vert.Bar,-2911.486432,-2910.348801,-2911.937935,1.33406,1.33771,1.33301,1.0,5.14896,1.0,2.2752620000001116,0.13145290879873395
chr01_g1503.t1.Loss.Vert.Bar,-2442.178865,-2442.178866,-2442.178866,0.30703,0.30704,0.30704,1.0,1.0,1.0,-2.0000006770715117e-06,1.0
chr01_g1507.t1.Loss.Vert.Bar,-898.282207,-898.282207,-898.282227,0.15866,0.15866,0.15866,1.0,1.0,1.0,0.0,1.0
chr01_g1508.t1.Loss.Vert.Bar,-9562.943803,-9562.943104,-9562.943102,0.24255,0.24255,0.24255,1.0,1.0,1.0,0.0013980000003357418,0.9701741749514592
chr01_g1509.t1.Loss.Vert.Bar,-3694.214978,-3694.203876,-3694.236911,0.26941,0.26942,0.26941,1.0,2.03662,1.0,0.022203999999874213,0.8815456895149487
chr01_g1510.t1.Loss.Vert.Bar,-2881.06323,-2881.025781,-2881.165363,0.2298,0.22982,0.22981,1.0,2.60892,1.0,0.07489800000075775,0.7843343995156583
chr01_g1519.t1.Loss.Vert.Bar,-4013.751388,-4013.75139,-4013.751388,0.13212,0.13212,0.13212,1.0,1.0,1.0,-3.99999953515362e-06,1.0
chr01_g1527.t1.Loss.Vert.Bar,-1383.317511,-1383.317624,-1383.317511,0.23619,0.23619,0.23619,1.0,1.0,1.0,-0.00022600000011152588,1.0
chr01_g1528.t1.Loss.Vert.Bar,-1944.533246,-1944.168836,-1944.168822,0.21706,0.21707,0.21708,1.0,1.0,1.0,0.7288199999998142,0.39326593999605197
chr01_g1529.t1.Loss.Vert.Bar,-3753.7832,-3753.783181,-3753.783238,0.23296,0.23295,0.23296,1.0,1.01508,1.0,3.80000001314329e-05,0.9950815403823922
chr01_g1558.t4.Loss.Vert.Bar,-5270.46586,-5270.46586,-5270.46586,0.04771,0.04771,0.04771,1.0,8.65884,1.0,0.0,1.0
chr01_g1564.t1.Loss.Vert.Bar,-2529.078038,-2529.078038,-2529.086723,0.1949,0.1949,0.19486,1.0,1.0,1.0,0.0,1.0
chr01_g1571.t1.Loss.Vert.Bar,-2125.411539,-2125.411539,-2125.383174,0.67854,0.67854,0.67858,1.0,1.0,1.0,0.0,1.0
chr01_g1572.t1.Loss.Vert.Bar,-1163.003457,-1163.003457,-1163.003457,0.33645,0.33645,0.33645,1.0,1.0,1.0,0.0,1.0
chr01_g1573.t1.Loss.Vert.Bar,-1079.034217,-1079.034217,-1079.619537,0.31251,0.31251,0.32128,1.0,1.0,1.0,0.0,1.0
chr01_g1579.t1.Loss.Vert.Bar,-4657.525224,-4657.525224,-4657.525224,0.36761,0.36761,0.36761,1.0,1.0,1.0,0.0,1.0
chr01_g1580.t1.Loss.Vert.Bar,-2615.580879,-2615.580879,-2615.605888,0.4027,0.4027,0.40272,1.0,1.0,1.0,0.0,1.0
chr01_g1753.t1.Loss.Vert.Bar,-4164.821666,-4164.807593,-4164.853715,0.26545,0.26545,0.26544,1.0,1.90292,1.0,0.0281459999987419,0.8667660366875323
chr01_g1754.t1.Loss.Vert.Bar,-6768.82655,-6768.815428,-6768.826463,0.2769,0.27692,0.2769,1.0,2.47893,1.0,0.022243999999773223,0.8814398292184138
chr01_g1755.t1.Loss.Vert.Bar,-830.843865,-830.843865,-830.844234,0.1155,0.1155,0.11551,1.0,1.0,1.0,0.0,1.0
chr01_g1758.t1.Loss.Vert.Bar,-2378.106163,-2378.106162,-2378.106159,0.22473,0.22473,0.22473,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g1799.t1.Loss.Vert.Bar,-6949.3256,-6949.3256,-6949.3256,1.12603,1.12603,1.12603,1.0,1.0,1.0,0.0,1.0
chr01_g1802.t1.Loss.Vert.Bar,-3993.339372,-3993.339372,-3993.339372,0.58299,0.58299,0.58299,1.0,1.0,1.0,0.0,1.0
chr01_g1807.t1.Loss.Vert.Bar,-4016.698381,-4016.698381,-4016.698381,0.2724,0.2724,0.2724,1.0,1.0,1.0,0.0,1.0
chr01_g1808.t1.Loss.Vert.Bar,-2354.765624,-2354.765625,-2354.765624,0.3751,0.3751,0.3751,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g2361.t1.Loss.Vert.Bar,-5012.340726,-5012.340726,-5012.340898,0.18453,0.18454,0.18452,1.0,1.0,1.0,0.0,1.0
chr01_g2615.t1.Loss.Vert.Bar,-5402.44081,-5402.440812,-5402.440813,0.18311,0.18312,0.18311,1.0,1.0,1.0,-3.99999953515362e-06,1.0
chr01_g2616.t1.Loss.Vert.Bar,-2248.793818,-2248.599036,-2249.418005,0.28004,0.28021,0.28021,1.0,3.40615,1.0,0.38956400000006397,0.5325286708831392
chr01_g2621.t1.Loss.Vert.Bar,-966.710154,-966.71,-966.710003,0.17955,0.17954,0.17954,1.0,1.04978,1.0,0.0003079999999044958,0.9859979015676561
chr01_g2622.t1.Loss.Vert.Bar,-6423.779157,-6423.779126,-6423.779126,0.21904,0.21904,0.21904,1.0,1.0,1.0,6.199999916134402e-05,0.9937175156472481
chr01_g2987.t1.Loss.Vert.Bar,-1329.931697,-1329.931697,-1329.931697,0.44129,0.44129,0.44129,1.0,1.0,1.0,0.0,1.0
chr01_g2989.t1.Loss.Vert.Bar,-2298.313142,-2298.212765,-2298.625911,1.2909,1.29166,1.29171,1.0,1.86519,1.0,0.20075399999950605,0.6541129260850159
chr01_g2991.t1.Loss.Vert.Bar,-6433.2401,-6433.239994,-6433.239994,0.27279,0.27281,0.27281,1.0,1.0,1.0,0.0002120000008289935,0.988383035881593
chr01_g2992.t1.Loss.Vert.Bar,-6363.585315,-6363.585315,-6363.75394,0.34018,0.34018,0.34011,1.0,1.0,1.0,0.0,1.0
chr01_g2993.t1.Loss.Vert.Bar,-2281.852118,-2281.85215,-2281.852075,0.22546,0.22546,0.22546,1.0,1.0,1.0,-6.400000074791024e-05,1.0
chr01_g2994.t1.Loss.Vert.Bar,-2312.652226,-2312.654536,-2312.60635,0.2687,0.26867,0.26869,1.0,1.0,1.0,-0.004619999999704305,1.0
chr01_g2995.t1.Loss.Vert.Bar,-1834.466893,-1834.466893,-1834.466893,0.38116,0.38116,0.38116,1.0,1.0,1.0,0.0,1.0
chr01_g2996.t1.Loss.Vert.Bar,-1626.467472,-1626.467478,-1626.467472,0.36361,0.3636,0.36361,1.0,1.0,1.0,-1.1999999969702912e-05,1.0
chr01_g2998.t1.Loss.Vert.Bar,-2295.968554,-2295.968554,-2295.968554,0.19918,0.19918,0.19918,1.0,1.0,1.0,0.0,1.0
chr01_g3018.t1.Loss.Vert.Bar,-1681.865587,-1681.865486,-1681.865497,0.16837,0.16837,0.16837,1.0,1.32499,1.0,0.00020200000017212005,0.9886603114831938
chr01_g3022.t1.Loss.Vert.Bar,-3599.811144,-3599.811516,-3599.811144,0.33087,0.33086,0.33087,1.0,1.0,1.0,-0.0007440000008500647,1.0
chr01_g3023.t1.Loss.Vert.Bar,-1164.121348,-1164.115969,-1164.397217,0.18294,0.18306,0.1829,1.0,1.0,1.0,0.010757999999896128,0.9173909363218092
chr01_g3133.t1.Loss.Vert.Bar,-1759.425415,-1759.425415,-1759.425415,0.15623,0.15623,0.15623,1.0,1.0,1.0,0.0,1.0
chr01_g3427.t1.Loss.Vert.Bar,-3290.348383,-3290.348383,-3290.348383,0.34371,0.3437,0.34371,1.0,1.0,1.0,0.0,1.0
chr01_g3429.t1.Loss.Vert.Bar,-3475.754508,-3475.557285,-3475.556337,0.36559,0.36556,0.36555,1.0,1.0,1.0,0.39444600000024366,0.5299716045371273
chr01_g3431.t1.Loss.Vert.Bar,-3608.356347,-3608.356347,-3608.356347,0.74304,0.74304,0.74303,1.0,1.0,1.0,0.0,1.0
chr01_g3432.t1.Loss.Vert.Bar,-4255.735589,-4255.735589,-4256.026356,0.27584,0.27582,0.27584,1.0,1.0,1.0,0.0,1.0
chr01_g3502.t1.Loss.Vert.Bar,-3614.669557,-3614.48394,-3615.099472,0.42111,0.42112,0.42084,1.0,4.19372,1.0,0.3712340000001859,0.5423323996184948
chr01_g3503.t1.Loss.Vert.Bar,-3988.602109,-3988.602109,-3988.602108,0.40388,0.40388,0.40387,1.0,1.0,1.0,0.0,1.0
chr01_g3505.t1.Loss.Vert.Bar,-1607.237934,-1607.237934,-1607.463959,0.18102,0.18103,0.18103,1.0,1.0,1.0,0.0,1.0
chr01_g3506.t1.Loss.Vert.Bar,-1974.816748,-1974.816748,-1974.816748,0.27645,0.27646,0.27646,1.0,1.0,1.0,0.0,1.0
chr01_g3507.t1.Loss.Vert.Bar,-3130.49979,-3130.49979,-3130.49979,0.17956,0.17956,0.17956,1.0,1.0,1.0,0.0,1.0
chr01_g3515.t1.Loss.Vert.Bar,-3436.531404,-3436.415857,-3438.519705,0.26006,0.26008,0.25952,1.0,2.20717,1.0,0.23109399999975722,0.6307138278486486
chr01_g3651.t1.Loss.Vert.Bar,-4010.898857,-4013.217872,-4010.898857,0.27047,0.27043,0.27047,1.0,1.0,1.0,-4.638030000000072,1.0
chr01_g3652.t1.Loss.Vert.Bar,-767.136364,-766.98057,-767.136418,0.1189,0.1189,0.1189,1.0,1.0,1.0,0.31158800000002884,0.5767073560675124
chr01_g4002.t1.Loss.Vert.Bar,-1067.949076,-1067.949076,-1067.949196,0.18044,0.18043,0.18044,1.0,1.0,1.0,0.0,1.0
chr01_g4004.t1.Loss.Vert.Bar,-1182.097195,-1182.066427,-1182.224157,0.24297,0.24305,0.243,1.0,2.54251,1.0,0.06153600000016013,0.8040844961797102
chr01_g4013.t1.Loss.Vert.Bar,-1761.372976,-1761.372976,-1761.37316,0.09564,0.09564,0.09564,1.0,1.0,1.0,0.0,1.0
chr01_g4015.t1.Loss.Vert.Bar,-1359.07784,-1359.426129,-1359.092729,0.27221,0.27215,0.27216,1.0,1.0,1.0,-0.696578000000045,1.0
chr01_g4016.t1.Loss.Vert.Bar,-1896.815595,-1896.815595,-1896.815595,0.20189,0.20189,0.20189,1.0,1.0,1.0,0.0,1.0
chr01_g4017.t1.Loss.Vert.Bar,-4578.92816,-4578.92816,-4579.019864,0.24429,0.24429,0.24435,1.0,1.0,1.0,0.0,1.0
chr01_g4019.t1.Loss.Vert.Bar,-2244.338377,-2244.338377,-2244.506623,0.15579,0.15579,0.15581,1.0,1.0,1.0,0.0,1.0
chr01_g4020.t1.Loss.Vert.Bar,-1727.08439,-1727.08439,-1727.08439,0.23374,0.23374,0.23374,1.0,1.0,1.0,0.0,1.0
chr01_g4021.t1.Loss.Vert.Bar,-3563.329739,-3563.26381,-3563.422104,0.15596,0.15595,0.15597,1.0,7.05516,1.0,0.13185799999973824,0.7165133261395236
chr01_g4022.t1.Loss.Vert.Bar,-809.034111,-809.034111,-810.355447,0.12433,0.12433,0.12463,1.0,1.0,1.0,0.0,1.0
chr01_g4023.t1.Loss.Vert.Bar,-2441.100266,-2441.100265,-2441.100266,0.30193,0.30192,0.30193,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g4024.t1.Loss.Vert.Bar,-599.754937,-599.754826,-599.946079,0.13817,0.13817,0.13813,1.0,1.0,1.0,0.0002220000001216249,0.9881122276394977
chr01_g4204.t1.Loss.Vert.Bar,-4806.557072,-4806.557072,-4806.557074,0.29699,0.29699,0.29697,1.0,1.0,1.0,0.0,1.0
chr01_g4211.t1.Loss.Vert.Bar,-3613.847088,-3613.847089,-3613.847845,0.16859,0.16859,0.16882,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g5162.t1.Loss.Vert.Bar,-3319.724269,-3319.623798,-3322.907305,0.24255,0.24272,0.24298,1.0,3.47752,1.0,0.20094199999948614,0.6539615627863031
chr01_g5164.t1.Loss.Vert.Bar,-2104.088582,-2104.088493,-2104.088725,0.27287,0.27287,0.27287,1.0,1.0,1.0,0.00017799999932321953,0.9893552080444825
chr01_g5669.t1.Loss.Vert.Bar,-6000.596654,-6000.516542,-6001.577165,0.26873,0.26876,0.26864,1.0,1.86786,1.0,0.16022399999928894,0.6889503691750363
chr01_g5670.t1.Loss.Vert.Bar,-2328.592513,-2328.590642,-2328.604193,0.16197,0.16197,0.16198,1.0,1.76307,1.0,0.003741999999874679,0.9512223171478069
chr01_g5678.t1.Loss.Vert.Bar,-3653.063167,-3653.063164,-3653.063164,0.14953,0.14955,0.14955,1.0,1.0,1.0,5.99999930273043e-06,0.9980455920203588
chr01_g5906.t1.Loss.Vert.Bar,-6869.084525,-6869.084525,-6869.084525,0.72633,0.72634,0.72634,1.0,1.0,1.0,0.0,1.0
chr01_g6299.t1.Loss.Vert.Bar,-733.93619,-733.93619,-733.93619,0.30008,0.30008,0.30008,1.0,1.0,1.0,0.0,1.0
chr01_g6300.t1.Loss.Vert.Bar,-4549.888361,-4545.896945,-4549.888361,2.79236,2.83377,2.79236,1.0,15.64935,1.0,7.982831999999689,0.004722301190295309
chr01_g6302.t1.Loss.Vert.Bar,-5868.563894,-5868.571154,-5869.029377,0.30002,0.30004,0.30016,1.0,1.0,1.0,-0.014520000000629807,1.0
chr01_g6304.t1.Loss.Vert.Bar,-1513.808294,-1513.433424,-1513.808294,0.41083,0.41232,0.41083,1.0,28.09001,1.0,0.7497399999997469,0.38655856079216233
chr01_g6382.t1.Loss.Vert.Bar,-2244.678283,-2244.680285,-2244.678205,0.31023,0.31022,0.31023,1.0,1.0,1.0,-0.004003999999440566,1.0
chr01_g6383.t1.Loss.Vert.Bar,-1441.126801,-1441.728681,-1441.728678,0.17144,0.17141,0.17142,1.0,1.0,1.0,-1.2037600000003295,1.0
chr01_g6386.t1.Loss.Vert.Bar,-1332.543769,-1332.543769,-1332.543769,0.30794,0.30794,0.30794,1.0,1.0,1.0,0.0,1.0
chr01_g6389.t1.Loss.Vert.Bar,-3255.73344,-3255.830878,-3255.733436,0.19927,0.19927,0.19928,1.0,1.0,1.0,-0.19487600000047678,1.0
chr01_g6393.t1.Loss.Vert.Bar,-7331.64562,-7331.64561,-7331.645619,0.26124,0.26122,0.26124,1.0,1.0,1.0,2.0000001313746907e-05,0.9964317635446264
chr01_g6396.t1.Loss.Vert.Bar,-444.496536,-444.496536,-444.496536,0.32181,0.32181,0.32181,1.0,1.0,1.0,0.0,1.0
chr01_g6439.t1.Loss.Vert.Bar,-1400.946393,-1400.946486,-1402.234288,0.24394,0.24393,0.24397,1.0,1.0,1.0,-0.00018600000021251617,1.0
chr01_g6496.t1.Loss.Vert.Bar,-7901.178897,-7901.178897,-7901.828144,0.24828,0.24828,0.24839,1.0,1.0,1.0,0.0,1.0
chr01_g6497.t1.Loss.Vert.Bar,-2664.998338,-2667.815588,-2667.722058,0.25042,0.25037,0.25043,1.0,1.0,1.0,-5.634500000000116,1.0
chr01_g6498.t1.Loss.Vert.Bar,-2999.295361,-2999.295361,-2999.295361,0.2719,0.2719,0.2719,1.0,1.0,1.0,0.0,1.0
chr01_g6499.t1.Loss.Vert.Bar,-1203.980945,-1203.791078,-1206.113376,0.26331,0.2644,0.26554,1.0,1.72455,1.0,0.3797340000000986,0.537745629419861
chr01_g6500.t1.Loss.Vert.Bar,-1285.863659,-1284.897059,-1285.912028,0.54938,0.55994,0.54924,1.0,69.20598,1.0,1.9332000000003973,0.16440877361133077
chr01_g6565.t1.Loss.Vert.Bar,-7566.968307,-7566.968307,-7566.968307,1.76869,1.76869,1.76869,1.0,1.0,1.0,0.0,1.0
chr01_g6788.t1.Loss.Vert.Bar,-2667.07257,-2666.684469,-2670.356026,0.37199,0.37215,0.37177,1.0,3.53087,1.0,0.776202000000012,0.37830522590580196
chr01_g6792.t1.Loss.Vert.Bar,-980.57614,-980.5634,-980.57614,0.69949,0.69962,0.69949,1.0,1.91296,1.0,0.025480000000015934,0.873176831351464
chr01_g7016.t1.Loss.Vert.Bar,-4739.888145,-4739.888145,-4739.888145,1.05782,1.05781,1.05782,1.0,1.0,1.0,0.0,1.0
chr01_g7072.t1.Loss.Vert.Bar,-3820.207481,-3820.207482,-3820.207481,0.80443,0.80444,0.80444,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g7084.t1.Loss.Vert.Bar,-5155.021262,-5155.011697,-5155.137846,0.29694,0.29694,0.29692,1.0,1.6416,1.0,0.019130000000586733,0.8899944401099217
chr01_g7318.t1.Loss.Vert.Bar,-2525.257098,-2525.257077,-2525.257077,0.22184,0.22185,0.22185,1.0,1.0,1.0,4.199999966658652e-05,0.99482915327065
chr01_g7319.t1.Loss.Vert.Bar,-3746.20586,-3746.205859,-3746.20586,0.34702,0.347,0.34702,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g7320.t1.Loss.Vert.Bar,-2705.517593,-2705.517593,-2705.679156,0.25781,0.25781,0.25761,1.0,1.0,1.0,0.0,1.0
chr01_g7321.t1.Loss.Vert.Bar,-5346.549984,-5346.549904,-5346.549828,0.21343,0.21343,0.21345,1.0,1.0,1.0,0.00015999999959603883,0.9899077390523355
chr01_g7322.t1.Loss.Vert.Bar,-1656.945055,-1656.868805,-1656.937971,0.40861,0.40881,0.409,1.0,1.0,1.0,0.15249999999969077,0.6961576259198117
chr01_g7348.t1.Loss.Vert.Bar,-682.717707,-682.717638,-682.022577,0.29486,0.29486,0.295,1.0,1.04179,1.0,0.00013800000010633084,0.9906271942556019
chr01_g7350.t1.Loss.Vert.Bar,-1325.223961,-1325.223961,-1325.224013,0.24092,0.24092,0.24092,1.0,1.0,1.0,0.0,1.0
chr01_g7351.t1.Loss.Vert.Bar,-1165.647749,-1165.503477,-1166.059149,0.21366,0.21366,0.21412,1.0,2.51119,1.0,0.2885440000000017,0.5911550835085817
chr01_g7369.t1.Loss.Vert.Bar,-978.359293,-978.359294,-978.359296,0.05018,0.05017,0.05018,1.0,1.0,1.0,-1.9999999949504854e-06,1.0
chr01_g7373.t1.Loss.Vert.Bar,-2034.02778,-2034.027782,-2034.02778,0.14644,0.14644,0.14644,1.0,1.0,1.0,-3.999999989900971e-06,1.0
chr01_g7374.t1.Loss.Vert.Bar,-1216.770587,-1216.066695,-1216.807703,0.23398,0.2339,0.23401,1.0,252.36387,1.0,1.4077839999999924,0.23542461041884613
chr01_g7375.t1.Loss.Vert.Bar,-756.103439,-751.284826,-756.10346,0.42305,0.44572,0.42305,1.0,88.94614,1.0,9.637226000000055,0.001906729836667925
chr01_g7689.t1.Loss.Vert.Bar,-1397.613381,-1397.613381,-1398.181918,0.33028,0.33027,0.3301,1.0,1.0,1.0,0.0,1.0
chr01_g7785.t1.Loss.Vert.Bar,-431.734531,-431.094221,-435.712917,0.2747,0.27502,0.28073,1.0,299.46932,1.0,1.280619999999999,0.2577837886158114
chr01_g7916.t1.Loss.Vert.Bar,-5099.880699,-5099.880699,-5099.860219,0.17011,0.17011,0.17013,1.0,1.0,1.0,0.0,1.0
chr01_g7958.t1.Loss.Vert.Bar,-4947.903944,-4947.90358,-4947.94767,0.6227,0.6227,0.62255,1.0,1.14461,1.0,0.0007279999990714714,0.9784745093738461
chr01_g8081.t1.Loss.Vert.Bar,-4308.594061,-4308.59406,-4308.59406,0.21407,0.21407,0.21407,1.0,1.0,1.0,1.999998858082108e-06,0.9988716215311596
chr01_g8082.t1.Loss.Vert.Bar,-6550.373264,-6550.33914,-6550.339139,0.24552,0.24553,0.24553,1.0,1.0,1.0,0.06824799999958486,0.793904979770897
chr01_g8123.t1.Loss.Vert.Bar,-3926.336286,-3926.336286,-3926.336286,1.44439,1.4444,1.44439,1.0,1.0,1.0,0.0,1.0
chr01_g8269.t1.Loss.Vert.Bar,-10296.734143,-10296.734149,-10296.734145,0.26944,0.26943,0.26944,1.0,1.0,1.0,-1.2000000424450263e-05,1.0
chr01_g8305.t1.Loss.Vert.Bar,-6502.055515,-6502.055518,-6502.282404,0.34796,0.34796,0.34796,1.0,1.0,1.0,-6.000000212225132e-06,1.0
