gene,logL_H0_run1,logL_H0_run2,logL_H0_run3,best_logL_H0,best_run_H0,logL_H1_run1,logL_H1_run2,logL_H1_run3,best_logL_H1,best_run_H1,foreground_w_H1_run1,foreground_w_H1_run2,foreground_w_H1_run3,best_foreground_w_H1,LRT,p_value
chr01_g1159.t1.Loss.Vert.Bar,-4784.338209,-4784.338212,-4784.338205,-4784.338205,3,-4784.338208,-4784.341254,-4784.338207,-4784.338207,3,1.0,1.0,1.0,1.0,-3.99999953515362e-06,1.0
chr01_g1168.t1.Loss.Vert.Bar,-6279.225456,-6279.225112,-6279.225112,-6279.225112,2,-6279.219782,-6279.223777,-6279.219783,-6279.219782,1,1.70376,2.68273,1.71048,1.70376,0.010659999999916181,0.9177667195535649
chr01_g1169.t1.Loss.Vert.Bar,-1226.229571,-1226.229576,-1226.229565,-1226.229565,3,-1226.229562,-1226.229592,-1226.229546,-1226.229546,3,1.0,1.0,1.0,1.0,3.80000001314329e-05,0.9950815403823922
chr01_g1170.t1.Loss.Vert.Bar,-841.614915,-841.614915,-847.468299,-841.614915,1,-841.601267,-841.601267,-841.601267,-841.601267,1,4.37544,4.37544,4.37544,4.37544,0.02729599999997845,0.8687747502236135
chr01_g1171.t1.Loss.Vert.Bar,-4441.282619,-4441.282625,-4442.0535,-4441.282619,1,-4441.282617,-4441.282619,-4441.282619,-4441.282617,1,1.0,1.0,1.0,1.0,3.99999953515362e-06,0.998404232034963
chr01_g1172.t1.Loss.Vert.Bar,-5434.414546,-5434.414546,-5434.414545,-5434.414545,3,-5434.414546,-5434.414546,-5434.414545,-5434.414545,3,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1173.t1.Loss.Vert.Bar,-6424.785868,-6424.786187,-6424.787206,-6424.785868,1,-6424.785862,-6424.785868,-6424.785863,-6424.785862,1,1.0,1.0,1.0,1.0,1.2000000424450263e-05,0.9972360522832443
chr01_g1178.t1.Loss.Vert.Bar,-858.5349,-858.534868,-858.534868,-858.534868,2,-858.534879,-858.534868,-858.534868,-858.534868,2,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1179.t1.Loss.Vert.Bar,-3952.679807,-3952.679807,-3952.679807,-3952.679807,1,-3952.679807,-3952.679807,-3952.679807,-3952.679807,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1185.t1.Loss.Vert.Bar,-1751.192232,-1751.192252,-1750.84879,-1750.84879,3,-1751.192233,-1751.192244,-1751.192271,-1751.192233,1,1.0,1.0,1.0,1.0,-0.6868859999999586,1.0
chr01_g12078.t1.Loss.Vert.Bar,-914.902366,-914.902366,-914.902366,-914.902366,1,-913.832493,-913.819974,-913.832559,-913.819974,2,94.47523,999.0,94.02271,999.0,2.164784000000054,0.14120446313527033
chr01_g13295.t1.Loss.Vert.Bar,-4140.265686,-4140.265686,-4140.265686,-4140.265686,1,-4140.265686,-4140.254323,-4140.265686,-4140.254323,2,1.0,3.7529,1.0,3.7529,0.02272599999923841,0.8801717848977914
chr01_g13296.t1.Loss.Vert.Bar,-1746.416172,-1746.416172,-1746.416172,-1746.416172,1,-1746.416172,-1746.416172,-1746.416172,-1746.416172,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13299.t1.Loss.Vert.Bar,-4757.015034,-4756.007508,-4756.007363,-4756.007363,3,-4757.011487,-4757.011487,-4756.007372,-4756.007372,3,1.0,1.0,1.0,1.0,-1.8000000636675395e-05,1.0
chr01_g13311.t1.Loss.Vert.Bar,-4788.576393,-4788.57541,-4788.576011,-4788.57541,2,-4788.57543,-4788.57541,-4788.575441,-4788.57541,2,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13313.t1.Loss.Vert.Bar,-4317.494345,-4317.494345,-4317.494345,-4317.494345,1,-4317.484269,-4317.484269,-4317.484272,-4317.484269,1,5.54693,5.51981,5.5424,5.54693,0.02015200000096229,0.8871133859919516
chr01_g13703.t1.Loss.Vert.Bar,-5787.953909,-5787.95388,-5787.953872,-5787.953872,3,-5787.953871,-5787.953873,-5787.953867,-5787.953867,3,1.0,1.0,1.0,1.0,9.999999747378752e-06,0.997476871715064
chr01_g13704.t1.Loss.Vert.Bar,-4182.865915,-4182.865915,-4182.865915,-4182.865915,1,-4180.720204,-4180.720204,-4180.720204,-4180.720204,1,5.67754,5.67755,5.67755,5.67754,4.291422000000239,0.03830511547526364
chr01_g13706.t1.Loss.Vert.Bar,-2226.955697,-2226.955697,-2226.955697,-2226.955697,1,-2226.955697,-2226.955697,-2226.955698,-2226.955697,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13708.t1.Loss.Vert.Bar,-3037.748188,-3037.748188,-3037.748188,-3037.748188,1,-3037.748188,-3037.748188,-3037.748188,-3037.748188,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13711.t1.Loss.Vert.Bar,-5724.48798,-5724.487979,-5724.487974,-5724.487974,3,-5722.390776,-5722.390777,-5722.39077,-5722.39077,3,24.95008,24.94762,24.94659,24.94659,4.194407999999385,0.04055751158302017
chr01_g13713.t1.Loss.Vert.Bar,-12637.963274,-12637.963721,-12637.963954,-12637.963274,1,-12636.541722,-12636.540899,-12636.646986,-12636.540899,2,140.82626,150.71345,13.497,150.71345,2.8447500000002037,0.09167285170855814
chr01_g13719.t1.Loss.Vert.Bar,-3330.1655,-3330.165501,-3330.165501,-3330.1655,1,-3330.08515,-3330.085056,-3330.085056,-3330.085056,2,3.36907,3.36885,3.36893,3.36885,0.16088800000034098,0.6883402694314071
chr01_g13721.t1.Loss.Vert.Bar,-2152.213351,-2152.059185,-2152.059185,-2152.059185,2,-2152.059186,-2152.059185,-2152.059187,-2152.059185,2,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13722.t1.Loss.Vert.Bar,-933.34943,-933.349425,-933.349424,-933.349424,3,-933.356064,-933.349424,-933.349424,-933.349424,2,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13725.t1.Loss.Vert.Bar,-6066.443328,-6066.442961,-6066.45067,-6066.442961,2,-6066.442912,-6066.442902,-6066.442911,-6066.442902,2,1.0,1.0,1.0,1.0,0.00011799999992945231,0.9913329256140697
chr01_g13727.t1.Loss.Vert.Bar,-4956.12248,-4956.12248,-4956.12248,-4956.12248,1,-4956.12248,-4956.12248,-4956.12248,-4956.12248,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13729.t1.Loss.Vert.Bar,-2389.67228,-2390.774955,-2389.672287,-2389.67228,1,-2389.67228,-2390.515028,-2389.67228,-2389.67228,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13730.t1.Loss.Vert.Bar,-1235.035099,-1235.035099,-1235.035099,-1235.035099,1,-1235.035099,-1235.035099,-1235.035099,-1235.035099,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13736.t1.Loss.Vert.Bar,-3000.581954,-2999.923108,-2999.923108,-2999.923108,2,-2999.80188,-2999.80188,-2999.80188,-2999.80188,1,2.6683,2.66812,2.66801,2.6683,0.24245599999994738,0.6224378624490258
chr01_g13737.t1.Loss.Vert.Bar,-1313.471417,-1313.471417,-1313.471526,-1313.471417,1,-1313.471417,-1313.471463,-1313.471583,-1313.471417,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13763.t1.Loss.Vert.Bar,-4215.795418,-4215.795326,-4215.795315,-4215.795315,3,-4215.795337,-4215.795315,-4215.795316,-4215.795315,2,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13770.t1.Loss.Vert.Bar,-1635.521362,-1635.521362,-1635.521371,-1635.521362,1,-1635.521362,-1635.521524,-1635.521362,-1635.521362,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13771.t1.Loss.Vert.Bar,-4393.937185,-4393.937185,-4393.937185,-4393.937185,1,-4393.937184,-4393.937185,-4393.937185,-4393.937184,1,1.0,1.0,1.0,1.0,1.999998858082108e-06,0.9988716215311596
chr01_g13772.t1.Loss.Vert.Bar,-1102.132413,-1102.132278,-1102.132284,-1102.132278,2,-1102.132384,-1102.132302,-1102.132325,-1102.132302,2,1.0,1.0,1.0,1.0,-4.799999987881165e-05,1.0
chr01_g13776.t1.Loss.Vert.Bar,-5958.137176,-5958.137106,-5958.136306,-5958.136306,3,-5958.136742,-5958.136291,-5958.136291,-5958.136291,2,1.0,1.0,1.0,1.0,3.000000106112566e-05,0.9956298280512144
chr01_g13778.t1.Loss.Vert.Bar,-1884.092909,-1884.092909,-1884.092909,-1884.092909,1,-1884.092909,-1884.092909,-1884.092909,-1884.092909,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13779.t1.Loss.Vert.Bar,-2251.541725,-2251.541725,-2251.541725,-2251.541725,1,-2251.541725,-2251.541725,-2251.541725,-2251.541725,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13780.t1.Loss.Vert.Bar,-1046.780069,-1046.780082,-1046.780069,-1046.780069,1,-1046.780087,-1046.780085,-1046.78007,-1046.78007,3,1.02913,1.0,1.0,1.0,-2.000000222324161e-06,1.0
chr01_g13783.t1.Loss.Vert.Bar,-1246.440601,-1246.082442,-1246.082442,-1246.082442,2,-1246.082443,-1246.082443,-1246.082442,-1246.082442,3,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13789.t1.Loss.Vert.Bar,-841.065674,-843.168265,-841.065674,-841.065674,1,-841.065674,-841.065674,-841.065674,-841.065674,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13792.t1.Loss.Vert.Bar,-1743.896507,-1744.609877,-1743.588465,-1743.588465,3,-1743.896562,-1743.588465,-1744.609913,-1743.588465,2,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g13959.t1.Loss.Vert.Bar,-1238.553697,-1238.553697,-1238.553697,-1238.553697,1,-1238.553697,-1238.553697,-1238.553697,-1238.553697,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g14115.t1.Loss.Vert.Bar,-3710.978219,-3710.978221,-3710.978224,-3710.978219,1,-3710.978221,-3710.97822,-3710.978221,-3710.97822,2,1.0,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g14116.t1.Loss.Vert.Bar,-3640.705908,-3640.705908,-3640.705908,-3640.705908,1,-3639.850078,-3639.850078,-3639.850078,-3639.850078,1,17.46065,17.46198,17.4623,17.46065,1.711659999999938,0.19077013557097494
chr01_g14117.t1.Loss.Vert.Bar,-5315.723452,-5315.723453,-5315.72345,-5315.72345,3,-5315.723449,-5315.723454,-5315.723453,-5315.723449,1,1.0,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr01_g14118.t1.Loss.Vert.Bar,-5898.890831,-5897.457672,-5898.890835,-5897.457672,2,-5897.457677,-5897.457677,-5898.890835,-5897.457677,1,1.0,1.0,1.0,1.0,-1.0000001566368155e-05,1.0
chr01_g14121.t1.Loss.Vert.Bar,-8690.873781,-8690.873795,-8690.873973,-8690.873781,1,-8690.873774,-8690.873777,-8690.873777,-8690.873774,1,1.0,1.0,1.0,1.0,1.4000001101521775e-05,0.9970145961877772
chr01_g14126.t1.Loss.Vert.Bar,-3447.029183,-3447.029184,-3447.029186,-3447.029183,1,-3447.029185,-3447.029185,-3447.029184,-3447.029184,3,1.0,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g14127.t1.Loss.Vert.Bar,-4235.836675,-4235.838598,-4235.836657,-4235.836657,3,-4235.836603,-4235.836603,-4235.836603,-4235.836603,1,1.0,1.0,1.0,1.0,0.00010800000018207356,0.9917082896567535
chr01_g14195.t1.Loss.Vert.Bar,-1919.544937,-1919.544936,-1919.544936,-1919.544936,2,-1919.544936,-1919.544937,-1919.544937,-1919.544936,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g14196.t1.Loss.Vert.Bar,-3308.990551,-3308.990552,-3309.069907,-3308.990551,1,-3308.990551,-3308.990657,-3308.990552,-3308.990551,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g14199.t2.Loss.Vert.Bar,-2794.309069,-2797.865448,-2794.309068,-2794.309068,3,-2795.553674,-2795.553674,-2794.30907,-2794.30907,3,1.0,1.0,1.0,1.0,-3.99999953515362e-06,1.0
chr01_g14202.t1.Loss.Vert.Bar,-2933.343645,-2933.343645,-2933.343645,-2933.343645,1,-2933.324586,-2933.325855,-2933.324586,-2933.324586,1,5.58061,3.46799,5.59393,5.58061,0.03811799999948562,0.8452063844223967
chr01_g14207.t1.Loss.Vert.Bar,-1719.469212,-1719.469212,-1719.469212,-1719.469212,1,-1719.186069,-1719.186069,-1719.186069,-1719.186069,1,2.07968,2.07968,2.07968,2.07968,0.5662859999997636,0.45173854700916016
chr01_g14764.t1.Loss.Vert.Bar,-1697.239847,-1697.239847,-1697.391628,-1697.239847,1,-1697.239847,-1697.239847,-1697.239847,-1697.239847,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1480.t1.Loss.Vert.Bar,-8975.64598,-8975.64598,-8975.646121,-8975.64598,1,-8975.646047,-8975.64598,-8975.645979,-8975.645979,3,1.0,1.0,1.0,1.0,1.9999970390927047e-06,0.9988716220442868
chr01_g1481.t1.Loss.Vert.Bar,-2882.060719,-2882.060718,-2882.060719,-2882.060718,2,-2882.060719,-2882.060719,-2882.060719,-2882.060719,1,1.0,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g1484.t1.Loss.Vert.Bar,-1344.31263,-1344.312626,-1344.312626,-1344.312626,2,-1344.312628,-1344.312626,-1344.312626,-1344.312626,2,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1487.t1.Loss.Vert.Bar,-1518.454945,-1540.212779,-1518.454945,-1518.454945,1,-1518.454945,-1518.454945,-1518.454945,-1518.454945,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1488.t1.Loss.Vert.Bar,-10496.625379,-10496.625375,-10496.625388,-10496.625375,2,-10496.621389,-10496.621385,-10496.621398,-10496.621385,2,1.2183,1.21026,1.2066,1.21026,0.007979999998497078,0.9288189807106253
chr01_g1489.t1.Loss.Vert.Bar,-2811.608875,-2811.608875,-2811.608875,-2811.608875,1,-2811.604473,-2811.604473,-2811.604473,-2811.604473,1,1.41737,1.4174,1.41758,1.41737,0.008804000000054657,0.9252444919133307
chr01_g1496.t1.Loss.Vert.Bar,-2217.378433,-2217.378433,-2217.378433,-2217.378433,1,-2216.695012,-2217.378433,-2217.378433,-2216.695012,1,1.0,1.0,1.0,1.0,1.3668419999994512,0.242355213679229
chr01_g1499.t1.Loss.Vert.Bar,-3559.81191,-3559.81191,-3559.777507,-3559.777507,3,-3559.777599,-3559.811908,-3559.77693,-3559.77693,3,1.0,1.0,1.0,1.0,0.0011539999995875405,0.9729006145048288
chr01_g1501.t1.Loss.Vert.Bar,-2911.486432,-2911.486432,-2911.486432,-2911.486432,1,-2910.348801,-2910.348801,-2910.348801,-2910.348801,1,5.14896,5.14896,5.14905,5.14896,2.2752620000001116,0.13145290879873395
chr01_g1503.t1.Loss.Vert.Bar,-2442.178865,-2442.178866,-2442.178866,-2442.178865,1,-2442.178866,-2442.178866,-2442.178866,-2442.178866,1,1.0,1.0,1.0,1.0,-2.0000006770715117e-06,1.0
chr01_g1507.t1.Loss.Vert.Bar,-898.282207,-900.682512,-898.93341,-898.282207,1,-898.282207,-898.282207,-899.811338,-898.282207,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1508.t1.Loss.Vert.Bar,-9562.943803,-9562.943103,-9562.943101,-9562.943101,3,-9562.943104,-9562.943939,-9562.943139,-9562.943104,1,1.0,1.00638,4.08471,1.0,-5.999998393235728e-06,1.0
chr01_g1509.t1.Loss.Vert.Bar,-3694.214978,-3694.215046,-3694.2154,-3694.214978,1,-3694.203876,-3694.203876,-3694.203876,-3694.203876,1,2.03662,2.03656,2.03648,2.03662,0.022203999999874213,0.8815456895149487
chr01_g1510.t1.Loss.Vert.Bar,-2881.06323,-2881.06323,-2881.06323,-2881.06323,1,-2881.025781,-2881.025781,-2881.025781,-2881.025781,1,2.60892,2.60849,2.61004,2.60892,0.07489800000075775,0.7843343995156583
chr01_g1519.t1.Loss.Vert.Bar,-4013.751388,-4013.751388,-4013.751405,-4013.751388,1,-4013.75139,-4013.751385,-4013.751388,-4013.751385,2,1.0,1.0,1.0,1.0,6.000000212225132e-06,0.9980455918722322
chr01_g1527.t1.Loss.Vert.Bar,-1383.317511,-1383.317527,-1383.317511,-1383.317511,1,-1383.317624,-1383.317511,-1383.317537,-1383.317511,2,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1528.t1.Loss.Vert.Bar,-1944.533246,-1944.533246,-1944.168822,-1944.168822,3,-1944.168836,-1944.168822,-1944.168859,-1944.168822,2,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1529.t1.Loss.Vert.Bar,-3753.7832,-3753.7832,-3753.783199,-3753.783199,3,-3753.783181,-3753.781887,-3753.7832,-3753.781887,2,1.01508,2.32846,1.0,2.32846,0.0026239999997414998,0.9591462357361478
chr01_g15429.t1.Loss.Vert.Bar,-1394.970154,-1395.660615,-1394.970154,-1394.970154,1,-1394.970154,-1394.970154,-1394.970154,-1394.970154,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g15431.t1.Loss.Vert.Bar,-1862.901761,-1862.901761,-1862.901761,-1862.901761,1,-1862.838741,-1862.838741,-1862.838741,-1862.838741,1,6.14915,6.14937,6.1491,6.14915,0.12604000000010274,0.7225737644570941
chr01_g15432.t1.Loss.Vert.Bar,-7212.980503,-7212.980503,-7212.980503,-7212.980503,1,-7212.980503,-7212.980503,-7212.980503,-7212.980503,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g15433.t1.Loss.Vert.Bar,-5896.963366,-5896.96337,-5896.96337,-5896.963366,1,-5896.96337,-5896.963388,-5896.96337,-5896.96337,1,1.0,1.0,1.0,1.0,-8.000000889296643e-06,1.0
chr01_g1558.t4.Loss.Vert.Bar,-5270.46586,-5270.46585,-5270.465856,-5270.46585,2,-5270.46586,-5270.466683,-5270.46586,-5270.46586,1,8.65884,10.37288,13.0166,8.65884,-2.0000001313746907e-05,1.0
chr01_g1564.t1.Loss.Vert.Bar,-2529.078038,-2529.078038,-2529.078038,-2529.078038,1,-2529.078038,-2529.082302,-2529.078038,-2529.078038,1,1.0,1.8256,1.0,1.0,0.0,1.0
chr01_g1571.t1.Loss.Vert.Bar,-2125.411539,-2125.411539,-2125.411539,-2125.411539,1,-2125.411539,-2125.411539,-2125.411539,-2125.411539,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1572.t1.Loss.Vert.Bar,-1163.003457,-1163.003457,-1163.003457,-1163.003457,1,-1163.003457,-1163.003457,-1163.003457,-1163.003457,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1573.t1.Loss.Vert.Bar,-1079.034217,-1079.03422,-1079.034217,-1079.034217,1,-1079.034217,-1079.034217,-1079.034217,-1079.034217,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1579.t1.Loss.Vert.Bar,-4657.525224,-4657.525224,-4657.525224,-4657.525224,1,-4657.525224,-4657.525224,-4657.525224,-4657.525224,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1580.t1.Loss.Vert.Bar,-2615.580879,-2615.580879,-2615.580879,-2615.580879,1,-2615.580879,-2615.580879,-2615.580879,-2615.580879,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g17485.t1.Loss.Vert.Bar,-3196.271378,-3196.271378,-3196.271378,-3196.271378,1,-3194.768744,-3194.768744,-3194.768744,-3194.768744,1,13.95402,13.95067,13.95189,13.95402,3.0052679999998873,0.08299425079962093
chr01_g17486.t1.Loss.Vert.Bar,-2017.979115,-2017.979115,-2017.979115,-2017.979115,1,-2017.979115,-2018.006252,-2017.979115,-2017.979115,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1753.t1.Loss.Vert.Bar,-4164.821666,-4164.821666,-4164.821666,-4164.821666,1,-4164.807593,-4164.807592,-4164.807593,-4164.807592,2,1.90292,1.90521,1.90444,1.90521,0.02814799999941897,0.8667613473433613
chr01_g1754.t1.Loss.Vert.Bar,-6768.82655,-6768.826462,-6768.826463,-6768.826462,2,-6768.815428,-6768.815428,-6768.815428,-6768.815428,1,2.47893,2.48122,2.48095,2.47893,0.02206800000021758,0.8819063455041307
chr01_g1755.t1.Loss.Vert.Bar,-830.843865,-831.343253,-830.843865,-830.843865,1,-830.843865,-830.843865,-830.843865,-830.843865,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1758.t1.Loss.Vert.Bar,-2378.106163,-2378.106161,-2378.106164,-2378.106161,2,-2378.106162,-2378.106237,-2378.106161,-2378.106161,3,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1799.t1.Loss.Vert.Bar,-6949.3256,-6949.3256,-6949.3256,-6949.3256,1,-6949.3256,-6949.3256,-6949.3256,-6949.3256,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1802.t1.Loss.Vert.Bar,-3993.339372,-3993.339372,-3993.339372,-3993.339372,1,-3993.339372,-3993.339372,-3993.339372,-3993.339372,1,1.0,1.0,1.0,1.0,0.0,1.0
chr01_g1807.t1.Loss.Vert.Bar,-4016.698381,-4016.698381,-4016.698382,-4016.698381,1,-4016.698381,-4016.69838,-4016.698381,-4016.69838,2,1.0,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
