"Chr_Gene","foregroundomega","Adjusted_P_Value"
"chr12_g55629.t1",183.54214,0.0204423812173134
"chr09_g36289.t1",27.66799,0.0205543441074912
"chr18_g30542.t1",134.54881,0.0205543441074912
"chr18_g21758.t1",46.06774,0.0205876332153341
"chr14_g35555.t1",9.14437,0.0206303981696657
"chr03_g41940.t1",9.70464,0.0210624038139
"chr10_g27097.t1",60.18048,0.0210624038139
"chr10_g47451.t1",10.79511,0.0210624038139
"chr23_g51006.t1",8.97411,0.0214916647881878
"chr14_g60632.t1",94.14731,0.0215157013641489
"chr11_g24414.t1",8.12791,0.0217648655277114
"chr16_g5947.t1",60.06975,0.0217648655277114
"chr17_g39209.t1",18.3126,0.0223420804652416
"chr20_g46217.t1",15.6344,0.0226773125313461
"chr02_g32026.t1",9.21232,0.0232143891602519
"chr05_g10329.t1",674.26375,0.0232143891602519
"chr02_g15489.t1",37.93585,0.0236131801584359
"chr04_g7630.t1",25.7889,0.0238393475476631
"chr18_g37458.t1",16.41916,0.0238393475476631
"chr10_g10427.t1",6.29289,0.0239864131829054
"chr11_g42683.t1",10.8421,0.0239864131829054
"chr13_g36798.t1",21.04143,0.0239864131829054
"chr13_g38326.t1",15.36956,0.0239864131829054
"chr20_g37302.t1",11.20461,0.024555005238838
"chr14_g61222.t1",68.17674,0.0249078100352807
"chr05_g26454.t1",90.8752,0.0252444903746375
"chr11_g32422.t1",13.2538,0.0252647903559951
"chr23_g41923.t1",13.02039,0.0260390962795963
"chr19_g20177.t1",6.95334,0.0290939374184321
"chr07_g26032.t1",40.33526,0.0297828426503445
"chr18_g16467.t1",10.68345,0.0299987599366868
"chr18_g8568.t1",4.60768,0.0310131768791103
"chr03_g31433.t1",56.14886,0.03269325709547
"chr10_g42187.t1",35.5878,0.03269325709547
"chr20_g18875.t1",50.82896,0.0336701193532669
"chr09_g3437.t1",169.04279,0.0365157426324817
"chr17_g10724.t1",34.73276,0.0365648607809637
"chr06_g3598.t1",156.18979,0.0369495678941748
"chr01_g9231.t1",5.45019,0.0380822703513011
"chr12_g58730.t1",15.43553,0.0394995733998284
"chr24_g59417.t1",22.88007,0.0396633648802568
"chr10_g15057.t1",27.70918,0.0401707849621967
"chr06_g3597.t1",105.13472,0.0402554391101912
"chr10_g3613.t1",30.12774,0.0402554391101912
"chr14_g18403.t1",9.14498,0.0402554391101912
"chr01_g1480.t1",50.96255,0.0411140243741598
"chr04_g57836.t1",82.75648,0.0421157554653337
"chr05_g56462.t1",19.97623,0.0421157554653337
"chr07_g15339.t1",139.24571,0.0421157554653337
"chr09_g57886.t1",18.91613,0.0421157554653337
"chr17_g9723.t1",999,0.0421157554653337
"chr05_g17966.t1",10.75776,0.0434212394482852
"chr07_g56737.t1",999,0.0434212394482852
"chr11_g10104.t1",16.26366,0.0434212394482852
"chr01_g49893.t1",325.40579,0.0438034317238996
"chr04_g47699.t1",54.99126,0.0438034317238996
"chr18_g59785.t2",48.88888,0.0438034317238996
"chr07_g28771.t1",999,0.0444081909327763
"chr11_g54208.t1",999,0.0451812048653184
"chr19_g17504.t1",79.58345,0.0451852884734903
"chr19_g15277.t1",16.5693,0.0453538173850073
"chr09_g18136.t1",999,0.0453986869185809
"chr05_g15779.t1",22.41156,0.047902126177197
"chr23_g61162.t1",33.57993,0.0483763807652594
"chr05_g58633.t1",69.27668,0.0486084483399383
"chr11_g37115.t1",26.98213,0.0486084483399383
"chr23_g54038.t1",50.99505,0.0486084483399383
"chr04_g33535.t1",21.74844,0.0486186535497249
"chr09_g31127.t1",91.32382,0.0490643740870321
"chr14_g9544.t1",13.02082,0.0504609483895568
"chr01_g24833.t1",32.08856,0.0517694629206814
"chr09_g8700.t1",999,0.0520347178668137
"chr08_g8734.t1",6.31151,0.0523278477062523
"chr01_g33480.t1",114.27196,0.0537689790972987
"chr02_g48344.t1",14.47778,0.0537689790972987
"chr07_g38968.t1",5.80282,0.0537689790972987
"chr07_g6410.t1",31.66554,0.0537689790972987
"chr12_g40506.t1",6.40377,0.0537689790972987
"chr19_g56536.t1",52.74648,0.0537689790972987
"chr20_g18868.t1",276.05219,0.0537689790972987
"chr20_g28807.t1",11.52526,0.0540748307946628
"chr11_g2780.t1",999,0.0543853519270249
"chr05_g6905.t1",15.03474,0.0554093011460962
"chr24_g14318.t1",128.08977,0.0554517687565936
"chr05_g34820.t1",24.42126,0.0554940799925519
"chr23_g59615.t1",6.4367,0.0557662416538625
"chr03_g14191.t1",76.02306,0.0569602756676101
"chr10_g15664.t1",19.97821,0.057111021003325
"chr09_g50445.t1",24.19841,0.0574681612233201
"chr11_g18269.t1",26.85086,0.0576847567545794
"chr14_g51946.t1",43.6706,0.0579477484339098
"chr10_g17995.t1",17.56895,0.0582494948492366
"chr11_g61325.t1",52.83928,0.0582494948492366
"chr12_g27578.t1",22.65605,0.060044602952876
"chr22_g21683.t1",29.28633,0.0601950946123356
"chr13_g39334.t1",9.9819,0.0604301259042435
"chr16_g19724.t1",8.60729,0.0607226324706582
"chr03_g32085.t1",61.83373,0.0607369133201247
"chr11_g33861.t1",35.1804,0.0609355158923783
"chr08_g30296.t1",27.77991,0.061079385041687
"chr02_g6839.t1",36.62124,0.0611073835440542
"chr23_g16369.t1",999,0.0612881285491487
"chr02_g23879.t1",3.69328,0.0615643252638232
"chr03_g37543.t1",330.61752,0.0615643252638232
"chr06_g32534.t1",7.32692,0.0615643252638232
"chr12_g3916.t1",15.15789,0.0615643252638232
"chr20_g14702.t1",127.7112,0.0615643252638232
"chr04_g22523.t1",455.97096,0.0621754351469252
"chr07_g22040.t1",5.64982,0.0621754351469252
"chr07_g28473.t1",10.18651,0.0621754351469252
"chr11_g27499.t1",26.44779,0.0621754351469252
"chr19_g59239.t1",7.81812,0.0621754351469252
"chr21_g26080.t1",11.94654,0.0621754351469252
"chr23_g42945.t1",10.80953,0.0621754351469252
"chr10_g37100.t1",173.62829,0.0640427976023154
"chr16_g35300.t1",9.24879,0.0641633565397826
"chr05_g9483.t1",7.73258,0.0644775561725632
"chr16_g56188.t1",78.33517,0.0652875780956427
"chr05_g39934.t1",62.15796,0.0667399571996286
"chr09_g7485.t1",76.20458,0.0667399571996286
"chr12_g57460.t1",25.52104,0.0667399571996286
"chr16_g41373.t1",16.20258,0.0667399571996286
"chr09_g26382.t1",26.79426,0.0681687393091836
"chr11_g4872.t1",64.96643,0.0681687393091836
"chr12_g1433.t1",11.18657,0.0681687393091836
"chr07_g46023.t1",118.91676,0.0686801552770577
"chr01_g1179.t1",80.42792,0.0689682389146108
"chr08_g19669.t1",72.86848,0.0704259036085099
"chr19_g2382.t1",52.11672,0.0712558495236186
"chr08_g38618.t1",16.94383,0.0715408643249855
"chr19_g18078.t1",16.55647,0.0715408643249855
"chr03_g37505.t1",999,0.0729574404044821
"chr08_g38621.t1",7.73331,0.0729574404044821
"chr21_g28000.t1",11.72045,0.0729574404044821
"chr24_g40633.t1",35.18855,0.0729574404044821
"chr11_g39693.t1",20.43775,0.0732040065551986
"chr19_g51681.t1",25.72568,0.0732040065551986
"chr13_g39197.t1",11.98142,0.073230144368261
"chr13_g10106.t1",29.21977,0.0747491957167871
"chr06_g57337.t1",22.06637,0.075163312686497
"chr04_g33286.t1",15.7921,0.0766620938585741
"chr17_g21739.t1",48.14969,0.0778819494951702
"chr04_g21216.t1",15.3027,0.0786538496356944
"chr23_g34084.t1",999,0.0790246672172024
"chr10_g8964.t1",63.65965,0.0799098405775434
"chr12_g54047.t1",92.54076,0.081087093783461
"chr23_g20071.t1",153.13593,0.0811300188312343
"chr09_g5120.t1",5.58479,0.0827538331614319
"chr11_g36631.t1",999,0.0827538331614319
"chr23_g54534.t1",22.78691,0.0827538331614319
"chr09_g41058.t1",10.38877,0.0836811341410288
"chr12_g47196.t1",694.5049,0.0836811341410288
"chr12_g53643.t1",8.32092,0.0836811341410288
"chr21_g41680.t1",277.16261,0.0837008191722846
"chr11_g26258.t1",50.59119,0.0843023682720582
"chr12_g56300.t1",34.81375,0.0843023682720582
"chr17_g18286.t1",10.10045,0.0843023682720582
"chr04_g3766.t1",113.37147,0.0843826203230361
"chr09_g49442.t1",10.00247,0.0843826203230361
"chr13_g10407.t1",45.71884,0.0868458562118052
"chr14_g41658.t1",9.23566,0.0868458562118052
"chr17_g7441.t1",11.92852,0.0868458562118052
"chr03_g58586.t1",5.72051,0.0874759193429612
"chr06_g5888.t1",53.80302,0.0879882738181492
"chr18_g9710.t1",119.11994,0.0880502290862676
"chr23_g50210.t1",20.71845,0.0880502290862676
"chr13_g51475.t1",19.58702,0.0882940130966827
"chr19_g45209.t1",10.83962,0.0882940130966827
"chr17_g12665.t1",56.95324,0.090029645572101
"chr03_g25828.t1",41.22809,0.0902439276979824
"chr15_g27318.t4",999,0.0902439276979824
"chr23_g7853.t1",37.42544,0.0912795393836309
"chr06_g54189.t1",8.59595,0.0938128611268329
"chr13_g49218.t1",999,0.0938128611268329
"chr17_g35527.t1",13.58544,0.0938128611268329
"chr20_g9619.t2",999,0.0938128611268329
"chr23_g28494.t1",86.73648,0.0938128611268329
"chr05_g48156.t1",29.18544,0.095278879338771
"chr10_g303.t1",36.19826,0.095278879338771
"chr11_g27366.t1",26.49822,0.095278879338771
"chr17_g17110.t1",12.5505,0.095278879338771
"chr12_g35595.t1",23.43362,0.0954052219776373
"chr17_g26182.t1",64.22669,0.0954052219776373
"chr20_g35507.t1",5.60419,0.0954052219776373
"chr06_g43042.t1",26.89492,0.0964330497417168
"chr03_g40072.t1",26.08022,0.0990028189009617
"chr04_g42072.t1",10.04248,0.0990028189009617
"chr18_g18768.t1",500.43623,0.0990028189009617
"chr01_g8558.t1",999,0.101544386582824
"chr07_g15172.t1",999,0.101544386582824
"chr23_g20968.t1",999,0.101544386582824
"chr05_g61116.t1",11.90035,0.106304018809552
"chr09_g22299.t1",108.0325,0.106304018809552
"chr14_g27234.t2",49.4843,0.106480966411866
"chr12_g8312.t1",6.71454,0.107363293646834
"chr21_g362.t1",7.49842,0.108770375682074
"chr07_g59961.t1",17.49776,0.109018993282086
"chr12_g24213.t1",22.68401,0.109018993282086
"chr02_g37907.t1",19.03945,0.110103306075417
"chr14_g42140.t1",8.64706,0.110103306075417
"chr06_g31115.t1",26.20716,0.110183156149142
"chr10_g21695.t1",10.56333,0.110850920209886
"chr21_g26748.t1",154.03625,0.111585922705205
"chr22_g38653.t1",18.76521,0.111585922705205
"chr10_g39140.t1",17.2702,0.11169866165398
"chr10_g40949.t1",6.28122,0.11169866165398
"chr15_g46959.t1",50.25003,0.11169866165398
"chr05_g48242.t1",999,0.112160880465359
"chr11_g4917.t1",40.68105,0.112525525593501
"chr04_g651.t1",6.12988,0.113491166412409
"chr07_g25210.t1",23.47235,0.113491166412409
"chr08_g30297.t1",19.02456,0.113491166412409
"chr03_g20678.t1",999,0.115124903573558
"chr11_g27194.t1",13.27442,0.115124903573558
"chr12_g36910.t1",51.39624,0.115124903573558
"chr05_g2734.t1",6.48301,0.11571922321466
"chr19_g33183.t1",10.8604,0.11571922321466
"chr20_g14705.t1",133.83716,0.116347069044698
"chr04_g32382.t1",13.01074,0.116918115379308
"chr02_g43370.t1",21.48388,0.117595218953171
"chr09_g8702.t1",71.94279,0.117595218953171
"chr03_g42665.t1",24.24168,0.119389405137596
"chr02_g56889.t1",37.34121,0.11960154991459
"chr03_g23066.t1",999,0.119984994856264
"chr15_g34712.t1",7.87036,0.122021044145217
"chr22_g54022.t1",20.49989,0.122167285264647
"chr05_g5041.t1",25.73027,0.122476063219552
"chr22_g4821.t1",12.49917,0.122659640879547
"chr10_g42262.t1",5.57449,0.123114886207858
"chr12_g270.t1",8.53993,0.123114886207858
"chr18_g31617.t1",5.9312,0.123114886207858
"chr01_g6500.t1",21.00868,0.123540298214092
"chr14_g31551.t1",11.93169,0.123540298214092
"chr06_g3316.t1",72.385,0.12557639017283
"chr15_g3096.t1",31.66242,0.12557639017283
"chr18_g35906.t1",12.04829,0.12557639017283
"chr23_g33608.t1",85.43023,0.125667621962378
"chr11_g38268.t1",19.59465,0.126650765588209
"chr02_g12091.t1",13.71435,0.127025273372304
"chr12_g32585.t1",7.80047,0.128134540399946
"chr10_g59201.t1",30.01249,0.128832523546768
"chr13_g37381.t1",19.06572,0.128832523546768
"chr21_g11975.t1",11.27102,0.1305811760615
"chr06_g3797.t1",6.73618,0.131036824016391
"chr03_g34019.t1",18.79732,0.132432133175153
"chr07_g48538.t1",319.4287,0.133080670956737
"chr18_g16097.t1",10.93009,0.133080670956737
"chr16_g11945.t1",75.60273,0.133350129991324
"chr24_g13473.t1",98.87981,0.133819332232796
"chr22_g12775.t1",67.12867,0.13464044078913
"chr06_g25222.t1",44.36479,0.137570370975109
"chr07_g24531.t1",4.70158,0.137570370975109
"chr10_g9526.t1",4.88554,0.1376586110756
"chr22_g54842.t1",999,0.138942167405056
"chr07_g32977.t1",9.31331,0.139370671112858
"chr02_g39032.t1",5.07713,0.139826689939286
"chr06_g54747.t1",89.74661,0.139826689939286
"chr01_g34992.t1",999,0.140668261614669
"chr04_g8116.t1",72.37337,0.140934692248087
"chr05_g23982.t1",26.10002,0.140934692248087
"chr07_g49323.t1",9.2436,0.140934692248087
"chr23_g13695.t1",203.18973,0.140934692248087
"chr17_g23479.t1",69.4818,0.141568697020602
"chr10_g23308.t1",21.62611,0.141891912471383
"chr10_g36819.t1",10.07371,0.141902436306511
"chr23_g51015.t1",20.99824,0.14192429519118
"chr16_g55469.t1",106.29543,0.142007787032154
"chr23_g27749.t1",26.19594,0.142683344156634
"chr19_g19337.t1",6.49092,0.14423738565297
"chr07_g53829.t1",86.24625,0.144595764462203
"chr15_g48772.t1",7.77996,0.144595764462203
"chr07_g28381.t1",35.89131,0.144620746877256
"chr07_g53975.t1",61.64804,0.145294889776697
"chr01_g7689.t1",92.5072,0.1456577542855
"chr03_g23055.t1",19.99565,0.146490880022543
"chr03_g55659.t1",74.94752,0.146490880022543
"chr21_g59237.t1",9.72536,0.146490880022543
"chr13_g20151.t1",66.04667,0.147014174517542
"chr05_g39689.t1",5.82423,0.148196527797244
"chr01_g46192.t1",24.86715,0.14858050180235
"chr08_g6609.t1",14.81306,0.14858050180235
"chr07_g46510.t1",308.94902,0.149353557774083
"chr07_g58587.t1",17.67613,0.149353557774083
"chr05_g35574.t1",4.65613,0.153091183345605
"chr23_g59626.t1",6.09747,0.153134664463029
"chr11_g27174.t1",21.05439,0.153713431758705
"chr02_g46457.t1",84.28982,0.154452897386671
"chr10_g41903.t1",22.17558,0.154452897386671
"chr17_g12682.t1",13.29014,0.154720797850157
"chr17_g24173.t1",111.79744,0.154720797850157
"chr13_g8759.t1",26.47473,0.155758357246126
"chr14_g14777.t1",149.29649,0.155758357246126
"chr22_g6530.t1",17.11006,0.155920886623326
"chr10_g9154.t1",10.33412,0.15713222981082
"chr19_g47284.t1",9.82325,0.15713222981082
"chr07_g2562.t1",55.60332,0.158599906241139
"chr09_g35705.t1",5.66622,0.158599906241139
"chr15_g19768.t1",5.80312,0.158599906241139
"chr07_g50312.t1",29.15508,0.158750422991212
"chr05_g21960.t1",102.10875,0.158777184411686
"chr14_g10696.t1",13.31493,0.15929182031474
"chr03_g1792.t1",6.04373,0.159296894657465
"chr11_g7759.t1",6.84215,0.159296894657465
"chr16_g34562.t1",8.79813,0.159296894657465
"chr18_g37459.t1",12.25498,0.160164335332982
"chr19_g34169.t1",999,0.161915750521923
"chr04_g40126.t1",51.47779,0.16256997372537
"chr05_g14972.t1",100.59235,0.1633934027197
"chr06_g41155.t1",215.18326,0.163578392096818
"chr10_g16380.t1",46.78801,0.16452982620819
"chr11_g15113.t1",70.7513,0.16533113854572
"chr02_g18556.t1",10.18776,0.166199941673119
"chr14_g51604.t1",2.77479,0.166686753715937
"chr06_g20415.t1",271.62108,0.168210147004401
"chr10_g36582.t1",16.09137,0.168210147004401
"chr12_g2404.t1",4.85661,0.168210147004401
"chr18_g44406.t1",14.05471,0.168210147004401
"chr06_g56626.t1",11.95462,0.168501682680671
"chr08_g34898.t1",12.84286,0.168663302385634
"chr12_g17149.t1",429.74324,0.16980912815653
"chr01_g30756.t1",7.50034,0.169966838217937
"chr15_g5090.t1",123.78223,0.170919901177397
"chr24_g9701.t1",14.7483,0.170919901177397
"chr04_g1826.t1",999,0.171280752559005
"chr02_g35437.t1",91.21735,0.171370893069068
"chr04_g53734.t1",305.77464,0.171384598529308
"chr15_g47833.t1",10.95515,0.171791244334439
"chr03_g8803.t1",5.48433,0.17182344855197
"chr16_g4261.t1",66.26402,0.17182344855197
"chr09_g56023.t1",59.76863,0.174394365760589
"chr17_g43617.t1",24.26401,0.180018659351524
"chr18_g27784.t1",5.49636,0.180018659351524
"chr10_g34983.t1",999,0.180149074365463
"chr12_g39864.t1",31.87454,0.180149074365463
"chr17_g52497.t1",25.36384,0.180149074365463
"chr03_g56927.t1",17.26757,0.180692184116641
"chr21_g26520.t1",35.97909,0.180836979479464
"chr09_g50421.t1",27.97994,0.181046907350755
"chr12_g16905.t1",999,0.181793049883454
"chr17_g42061.t1",10.14139,0.183631574439373
"chr12_g41330.t1",99.08017,0.184145682810691
"chr08_g45962.t1",13.04859,0.185495949620098
"chr23_g59625.t1",8.43064,0.18645475775504
"chr22_g40206.t1",999,0.189652378076914
"chr22_g40917.t1",80.61666,0.189898052967877
"chr06_g39904.t1",999,0.190374235444327
"chr02_g59254.t1",10.97558,0.19129669309784
"chr07_g6897.t1",4.88226,0.191884534648533
"chr15_g50625.t1",67.46457,0.194939691228845
"chr02_g59538.t1",32.44374,0.195010534315489
"chr03_g8493.t1",16.2208,0.195010534315489
"chr05_g39845.t1",34.33588,0.196945352217286
"chr07_g43098.t1",20.78939,0.196945352217286
"chr12_g20702.t1",86.85043,0.196945352217286
"chr19_g18653.t1",147.65545,0.196945352217286
"chr21_g25967.t1",17.96589,0.196945352217286
"chr02_g9185.t1",4.64878,0.19782235859667
"chr11_g28271.t1",999,0.19782235859667
"chr15_g16574.t1",51.70558,0.19782235859667
"chr10_g16356.t1",57.52595,0.198783908311891
"chr10_g42686.t1",9.63981,0.198783908311891
"chr23_g37394.t1",16.23461,0.198783908311891
"chr09_g38178.t1",9.10783,0.198900687579571
"chr12_g31998.t1",14.09308,0.198900687579571
"chr15_g19336.t1",1,0.199916305087903
"chr23_g33291.t1",5.20191,0.199916305087903
"chr17_g51256.t1",999,0.201224474404116
"chr22_g52280.t1",6.53304,0.201224474404116
"chr03_g36976.t1",6.70145,0.204240155977536
"chr01_g30879.t1",9.5833,0.204421745103937
"chr15_g37728.t1",8.78247,0.204421745103937
"chr21_g11112.t1",210.62852,0.204421745103937
"chr23_g9922.t1",999,0.204421745103937
"chr03_g56929.t1",999,0.20509123188429
"chr12_g8824.t1",35.90253,0.205331739708209
"chr06_g54187.t1",6.82824,0.205477655963483
"chr19_g47169.t1",35.75312,0.205596682209302
"chr01_g13704.t1",5.21732,0.206778150048477
"chr16_g60514.t1",17.40467,0.206778150048477
"chr01_g7958.t1",12.41943,0.206947012066363
"chr10_g48752.t1",124.25557,0.20776958854362
"chr13_g12231.t1",34.64316,0.208335441837024
"chr15_g24002.t1",5.65927,0.208335441837024
"chr06_g39217.t1",28.09118,0.208753312527028
"chr09_g27271.t1",142.87622,0.20923649652238
"chr17_g24722.t1",11.64655,0.20923649652238
"chr10_g8163.t1",9.89655,0.209666122868979
"chr04_g5435.t1",8.17319,0.20999873547468
"chr08_g54582.t1",23.91925,0.20999873547468
"chr21_g3369.t1",11.9498,0.210493602888385
"chr14_g41392.t1",91.2973,0.210735271286107
"chr20_g10203.t1",4.98289,0.210735271286107
"chr01_g13711.t1",62.97491,0.213338673195539
"chr05_g39846.t1",52.4456,0.213338673195539
"chr15_g51722.t1",27.64701,0.213338673195539
"chr19_g34269.t1",5.88831,0.213338673195539
"chr05_g329.t1",999,0.213756855771857
"chr07_g32853.t1",12.37286,0.213756855771857
"chr15_g33522.t1",22.51429,0.213756855771857
"chr07_g27890.t1",15.19264,0.214212778143657
"chr05_g15771.t1",21.45045,0.214900255036643
"chr19_g31166.t1",25.8152,0.215118784145002
"chr04_g2321.t1",49.10493,0.21671237722855
"chr03_g21583.t1",999,0.216974623096652
"chr05_g2273.t1",60.50721,0.216974623096652
"chr06_g53485.t1",131.77466,0.216974623096652
"chr05_g17990.t1",49.51121,0.217818609788565
"chr08_g33841.t1",15.36275,0.217818609788565
"chr14_g31555.t1",999,0.217818609788565
"chr17_g20611.t1",4.43268,0.217818609788565
"chr17_g50711.t1",5.72347,0.217818609788565
"chr24_g22939.t1",13.82534,0.217818609788565
"chr09_g50398.t1",14.05485,0.217820535995897
"chr21_g35363.t1",5.74782,0.217820535995897
"chr21_g561.t1",33.86772,0.217820535995897
"chr22_g9212.t1",88.97553,0.221699573332816
"chr10_g33358.t1",999,0.223610041446905
