gene,logL_H0,logL_H1,logL_M1a,tree_length_H0,tree_length_H1,tree_length_M1a,foreground_w_H0,foreground_w_H1,foreground_w_M1a,LRT_H1,p_value_H1
chr01_g1171.t1.Gain.Vert.Bar,-4441.282619,-4441.232327,-4442.003209,0.26613,0.2661,0.26607,1.0,1.0,1.0,0.10058399999979883,0.7511299336361819
chr01_g1172.t1.Gain.Vert.Bar,-5434.414545,-5434.414545,-5434.414546,0.42195,0.42196,0.42196,1.0,1.0,1.0,0.0,1.0
chr01_g1173.t1.Gain.Vert.Bar,-6424.794408,-6424.794407,-6424.785867,0.21268,0.21268,0.21267,1.0,1.0,1.0,1.999998858082108e-06,0.9988716215311596
chr01_g1178.t1.Gain.Vert.Bar,-858.492202,-858.492184,-858.535002,0.08571,0.08571,0.08577,1.0,1.0,1.0,3.600000013648241e-05,0.9952127213497973
chr01_g1179.t1.Gain.Vert.Bar,-3952.679566,-3947.245973,-3952.679807,0.34712,0.35783,0.34714,1.0,80.42998,1.0,10.867185999999492,0.000978831449522209
chr01_g1185.t1.Gain.Vert.Bar,-1750.563176,-1751.178453,-1751.522416,0.14773,0.14777,0.14783,1.0,1.0,1.0,-1.2305539999997563,1.0
chr01_g1480.t1.Gain.Vert.Bar,-8975.595394,-8969.334936,-8975.64598,0.70448,0.71633,0.70437,1.0,50.97131,1.0,12.520916000001307,0.0004024215502494408
chr01_g1481.t1.Gain.Vert.Bar,-2880.679484,-2881.95453,-2882.060719,0.1743,0.17428,0.17413,1.0,1.0,1.0,-2.5500920000004044,1.0
chr01_g1484.t1.Gain.Vert.Bar,-1344.312626,-1344.312626,-1344.911865,0.22006,0.22006,0.22328,1.0,1.0,1.0,0.0,1.0
chr01_g1487.t1.Gain.Vert.Bar,-1523.126187,-1518.341255,-1523.236455,1.48392,1.48892,1.4849,1.0,1.0,1.0,9.569864000000052,0.0019779743495196606
chr01_g1488.t1.Gain.Vert.Bar,-10495.430603,-10495.127339,-10496.851328,0.75535,0.75624,0.75609,1.0,2.88677,1.0,0.6065280000002531,0.4360980824190481
chr01_g1489.t1.Gain.Vert.Bar,-2811.634829,-2811.634829,-2811.670345,0.28551,0.28551,0.28552,1.0,1.0,1.0,0.0,1.0
chr01_g1496.t1.Gain.Vert.Bar,-2217.37394,-2217.375582,-2216.694055,0.17028,0.17025,0.17263,1.0,1.0,1.0,-0.0032840000003488967,1.0
chr01_g1499.t1.Gain.Vert.Bar,-3561.452738,-3561.452738,-3563.593214,0.14753,0.14753,0.1475,1.0,1.0,1.0,0.0,1.0
chr01_g1501.t1.Gain.Vert.Bar,-2907.219183,-2906.531044,-2911.937935,1.33511,1.33577,1.33301,1.0,3.36682,1.0,1.3762780000006387,0.24073615810816848
chr01_g1503.t1.Gain.Vert.Bar,-2441.185056,-2441.185056,-2442.178866,0.30579,0.30579,0.30704,1.0,1.0,1.0,0.0,1.0
chr01_g1507.t1.Gain.Vert.Bar,-898.282207,-899.15665,-898.282227,0.15866,0.15862,0.15867,1.0,1.0,1.0,-1.748886000000084,1.0
chr01_g1508.t1.Gain.Vert.Bar,-9562.392945,-9562.40937,-9562.943118,0.24253,0.24247,0.24256,1.0,1.03076,1.0,-0.03284999999959837,1.0
chr01_g1509.t1.Gain.Vert.Bar,-3694.193091,-3693.64346,-3694.236911,0.2694,0.26966,0.26941,1.0,8.01946,1.0,1.0992620000006355,0.294428121502315
chr01_g1510.t1.Gain.Vert.Bar,-2880.155699,-2880.155699,-2881.165363,0.22918,0.22918,0.22981,1.0,1.0,1.0,0.0,1.0
chr01_g1519.t1.Gain.Vert.Bar,-4013.751445,-4013.751389,-4013.751388,0.1321,0.1321,0.13212,1.0,1.0,1.0,0.00011199999971722718,0.9915561411383627
chr01_g1527.t1.Gain.Vert.Bar,-1382.816973,-1382.816973,-1383.317511,0.23636,0.23636,0.23619,1.0,1.0,1.0,0.0,1.0
chr01_g1528.t1.Gain.Vert.Bar,-1943.350969,-1943.316683,-1944.168822,0.2177,0.21772,0.21708,1.0,1.77761,1.0,0.06857200000013108,0.7934274058999948
chr01_g1529.t1.Gain.Vert.Bar,-3753.783237,-3753.783283,-3753.783237,0.23295,0.23294,0.23295,1.0,1.02709,1.0,-9.200000022246968e-05,1.0
chr01_g1558.t4.Gain.Vert.Bar,-5270.465896,-5270.465851,-5270.465859,0.0477,0.0477,0.04771,1.0,1.0,1.0,8.999999954539817e-05,0.9924307159924863
chr01_g1564.t1.Gain.Vert.Bar,-2528.80446,-2528.804459,-2529.086723,0.1948,0.19479,0.19486,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g1571.t1.Gain.Vert.Bar,-2120.465161,-2120.429656,-2125.420866,0.67697,0.67748,0.67869,1.0,1.16972,1.0,0.07101000000056956,0.7898718583213022
chr01_g1572.t1.Gain.Vert.Bar,-1163.003457,-1163.003458,-1163.003457,0.33645,0.33644,0.33645,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g1573.t1.Gain.Vert.Bar,-1079.034217,-1079.034217,-1079.034217,0.31251,0.31251,0.31251,1.0,1.0,1.0,0.0,1.0
chr01_g1579.t1.Gain.Vert.Bar,-4656.717756,-4656.533248,-4657.274376,0.36784,0.36796,0.36743,1.0,2.95789,1.0,0.36901600000055623,0.5435411215569909
chr01_g1580.t1.Gain.Vert.Bar,-2615.605888,-2615.605888,-2615.605888,0.40272,0.40271,0.40271,1.0,1.0,1.0,0.0,1.0
chr01_g1753.t1.Gain.Vert.Bar,-4164.853715,-4164.853715,-4164.853715,0.26543,0.26544,0.26544,1.0,1.0,1.0,0.0,1.0
chr01_g1754.t1.Gain.Vert.Bar,-6767.97368,-6766.3876,-6768.826462,0.27681,0.27774,0.2769,1.0,7.14062,1.0,3.1721600000000763,0.07490332457624752
chr01_g1755.t1.Gain.Vert.Bar,-830.843865,-830.843865,-832.208156,0.1155,0.1155,0.11552,1.0,1.0,1.0,0.0,1.0
chr01_g1758.t1.Gain.Vert.Bar,-2376.493223,-2376.493223,-2378.100134,0.22475,0.22475,0.22471,1.0,1.0,1.0,0.0,1.0
chr01_g1799.t1.Gain.Vert.Bar,-6947.369913,-6946.565529,-6949.3256,1.12535,1.12635,1.12603,1.0,3.22273,1.0,1.6087680000000546,0.2046650698222872
chr01_g1802.t1.Gain.Vert.Bar,-3991.52342,-3990.66081,-3993.339372,0.58404,0.58514,0.58298,1.0,3.39465,1.0,1.725220000000263,0.18902250067048829
chr01_g1807.t1.Gain.Vert.Bar,-4016.698381,-4016.698381,-4016.69838,0.2724,0.2724,0.2724,1.0,1.0,1.0,0.0,1.0
chr01_g1808.t1.Gain.Vert.Bar,-2354.681993,-2353.301932,-2354.765624,0.37467,0.37692,0.3751,1.0,23.07485,1.0,2.7601220000005924,0.09664086725385737
chr01_g2361.t1.Gain.Vert.Bar,-5012.32836,-5011.38206,-5012.342713,0.18448,0.18456,0.18452,1.0,15.74655,1.0,1.892600000001039,0.16890895869953687
chr01_g2615.t1.Gain.Vert.Bar,-5402.440811,-5402.44218,-5402.440806,0.18311,0.1831,0.18309,1.0,1.0,1.0,-0.0027379999992263038,1.0
chr01_g2616.t1.Gain.Vert.Bar,-2249.418005,-2249.418005,-2249.418005,0.28022,0.28022,0.28022,1.0,1.0,1.0,0.0,1.0
chr01_g2621.t1.Gain.Vert.Bar,-965.552158,-965.552158,-966.710003,0.1797,0.1797,0.17954,1.0,1.0,1.0,0.0,1.0
chr01_g2622.t1.Gain.Vert.Bar,-6423.754466,-6423.754466,-6423.779126,0.21904,0.21904,0.21904,1.0,1.0,1.0,0.0,1.0
chr01_g2987.t1.Gain.Vert.Bar,-1329.931697,-1329.931697,-1331.120046,0.44129,0.44129,0.44112,1.0,1.0,1.0,0.0,1.0
chr01_g2989.t1.Gain.Vert.Bar,-2295.222313,-2294.959176,-2298.625911,1.28619,1.28729,1.29171,1.0,1.75653,1.0,0.5262740000007398,0.46817757344122723
chr01_g2991.t1.Gain.Vert.Bar,-6433.239995,-6433.239995,-6433.239995,0.27281,0.27281,0.27281,1.0,1.0,1.0,0.0,1.0
chr01_g2992.t1.Gain.Vert.Bar,-6363.724346,-6363.724346,-6363.75394,0.34006,0.34006,0.34011,1.0,1.0,1.0,0.0,1.0
chr01_g2993.t1.Gain.Vert.Bar,-2281.852195,-2281.852243,-2281.852104,0.22546,0.22546,0.22546,1.0,1.0,1.0,-9.59999997576233e-05,1.0
chr01_g2994.t1.Gain.Vert.Bar,-2312.646604,-2312.601524,-2312.652226,0.2687,0.26869,0.2687,1.0,1.0,1.0,0.09015999999974156,0.7639738472415192
chr01_g2995.t1.Gain.Vert.Bar,-1833.75775,-1832.172748,-1834.466893,0.38072,0.38608,0.38116,1.0,12.81068,1.0,3.1700040000000627,0.07500226264289485
chr01_g2996.t1.Gain.Vert.Bar,-1624.418554,-1624.405993,-1626.467472,0.36447,0.36445,0.36361,1.0,1.17189,1.0,0.025122000000010303,0.8740634420560616
chr01_g2998.t1.Gain.Vert.Bar,-2295.612027,-2295.612027,-2295.968554,0.19949,0.19949,0.19918,1.0,1.0,1.0,0.0,1.0
chr01_g3018.t1.Gain.Vert.Bar,-1680.400045,-1680.103163,-1681.865497,0.16772,0.16769,0.16837,1.0,116.80862,1.0,0.593764000000192,0.4409672832542614
chr01_g3022.t1.Gain.Vert.Bar,-3598.856673,-3598.205444,-3599.811144,0.33095,0.33128,0.33088,1.0,6.9427,1.0,1.3024579999992056,0.25376472932452854
chr01_g3023.t1.Gain.Vert.Bar,-1163.298139,-1163.298139,-1164.116043,0.18314,0.18314,0.18306,1.0,1.0,1.0,0.0,1.0
chr01_g3133.t1.Gain.Vert.Bar,-1759.275376,-1759.275376,-1759.425415,0.15609,0.1561,0.15623,1.0,1.0,1.0,0.0,1.0
chr01_g3427.t1.Gain.Vert.Bar,-3289.426694,-3289.426694,-3290.348383,0.34342,0.34342,0.34371,1.0,1.0,1.0,0.0,1.0
chr01_g3429.t1.Gain.Vert.Bar,-3475.139401,-3475.139401,-3475.754508,0.36534,0.36534,0.36559,1.0,1.0,1.0,0.0,1.0
chr01_g3431.t1.Gain.Vert.Bar,-3608.299749,-3608.28314,-3608.356347,0.74303,0.74302,0.74304,1.0,3.00831,1.0,0.03321799999957875,0.8553802115727465
chr01_g3432.t1.Gain.Vert.Bar,-4254.569667,-4254.569666,-4255.735589,0.27566,0.27566,0.27584,1.0,1.0,1.0,1.999998858082108e-06,0.9988716215311596
chr01_g3502.t1.Gain.Vert.Bar,-3614.411654,-3606.430944,-3615.099472,0.42045,0.42905,0.42084,1.0,10.38507,1.0,15.961419999999634,6.464659546504635e-05
chr01_g3503.t1.Gain.Vert.Bar,-3987.499737,-3987.499736,-3988.602109,0.40346,0.40346,0.40388,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g3505.t1.Gain.Vert.Bar,-1606.410798,-1606.410798,-1607.463959,0.18105,0.18105,0.18103,1.0,1.0,1.0,0.0,1.0
chr01_g3506.t1.Gain.Vert.Bar,-1974.816748,-1974.816748,-1974.816748,0.27646,0.27646,0.27646,1.0,1.0,1.0,0.0,1.0
chr01_g3507.t1.Gain.Vert.Bar,-3130.499789,-3130.49979,-3130.49979,0.17955,0.17956,0.17956,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g3515.t1.Gain.Vert.Bar,-3438.372104,-3438.333159,-3438.519705,0.25942,0.25956,0.25952,1.0,1.0,1.0,0.07789000000047963,0.7801774456439345
chr01_g3651.t1.Gain.Vert.Bar,-4010.885881,-4010.885881,-4010.898857,0.27043,0.27043,0.27047,1.0,1.0,1.0,0.0,1.0
chr01_g3652.t1.Gain.Vert.Bar,-765.32523,-765.127114,-768.13377,0.119,0.11898,0.11863,1.0,82.28645,1.0,0.39623200000005454,0.5290416530742024
chr01_g4002.t1.Gain.Vert.Bar,-1066.285084,-1065.798664,-1067.949076,0.18072,0.18054,0.18043,1.0,999.0,1.0,0.9728400000003603,0.32397291101028014
chr01_g4004.t1.Gain.Vert.Bar,-1181.943892,-1181.920871,-1182.224157,0.242,0.24233,0.24299,1.0,2.00477,1.0,0.04604199999994307,0.8300994694427666
chr01_g4013.t1.Gain.Vert.Bar,-1761.373266,-1761.373047,-1761.373315,0.09564,0.09564,0.09564,1.0,1.0,1.0,0.0004380000000310247,0.9833027321421789
chr01_g4015.t1.Gain.Vert.Bar,-1359.003181,-1358.976973,-1359.426129,0.27218,0.27226,0.27215,1.0,1.0,1.0,0.0524159999999938,0.8189113469682353
chr01_g4016.t1.Gain.Vert.Bar,-1895.416927,-1895.416927,-1896.815595,0.20155,0.20155,0.20189,1.0,1.0,1.0,0.0,1.0
chr01_g4017.t1.Gain.Vert.Bar,-4578.997675,-4578.997675,-4579.019864,0.2443,0.2443,0.24435,1.0,1.0,1.0,0.0,1.0
chr01_g4019.t1.Gain.Vert.Bar,-2244.506623,-2244.338417,-2244.506623,0.15581,0.15581,0.15581,1.0,1.0,1.0,0.33641200000056415,0.5619076417431718
chr01_g4020.t1.Gain.Vert.Bar,-1723.882312,-1723.882312,-1727.08439,0.23244,0.23244,0.23374,1.0,1.0,1.0,0.0,1.0
chr01_g4021.t1.Gain.Vert.Bar,-3560.952247,-3560.588004,-3563.527732,0.15589,0.1563,0.15598,1.0,6.65168,1.0,0.7284859999999753,0.39337437541705067
chr01_g4022.t1.Gain.Vert.Bar,-810.355447,-810.355447,-810.355447,0.12463,0.12463,0.12462,1.0,1.0,1.0,0.0,1.0
chr01_g4023.t1.Gain.Vert.Bar,-2441.083719,-2441.083719,-2441.100266,0.30195,0.30195,0.30193,1.0,1.0,1.0,0.0,1.0
chr01_g4024.t1.Gain.Vert.Bar,-599.946024,-599.946144,-599.946079,0.13813,0.13813,0.13813,1.0,1.0,1.0,-0.00024000000007617928,1.0
chr01_g4204.t1.Gain.Vert.Bar,-4806.007102,-4805.932197,-4806.557072,0.29705,0.29715,0.29699,1.0,2.57021,1.0,0.14980999999897904,0.6987169952432984
chr01_g4211.t1.Gain.Vert.Bar,-3613.847206,-3613.850253,-3613.847088,0.16857,0.16857,0.16859,1.0,1.0,1.0,-0.006094000000302913,1.0
chr01_g5162.t1.Gain.Vert.Bar,-3322.6301,-3322.630101,-3322.907305,0.24295,0.24296,0.24298,1.0,1.0,1.0,-2.0000006770715117e-06,1.0
chr01_g5164.t1.Gain.Vert.Bar,-2102.963408,-2102.820671,-2104.088433,0.2721,0.27155,0.27287,1.0,1.0,1.0,0.28547400000024936,0.5931356041068615
chr01_g5669.t1.Gain.Vert.Bar,-6001.462499,-6001.2204,-6001.577171,0.26865,0.26882,0.26866,1.0,7.01698,1.0,0.4841980000001058,0.4865269232550168
chr01_g5670.t1.Gain.Vert.Bar,-2328.604215,-2328.604142,-2329.422007,0.16199,0.16197,0.16198,1.0,1.0,1.0,0.00014599999940401176,0.9903593587793814
chr01_g5678.t1.Gain.Vert.Bar,-3653.063162,-3653.063164,-3653.063163,0.14953,0.14955,0.14954,1.0,1.0,1.0,-4.000000444648322e-06,1.0
chr01_g5906.t1.Gain.Vert.Bar,-6858.942382,-6856.890587,-6869.084525,0.72178,0.72599,0.72634,1.0,3.35135,1.0,4.103590000000622,0.042792259032017374
chr01_g6299.t1.Gain.Vert.Bar,-733.755266,-732.310287,-734.87491,0.29937,0.29836,0.30002,1.0,999.0,1.0,2.8899579999999787,0.08913324911536863
chr01_g6300.t1.Gain.Vert.Bar,-4544.909549,-4544.909549,-4549.888361,2.7874,2.7874,2.79236,1.0,1.0,1.0,0.0,1.0
chr01_g6302.t1.Gain.Vert.Bar,-5868.588782,-5868.562956,-5868.562786,0.3,0.30005,0.30005,1.0,1.0,1.0,0.051652000000103726,0.8202132055446798
chr01_g6304.t1.Gain.Vert.Bar,-1513.808346,-1513.808294,-1513.808294,0.41082,0.41083,0.41083,1.0,1.0,1.0,0.00010400000019217259,0.9918632831388962
chr01_g6382.t1.Gain.Vert.Bar,-2244.10267,-2243.942932,-2244.67827,0.30963,0.30995,0.31023,1.0,2.58633,1.0,0.3194760000005772,0.5719227200268218
chr01_g6383.t1.Gain.Vert.Bar,-1441.126801,-1441.126801,-1441.728678,0.17144,0.17144,0.17142,1.0,1.0,1.0,0.0,1.0
chr01_g6386.t1.Gain.Vert.Bar,-1332.543769,-1332.543769,-1332.543769,0.30794,0.30794,0.30794,1.0,1.0,1.0,0.0,1.0
chr01_g6389.t1.Gain.Vert.Bar,-3255.733367,-3255.733418,-3255.733436,0.19926,0.19928,0.19927,1.0,1.0,1.0,-0.00010199999996984843,1.0
chr01_g6393.t1.Gain.Vert.Bar,-7331.645655,-7331.450914,-7331.645646,0.26122,0.26135,0.26122,1.0,3.5085,1.0,0.3894820000004984,0.5325718102253578
chr01_g6396.t1.Gain.Vert.Bar,-444.406586,-441.691067,-444.496536,0.32223,0.32964,0.32181,1.0,999.0,1.0,5.431038000000058,0.01978191760760454
chr01_g6439.t1.Gain.Vert.Bar,-1402.234517,-1402.234431,-1402.234288,0.24397,0.24396,0.24397,1.0,1.0,1.0,0.0001720000000204891,0.9895361420502555
chr01_g6496.t1.Gain.Vert.Bar,-7901.828071,-7901.823768,-7901.828144,0.24839,0.2484,0.24839,1.0,7.6921,1.0,0.00860599999941769,0.9260874532695131
chr01_g6497.t1.Gain.Vert.Bar,-2664.475632,-2667.13336,-2667.722058,0.25054,0.25051,0.25043,1.0,1.0,1.0,-5.315455999999358,1.0
chr01_g6498.t1.Gain.Vert.Bar,-2999.295361,-2999.295361,-2999.295361,0.2719,0.2719,0.2719,1.0,1.0,1.0,0.0,1.0
chr01_g6499.t1.Gain.Vert.Bar,-1204.989964,-1204.989964,-1206.113455,0.26732,0.26732,0.26554,1.0,1.0,1.0,0.0,1.0
chr01_g6500.t1.Gain.Vert.Bar,-1285.579241,-1280.996205,-1285.912177,0.54957,0.55667,0.54924,1.0,21.00861,1.0,9.166071999999986,0.0024654317261866157
chr01_g6565.t1.Gain.Vert.Bar,-7565.27438,-7564.628007,-7566.968307,1.76953,1.77163,1.76869,1.0,4.15511,1.0,1.2927459999991697,0.2555425139127802
chr01_g6788.t1.Gain.Vert.Bar,-2670.657568,-2670.657568,-2670.660401,0.37175,0.37175,0.37175,1.0,1.0,1.0,0.0,1.0
chr01_g6792.t1.Gain.Vert.Bar,-980.109625,-979.412659,-980.57614,0.70211,0.70245,0.69949,1.0,3.26228,1.0,1.3939320000001771,0.2377421997131976
chr01_g7016.t1.Gain.Vert.Bar,-4739.836844,-4731.022004,-4739.888145,1.05738,1.07715,1.05782,1.0,48.09725,1.0,17.629680000000008,2.6836725140707638e-05
chr01_g7072.t1.Gain.Vert.Bar,-3815.450926,-3813.783305,-3820.207482,0.80548,0.8084,0.80444,1.0,4.36009,1.0,3.3352420000001075,0.06781043083779273
chr01_g7084.t1.Gain.Vert.Bar,-5155.137847,-5155.137847,-5155.137847,0.29693,0.29692,0.29692,1.0,1.0,1.0,0.0,1.0
chr01_g7318.t1.Gain.Vert.Bar,-2524.988638,-2524.983133,-2525.257077,0.22209,0.2221,0.22185,1.0,1.30993,1.0,0.01100999999925989,0.9164325066791722
chr01_g7319.t1.Gain.Vert.Bar,-3746.20586,-3731.984255,-3746.20586,0.34702,0.38548,0.34702,1.0,457.81419,1.0,28.443210000000363,9.648756926890196e-08
chr01_g7320.t1.Gain.Vert.Bar,-2705.679155,-2705.679156,-2705.679156,0.2576,0.25761,0.25761,1.0,1.0,1.0,-2.0000006770715117e-06,1.0
chr01_g7321.t1.Gain.Vert.Bar,-5346.520112,-5346.520111,-5346.549828,0.2134,0.21339,0.21344,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr01_g7322.t1.Gain.Vert.Bar,-1657.166303,-1656.937971,-1657.162342,0.40898,0.409,0.40895,1.0,1.0,1.0,0.45666399999981877,0.49918719812401957
chr01_g7348.t1.Gain.Vert.Bar,-682.022649,-682.022539,-682.717676,0.29499,0.29499,0.29486,1.0,1.0,1.0,0.00021999999989930075,0.9881658933761357
chr01_g7350.t1.Gain.Vert.Bar,-1322.690489,-1322.466193,-1325.224013,0.24128,0.24499,0.24092,1.0,90.22415,1.0,0.44859200000018973,0.5030043505562547
chr01_g7351.t1.Gain.Vert.Bar,-1165.301112,-1165.301112,-1166.059149,0.21537,0.21537,0.21412,1.0,1.0,1.0,0.0,1.0
chr01_g7369.t1.Gain.Vert.Bar,-977.307484,-977.031403,-978.359296,0.05026,0.05021,0.05018,1.0,104.58092,1.0,0.5521620000001803,0.4574356453103403
chr01_g7373.t1.Gain.Vert.Bar,-2033.840443,-2033.840443,-2034.027956,0.14654,0.14654,0.14644,1.0,1.0,1.0,0.0,1.0
chr01_g7374.t1.Gain.Vert.Bar,-1216.807703,-1216.807703,-1216.807703,0.23401,0.23402,0.23401,1.0,1.0,1.0,0.0,1.0
chr01_g7375.t1.Gain.Vert.Bar,-756.088195,-754.765002,-756.103408,0.42248,0.41972,0.42305,1.0,266.78091,1.0,2.6463860000001205,0.10378560493616472
chr01_g7689.t1.Gain.Vert.Bar,-1397.555072,-1393.219127,-1397.613526,0.33053,0.34449,0.33028,1.0,92.50558,1.0,8.671890000000076,0.0032315586595151632
chr01_g7785.t1.Gain.Vert.Bar,-433.997463,-433.997506,-433.997445,0.27695,0.27695,0.27695,1.0,1.0,1.0,-8.600000001024455e-05,1.0
chr01_g7916.t1.Gain.Vert.Bar,-5100.06244,-5099.866884,-5099.880699,0.17006,0.17007,0.17011,1.0,2.14643,1.0,0.3911119999993389,0.5317154658353207
chr01_g7958.t1.Gain.Vert.Bar,-4946.433409,-4942.625237,-4947.767935,0.62297,0.62645,0.6226,1.0,12.41943,1.0,7.616344000000026,0.005784163360636795
chr01_g8081.t1.Gain.Vert.Bar,-4307.318082,-4307.318082,-4308.59406,0.21384,0.21384,0.21407,1.0,1.0,1.0,0.0,1.0
chr01_g8082.t1.Gain.Vert.Bar,-6550.339144,-6550.339141,-6550.339141,0.24553,0.24553,0.24553,1.0,1.0,1.0,5.999998393235728e-06,0.9980455921684855
chr01_g8123.t1.Gain.Vert.Bar,-3926.319396,-3925.772452,-3926.336286,1.44443,1.44742,1.4444,1.0,8.27425,1.0,1.0938879999994242,0.29561135652773773
