gene,logL_H0,logL_H1,logL_M1a,tree_length_H0,tree_length_H1,tree_length_M1a,foreground_w_H0,foreground_w_H1,foreground_w_M1a,LRT_H1,p_value_H1
chr01_g1527.t1.Loss.Vert.Bar,-1383.317511,-1383.317537,-1383.317511,0.23619,0.23618,0.23619,1.0,1.0,1.0,-5.199999986871262e-05,1.0
chr01_g1528.t1.Loss.Vert.Bar,-1944.168822,-1944.168859,-1944.168822,0.21708,0.21706,0.21708,1.0,1.0,1.0,-7.400000004054164e-05,1.0
chr01_g1529.t1.Loss.Vert.Bar,-3753.783199,-3753.7832,-3753.783238,0.23296,0.23296,0.23296,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g1558.t4.Loss.Vert.Bar,-5270.465856,-5270.46586,-5270.46586,0.04769,0.04771,0.04771,1.0,13.0166,1.0,-8.000000889296643e-06,1.0
chr01_g1564.t1.Loss.Vert.Bar,-2529.078038,-2529.078038,-2529.086723,0.1949,0.1949,0.19486,1.0,1.0,1.0,0.0,1.0
chr01_g1571.t1.Loss.Vert.Bar,-2125.411539,-2125.411539,-2125.411539,0.67854,0.67854,0.67854,1.0,1.0,1.0,0.0,1.0
chr01_g1572.t1.Loss.Vert.Bar,-1163.003457,-1163.003457,-1163.003457,0.33645,0.33645,0.33645,1.0,1.0,1.0,0.0,1.0
chr01_g1573.t1.Loss.Vert.Bar,-1079.034217,-1079.034217,-1079.034217,0.31251,0.31251,0.31251,1.0,1.0,1.0,0.0,1.0
chr01_g1579.t1.Loss.Vert.Bar,-4657.525224,-4657.525224,-4657.525223,0.36761,0.36761,0.3676,1.0,1.0,1.0,0.0,1.0
chr01_g1580.t1.Loss.Vert.Bar,-2615.580879,-2615.580879,-2615.605888,0.4027,0.4027,0.40272,1.0,1.0,1.0,0.0,1.0
chr01_g1753.t1.Loss.Vert.Bar,-4164.821666,-4164.807593,-4164.853715,0.26545,0.26546,0.26543,1.0,1.90444,1.0,0.0281459999987419,0.8667660366875323
chr01_g1754.t1.Loss.Vert.Bar,-6768.826463,-6768.815428,-6768.826463,0.2769,0.27692,0.2769,1.0,2.48095,1.0,0.022070000000894652,0.8819010335213467
chr01_g1755.t1.Loss.Vert.Bar,-830.843865,-830.843865,-830.844234,0.1155,0.1155,0.1155,1.0,1.0,1.0,0.0,1.0
chr01_g1758.t1.Loss.Vert.Bar,-2378.106164,-2378.106161,-2378.106159,0.22472,0.22473,0.22473,1.0,1.0,1.0,5.99999930273043e-06,0.9980455920203588
chr01_g1799.t1.Loss.Vert.Bar,-6949.3256,-6949.3256,-6949.3256,1.12603,1.12603,1.12603,1.0,1.0,1.0,0.0,1.0
chr01_g1802.t1.Loss.Vert.Bar,-3993.339372,-3993.339372,-3993.339442,0.58299,0.58299,0.58298,1.0,1.0,1.0,0.0,1.0
chr01_g1807.t1.Loss.Vert.Bar,-4016.698382,-4016.698381,-4016.69838,0.2724,0.2724,0.2724,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g1808.t1.Loss.Vert.Bar,-2354.765624,-2354.765624,-2354.765624,0.3751,0.3751,0.3751,1.0,1.0,1.0,0.0,1.0
chr01_g2361.t1.Loss.Vert.Bar,-5012.349563,-5012.355849,-5012.340733,0.18452,0.18453,0.18452,1.0,1.0,1.0,-0.012571999999636319,1.0
chr01_g2615.t1.Loss.Vert.Bar,-5402.441628,-5402.44081,-5402.440812,0.18309,0.18309,0.18312,1.0,1.0,1.0,0.0016359999990527285,0.9677363642215027
chr01_g2616.t1.Loss.Vert.Bar,-2248.793818,-2248.599036,-2249.418005,0.28004,0.28021,0.28022,1.0,3.40609,1.0,0.38956400000006397,0.5325286708831392
chr01_g2621.t1.Loss.Vert.Bar,-966.710136,-966.71,-966.710003,0.17954,0.17954,0.17954,1.0,1.05,1.0,0.00027199999999538704,0.9868415472343819
chr01_g2622.t1.Loss.Vert.Bar,-6423.779125,-6423.779124,-6423.779126,0.21903,0.21903,0.21904,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr01_g2987.t1.Loss.Vert.Bar,-1329.931697,-1329.931697,-1329.931697,0.44129,0.44129,0.44129,1.0,1.0,1.0,0.0,1.0
chr01_g2989.t1.Loss.Vert.Bar,-2298.313142,-2298.212765,-2298.625911,1.2909,1.29166,1.29171,1.0,1.86519,1.0,0.20075399999950605,0.6541129260850159
chr01_g2991.t1.Loss.Vert.Bar,-6433.240148,-6433.240043,-6433.239991,0.27279,0.27281,0.27279,1.0,1.0,1.0,0.000210000000151922,0.9884379588981106
chr01_g2992.t1.Loss.Vert.Bar,-6363.585315,-6363.585315,-6363.75394,0.34017,0.34018,0.34011,1.0,1.0,1.0,0.0,1.0
chr01_g2993.t1.Loss.Vert.Bar,-2281.852102,-2281.85209,-2281.852072,0.22545,0.22546,0.22546,1.0,1.0,1.0,2.3999999939405825e-05,0.9960911955449351
chr01_g2994.t1.Loss.Vert.Bar,-2312.652225,-2312.652225,-2312.652226,0.26869,0.26869,0.2687,1.0,1.0,1.0,0.0,1.0
chr01_g2995.t1.Loss.Vert.Bar,-1834.466893,-1834.466893,-1834.466893,0.38116,0.38116,0.38116,1.0,1.0,1.0,0.0,1.0
chr01_g2996.t1.Loss.Vert.Bar,-1626.467472,-1626.467477,-1626.467472,0.36361,0.3636,0.3636,1.0,1.0,1.0,-9.999999747378752e-06,1.0
chr01_g2998.t1.Loss.Vert.Bar,-2295.968554,-2295.968554,-2295.968554,0.19918,0.19918,0.19918,1.0,1.0,1.0,0.0,1.0
chr01_g3018.t1.Loss.Vert.Bar,-1681.865494,-1681.865494,-1681.865497,0.16837,0.16837,0.16837,1.0,1.0,1.0,0.0,1.0
chr01_g3022.t1.Loss.Vert.Bar,-3599.811438,-3599.811144,-3599.811144,0.33086,0.33088,0.33088,1.0,1.0,1.0,0.0005880000007891795,0.9806542235212958
chr01_g3023.t1.Loss.Vert.Bar,-1164.115969,-1164.115969,-1164.116043,0.18306,0.18306,0.18306,1.0,1.0,1.0,0.0,1.0
chr01_g3133.t1.Loss.Vert.Bar,-1759.425415,-1759.425415,-1759.425415,0.15623,0.15623,0.15623,1.0,1.0,1.0,0.0,1.0
chr01_g3427.t1.Loss.Vert.Bar,-3290.348382,-3290.348383,-3290.348383,0.34369,0.34371,0.3437,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g3429.t1.Loss.Vert.Bar,-3475.754508,-3475.556335,-3475.755016,0.36559,0.36557,0.36559,1.0,1.0,1.0,0.39634599999953934,0.5289823938659173
chr01_g3431.t1.Loss.Vert.Bar,-3608.356347,-3608.356347,-3608.356347,0.74304,0.74304,0.74304,1.0,1.0,1.0,0.0,1.0
chr01_g3432.t1.Loss.Vert.Bar,-4256.026356,-4256.026356,-4256.026356,0.27584,0.27584,0.27584,1.0,1.0,1.0,0.0,1.0
chr01_g3502.t1.Loss.Vert.Bar,-3614.669557,-3614.48394,-3615.099472,0.42111,0.42112,0.42084,1.0,4.19287,1.0,0.3712340000001859,0.5423323996184948
chr01_g3503.t1.Loss.Vert.Bar,-3988.602109,-3988.602108,-3988.602109,0.40388,0.40387,0.40388,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g3505.t1.Loss.Vert.Bar,-1607.46382,-1607.237934,-1607.238078,0.18102,0.18103,0.18103,1.0,1.0,1.0,0.4517719999998917,0.5014946588485776
chr01_g3506.t1.Loss.Vert.Bar,-1974.816748,-1974.816748,-1974.816748,0.27646,0.27646,0.27646,1.0,1.0,1.0,0.0,1.0
chr01_g3507.t1.Loss.Vert.Bar,-3130.499877,-3130.499792,-3130.499967,0.17955,0.17956,0.17933,1.0,1.0,1.0,0.0001700000002529123,0.989597152844713
chr01_g3515.t1.Loss.Vert.Bar,-3436.531404,-3436.415857,-3438.519705,0.26006,0.26008,0.25952,1.0,2.20728,1.0,0.23109399999975722,0.6307138278486486
chr01_g3651.t1.Loss.Vert.Bar,-4010.898857,-4010.898857,-4010.898857,0.27047,0.27047,0.27047,1.0,1.0,1.0,0.0,1.0
chr01_g3652.t1.Loss.Vert.Bar,-767.136364,-766.980571,-767.136418,0.1189,0.1189,0.1189,1.0,1.0,1.0,0.3115859999998065,0.5767085792469946
chr01_g4002.t1.Loss.Vert.Bar,-1067.949076,-1067.949076,-1067.949076,0.18044,0.18043,0.18044,1.0,1.0,1.0,0.0,1.0
chr01_g4004.t1.Loss.Vert.Bar,-1182.097195,-1182.066427,-1182.224157,0.24297,0.24305,0.243,1.0,2.54265,1.0,0.06153600000016013,0.8040844961797102
chr01_g4013.t1.Loss.Vert.Bar,-1761.372976,-1761.372976,-1761.37316,0.09564,0.09564,0.09564,1.0,1.0,1.0,0.0,1.0
chr01_g4015.t1.Loss.Vert.Bar,-1359.07784,-1359.075824,-1359.092729,0.27221,0.27221,0.27215,1.0,1.65529,1.0,0.00403199999982462,0.9493699267465485
chr01_g4016.t1.Loss.Vert.Bar,-1896.815595,-1896.815595,-1896.815595,0.20189,0.20189,0.20189,1.0,1.0,1.0,0.0,1.0
chr01_g4017.t1.Loss.Vert.Bar,-4578.92816,-4578.928275,-4579.019864,0.24429,0.24429,0.24435,1.0,1.0,1.0,-0.0002299999996466795,1.0
chr01_g4019.t1.Loss.Vert.Bar,-2244.338377,-2244.506623,-2244.338377,0.15579,0.15581,0.15581,1.0,1.0,1.0,-0.33649200000036217,1.0
chr01_g4020.t1.Loss.Vert.Bar,-1727.08439,-1727.08439,-1727.08439,0.23374,0.23374,0.23374,1.0,1.0,1.0,0.0,1.0
chr01_g4021.t1.Loss.Vert.Bar,-3563.521961,-3563.26381,-3563.527732,0.15597,0.15596,0.15598,1.0,7.05582,1.0,0.516301999999996,0.47242342066764753
chr01_g4022.t1.Loss.Vert.Bar,-809.034247,-809.034111,-810.355447,0.12434,0.12433,0.12463,1.0,1.0,1.0,0.00027199999999538704,0.9868415472343819
chr01_g4023.t1.Loss.Vert.Bar,-2441.100265,-2441.100266,-2441.100266,0.30192,0.30193,0.30193,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr01_g4024.t1.Loss.Vert.Bar,-599.754826,-599.754826,-599.946231,0.13817,0.13817,0.13813,1.0,1.0,1.0,0.0,1.0
chr01_g4204.t1.Loss.Vert.Bar,-4806.557073,-4806.557071,-4806.557072,0.29699,0.29698,0.29699,1.0,1.0,1.0,3.99999953515362e-06,0.998404232034963
chr01_g4211.t1.Loss.Vert.Bar,-3613.847087,-3613.847115,-3613.847087,0.16858,0.16857,0.16857,1.0,1.0,1.0,-5.599999985861359e-05,1.0
chr01_g5162.t1.Loss.Vert.Bar,-3319.724269,-3319.624073,-3322.907305,0.24255,0.24272,0.24298,1.0,3.4771,1.0,0.2003919999997379,0.6544046208117813
chr01_g5164.t1.Loss.Vert.Bar,-2104.088617,-2104.088536,-2104.088743,0.27287,0.27287,0.27287,1.0,1.0,1.0,0.00016199999936361564,0.9898448617055603
chr01_g5669.t1.Loss.Vert.Bar,-6000.596654,-6000.516542,-6001.577171,0.26872,0.26876,0.26866,1.0,1.86898,1.0,0.16022399999928894,0.6889503691750363
chr01_g5670.t1.Loss.Vert.Bar,-2328.592513,-2328.590641,-2328.603951,0.16197,0.16196,0.16197,1.0,1.7588,1.0,0.0037440000005517504,0.95120929994963
chr01_g5678.t1.Loss.Vert.Bar,-3653.063164,-3653.063164,-3653.063162,0.14955,0.14955,0.14954,1.0,1.0,1.0,0.0,1.0
chr01_g5906.t1.Loss.Vert.Bar,-6869.084525,-6869.084525,-6869.084525,0.72633,0.72634,0.72634,1.0,1.0,1.0,0.0,1.0
chr01_g6299.t1.Loss.Vert.Bar,-733.936215,-733.93619,-733.93619,0.30008,0.30008,0.30008,1.0,1.0,1.0,4.9999999873762135e-05,0.9943581511870905
chr01_g6300.t1.Loss.Vert.Bar,-4549.888361,-4545.896945,-4549.888361,2.79236,2.83377,2.79236,1.0,15.64937,1.0,7.982831999999689,0.004722301190295309
chr01_g6302.t1.Loss.Vert.Bar,-5868.56281,-5868.562814,-5868.562786,0.30005,0.30003,0.30005,1.0,1.0,1.0,-7.99999907030724e-06,1.0
chr01_g6304.t1.Loss.Vert.Bar,-1513.808294,-1513.808294,-1513.808294,0.41083,0.41083,0.41083,1.0,1.0,1.0,0.0,1.0
chr01_g6382.t1.Loss.Vert.Bar,-2244.678332,-2244.678242,-2244.678205,0.3102,0.31022,0.31023,1.0,1.0,1.0,0.00018000000000029104,0.9892955764367449
chr01_g6383.t1.Loss.Vert.Bar,-1441.728678,-1441.126801,-1441.728678,0.17142,0.17144,0.17142,1.0,1.0,1.0,1.2037540000001172,0.27257266357752674
chr01_g6386.t1.Loss.Vert.Bar,-1332.543769,-1332.543769,-1332.543769,0.30794,0.30794,0.30794,1.0,1.0,1.0,0.0,1.0
chr01_g6389.t1.Loss.Vert.Bar,-3255.733436,-3255.830878,-3255.733436,0.19927,0.19927,0.19927,1.0,1.0,1.0,-0.19488400000045658,1.0
chr01_g6393.t1.Loss.Vert.Bar,-7331.64561,-7331.645619,-7331.64561,0.26122,0.26124,0.26121,1.0,1.0,1.0,-1.8000000636675395e-05,1.0
chr01_g6396.t1.Loss.Vert.Bar,-447.980508,-444.496536,-444.496536,0.31615,0.32181,0.32181,1.0,1.0,1.0,6.967943999999989,0.008298278858317132
chr01_g6439.t1.Loss.Vert.Bar,-1400.946462,-1400.946449,-1402.234314,0.24394,0.24394,0.24396,1.0,1.0,1.0,2.6000000161729986e-05,0.9959315886720084
chr01_g6496.t1.Loss.Vert.Bar,-7901.178897,-7901.178897,-7901.828143,0.24828,0.24828,0.24839,1.0,1.0,1.0,0.0,1.0
chr01_g6497.t1.Loss.Vert.Bar,-2667.815571,-2664.998338,-2667.722058,0.25036,0.25042,0.25043,1.0,1.0,1.0,5.63446600000043,0.017610708876091643
chr01_g6498.t1.Loss.Vert.Bar,-2999.295361,-2999.295361,-2999.295361,0.2719,0.2719,0.2719,1.0,1.0,1.0,0.0,1.0
chr01_g6499.t1.Loss.Vert.Bar,-1203.980945,-1203.791078,-1206.113376,0.26331,0.2644,0.26554,1.0,1.72455,1.0,0.3797340000000986,0.537745629419861
chr01_g6500.t1.Loss.Vert.Bar,-1285.863659,-1284.897059,-1285.912028,0.54938,0.55994,0.54924,1.0,69.20605,1.0,1.9332000000003973,0.16440877361133077
chr01_g6565.t1.Loss.Vert.Bar,-7566.968307,-7566.968307,-7566.968307,1.76869,1.76869,1.76869,1.0,1.0,1.0,0.0,1.0
chr01_g6788.t1.Loss.Vert.Bar,-2667.331755,-2667.086129,-2670.660401,0.37201,0.37213,0.37175,1.0,2.80927,1.0,0.49125200000071345,0.48336934689764854
chr01_g6792.t1.Loss.Vert.Bar,-980.57614,-981.032253,-981.04482,0.69949,0.69959,0.69947,1.0,1.91153,1.0,-0.9122259999999187,1.0
chr01_g7016.t1.Loss.Vert.Bar,-4739.888145,-4739.888145,-4739.888145,1.05781,1.05781,1.05782,1.0,1.0,1.0,0.0,1.0
chr01_g7072.t1.Loss.Vert.Bar,-3820.207482,-3820.207482,-3820.207482,0.80444,0.80444,0.80444,1.0,1.0,1.0,0.0,1.0
chr01_g7084.t1.Loss.Vert.Bar,-5155.021262,-5155.011697,-5155.137847,0.29694,0.29694,0.29693,1.0,1.64181,1.0,0.019130000000586733,0.8899944401099217
chr01_g7318.t1.Loss.Vert.Bar,-2525.257077,-2525.257076,-2525.257077,0.22185,0.22184,0.22185,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr01_g7319.t1.Loss.Vert.Bar,-3746.205861,-3746.20586,-3746.205859,0.347,0.34702,0.347,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr01_g7320.t1.Loss.Vert.Bar,-2705.517593,-2705.517593,-2705.679156,0.25781,0.25781,0.25761,1.0,1.0,1.0,0.0,1.0
chr01_g7321.t1.Loss.Vert.Bar,-5346.549968,-5346.549828,-5346.549828,0.21343,0.21344,0.21345,1.0,1.0,1.0,0.00028000000020256266,0.9866494606669981
chr01_g7322.t1.Loss.Vert.Bar,-1656.868805,-1656.945055,-1657.162342,0.40881,0.40861,0.40895,1.0,1.0,1.0,-0.15249999999969077,1.0
chr01_g7348.t1.Loss.Vert.Bar,-682.717638,-682.717638,-682.717676,0.29485,0.29486,0.29486,1.0,1.04068,1.0,0.0,1.0
chr01_g7350.t1.Loss.Vert.Bar,-1325.223961,-1325.223961,-1325.224013,0.24092,0.24092,0.24092,1.0,1.0,1.0,0.0,1.0
chr01_g7351.t1.Loss.Vert.Bar,-1165.543801,-1165.632267,-1166.059149,0.21347,0.21377,0.21412,1.0,1.8701,1.0,-0.17693199999985154,1.0
chr01_g7369.t1.Loss.Vert.Bar,-978.359293,-978.359293,-978.359296,0.05018,0.05018,0.05018,1.0,1.0,1.0,0.0,1.0
chr01_g7373.t1.Loss.Vert.Bar,-2034.02778,-2034.02778,-2034.02778,0.14644,0.14644,0.14644,1.0,1.0,1.0,0.0,1.0
chr01_g7374.t1.Loss.Vert.Bar,-1216.770587,-1216.065867,-1216.807703,0.23398,0.23389,0.23401,1.0,325.05422,1.0,1.409439999999904,0.2351493786598286
chr01_g7375.t1.Loss.Vert.Bar,-756.103428,-751.284836,-756.103419,0.42305,0.44572,0.42305,1.0,88.94647,1.0,9.637183999999934,0.0019067734371541684
chr01_g7689.t1.Loss.Vert.Bar,-1397.613381,-1397.613381,-1397.613381,0.33027,0.33028,0.33028,1.0,1.0,1.0,0.0,1.0
chr01_g7785.t1.Loss.Vert.Bar,-431.734577,-431.09688,-440.741901,0.2747,0.27502,0.27574,1.0,144.43845,1.0,1.2753940000000057,0.25875720287729226
chr01_g7916.t1.Loss.Vert.Bar,-5099.880697,-5099.880699,-5099.880723,0.1701,0.17011,0.17011,1.0,1.0,1.0,-4.0000013541430235e-06,1.0
chr01_g7958.t1.Loss.Vert.Bar,-4947.903944,-4947.761818,-4947.767935,0.6227,0.62265,0.62259,1.0,1.00457,1.0,0.28425199999946926,0.5939277521242726
chr01_g8081.t1.Loss.Vert.Bar,-4308.594059,-4308.594061,-4308.59406,0.21405,0.21407,0.21407,1.0,1.0,1.0,-3.99999953515362e-06,1.0
chr01_g8082.t1.Loss.Vert.Bar,-6550.339141,-6550.373263,-6550.339137,0.24553,0.24552,0.24551,1.0,1.0,1.0,-0.06824400000004971,1.0
chr01_g8123.t1.Loss.Vert.Bar,-3926.336289,-3926.336286,-3926.336286,1.4444,1.4444,1.44439,1.0,1.0,1.0,5.99999930273043e-06,0.9980455920203588
chr01_g8269.t1.Loss.Vert.Bar,-10296.734121,-10296.734257,-10296.734146,0.2694,0.26942,0.26943,1.0,1.0,1.0,-0.0002720000011322554,1.0
chr01_g8305.t1.Loss.Vert.Bar,-6502.055515,-6502.282405,-6502.055514,0.34796,0.34796,0.34796,1.0,1.0,1.0,-0.4537799999998242,1.0
